AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ
0.04,-0.04,1.07,0.08,-5.63,6.24,130397.0,131319.0,130434.0
0.02,-0.07,0.85,34.83,27.12,-4.86,130396.0,131322.0,130449.0
0.03,-0.06,1.14,14.77,24.8,-1.93,130389.0,131322.0,130437.0
-0.01,-0.01,0.9,38.13,56.75,1.97,130385.0,131312.0,130444.0
-0.01,-0.03,1.14,29.16,26.32,2.7,130381.0,131323.0,130441.0
0.02,0.01,0.85,18.12,15.1,1.42,130396.0,131309.0,130443.0
-0.05,-0.04,-0.04,-95.35,94.43,9.9,130393.0,131311.0,130437.0
-0.03,-0.0,1.0,-0.72,-3.49,0.51,130385.0,131312.0,130442.0
-0.03,-0.01,1.03,-23.22,45.35,4.11,130380.0,131320.0,130441.0
-0.07,-0.01,0.97,-7.79,9.43,-1.81,130360.0,131315.0,130432.0
-0.06,-0.01,1.0,-5.66,0.96,0.14,130367.0,131318.0,130446.0
-0.08,-0.01,0.96,7.82,-29.9,0.69,130380.0,131319.0,130437.0
-0.01,-0.02,1.01,17.33,-64.59,-1.2,130414.0,131315.0,130434.0
-0.01,0.02,0.91,6.48,-23.86,1.48,130418.0,131315.0,130447.0
-0.0,-0.0,1.0,0.08,0.1,9.35,130413.0,131319.0,130442.0
-0.0,0.0,1.0,1.72,-3.74,1.85,130417.0,131314.0,130457.0
-0.02,-0.02,0.94,-0.41,1.02,-2.66,130422.0,131309.0,130464.0
-0.0,-0.0,1.0,0.14,-0.02,-0.34,130417.0,131312.0,130445.0
-0.0,-0.0,1.01,0.08,-0.08,-0.65,130429.0,131308.0,130443.0
-0.0,-0.0,1.01,-0.05,-0.14,-0.47,130426.0,131319.0,130455.0
-0.0,-0.0,1.01,0.02,-0.14,-0.47,130421.0,131313.0,130447.0
-0.01,-0.0,1.01,0.08,-0.32,-1.75,130421.0,131315.0,130457.0
-0.01,-0.0,1.01,0.02,0.04,-2.66,130417.0,131313.0,130457.0
-0.02,0.0,1.0,0.75,-1.12,-4.06,130425.0,131313.0,130448.0
0.02,0.01,1.04,-0.53,1.45,-16.14,130419.0,131307.0,130455.0
-0.01,0.01,1.09,1.23,-0.32,-38.03,130411.0,131311.0,130445.0
0.07,-0.0,1.03,-1.14,5.1,-10.28,130403.0,131315.0,130443.0
-0.0,0.0,1.01,0.26,-0.26,0.08,130396.0,131324.0,130459.0
-0.0,-0.0,1.01,-0.05,-0.08,0.02,130401.0,131317.0,130435.0
0.0,0.0,1.01,-0.11,0.04,-0.04,130401.0,131311.0,130458.0
0.0,-0.0,1.01,0.02,-0.02,-0.1,130403.0,131310.0,130446.0
-0.0,-0.0,1.0,-0.05,-0.02,-0.04,130407.0,131308.0,130454.0
-0.0,-0.0,1.01,0.02,0.04,-0.1,130408.0,131311.0,130460.0
-0.0,-0.0,1.01,0.08,0.1,0.08,130405.0,131309.0,130443.0
0.0,-0.0,1.01,-0.11,0.1,-0.1,130404.0,131309.0,130459.0
-0.0,-0.0,1.01,-0.05,-0.02,-0.04,130408.0,131314.0,130455.0
-0.0,-0.0,1.01,0.08,-0.02,-0.16,130398.0,131321.0,130440.0
-0.0,-0.0,1.01,0.08,0.04,-0.04,130396.0,131307.0,130441.0
-0.0,-0.0,1.0,-0.05,0.04,-0.04,130392.0,131317.0,130446.0
-0.0,0.0,1.01,-0.17,0.04,-0.16,130394.0,131312.0,130456.0
-0.0,0.0,1.01,-0.05,0.04,-0.1,130397.0,131312.0,130451.0
-0.01,-0.0,1.0,-0.05,0.04,0.02,130401.0,131313.0,130451.0
-0.0,0.0,1.0,-0.05,0.1,-0.04,130394.0,131298.0,130446.0
0.0,0.0,1.01,-0.11,-0.02,-0.04,130402.0,131302.0,130455.0
-0.0,0.0,1.01,-0.17,0.04,-0.1,130404.0,131315.0,130448.0
-0.0,0.0,1.01,0.02,0.1,-0.1,130404.0,131311.0,130439.0
-0.0,-0.0,1.01,-0.05,0.04,-0.16,130403.0,131314.0,130439.0
-0.0,0.0,1.01,-0.11,0.04,-0.16,130407.0,131311.0,130438.0
0.0,-0.0,1.01,0.02,-0.02,0.08,130401.0,131304.0,130445.0
-0.0,-0.0,1.0,0.02,-0.02,-0.1,130403.0,131316.0,130453.0
-0.0,-0.0,1.01,-0.05,-0.02,0.08,130406.0,131304.0,130455.0
-0.0,-0.0,1.0,0.02,0.04,-0.16,130403.0,131312.0,130448.0
