AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Pressure,Altitude,Q,I,J,K,Timestamp
-0.11,-0.2,0.99,28.54,-107.01,2.93,163651,107439,162834,976.64,309.31,0.08,0.55,-0.82,-0.11,224802
-0.11,-0.17,1.03,32.5,-134.82,14.27,163351,107332,162802,976.64,309.31,0.06,0.55,-0.83,-0.1,224827
-0.08,-0.14,1.05,30.24,-147.56,26.34,163018,107215,162817,976.76,308.28,0.04,0.55,-0.83,-0.1,224852
-0.06,-0.12,1.08,21.71,-151.34,37.99,162715,107215,162728,976.76,308.28,0.02,0.54,-0.84,-0.1,224877
-0.05,-0.09,1.07,7.26,-141.52,49.15,162437,107181,162677,976.6,309.65,0,0.53,-0.84,-0.1,224902
-0.02,-0.08,1.05,-11.28,-122.62,60.37,162258,107225,162559,976.52,310.34,-0.01,0.52,-0.85,-0.11,224927
0.01,-0.07,1.01,-32.74,-100.06,71.52,162198,107328,162343,976.64,309.31,-0.02,0.51,-0.85,-0.11,224952
0.01,-0.07,0.98,-51.59,-71.34,81.4,162246,107508,162106,976.64,309.31,-0.02,0.49,-0.86,-0.11,224977
0.02,-0.08,0.96,-66.34,-37.99,89.76,162367,107753,161939,976.76,308.28,-0.01,0.47,-0.87,-0.11,225002
0.03,-0.09,0.93,-75.73,-7.44,96.4,162661,107973,161683,976.64,309.31,0,0.45,-0.88,-0.12,225027
0.01,-0.12,0.91,-80.3,16.65,101.34,162975,108216,161468,976.8,307.94,0.01,0.43,-0.89,-0.12,225052
0,-0.14,0.89,-81.04,31.46,105.12,163375,108476,161268,976.8,307.94,0.03,0.41,-0.9,-0.12,225077
-0.01,-0.15,0.87,-77.8,37.99,107.13,163812,108651,161057,976.8,307.94,0.05,0.39,-0.91,-0.12,225102
-0.03,-0.16,0.84,-69.27,35.55,106.83,164239,108810,160857,976.8,307.94,0.06,0.37,-0.92,-0.13,225127
-0.05,-0.18,0.85,-55.12,27.07,104.7,164641,108949,160631,976.8,307.94,0.07,0.35,-0.93,-0.13,225152
-0.07,-0.19,0.84,-34.15,11.59,101.04,165043,109033,160479,976.68,308.96,0.08,0.32,-0.93,-0.12,225177
-0.08,-0.19,0.83,-9.7,-6.59,95.73,165375,109065,160488,976.8,307.94,0.08,0.3,-0.94,-0.12,225202
-0.1,-0.18,0.83,16.71,-27.74,88.84,165651,109005,160527,976.8,307.94,0.08,0.29,-0.95,-0.11,225227
-0.1,-0.17,0.84,41.95,-49.63,81.28,165877,108958,160667,976.84,307.59,0.07,0.27,-0.96,-0.1,225252
-0.08,-0.14,0.85,63.84,-68.29,72.13,166033,108798,160855,976.8,307.94,0.06,0.25,-0.96,-0.09,225277
-0.1,-0.15,0.87,78.78,-79.51,61.95,166075,108668,161113,976.92,306.91,0.04,0.24,-0.97,-0.07,225302
-0.07,-0.14,0.89,88.35,-82.2,51.52,166094,108458,161441,976.8,307.94,0.03,0.23,-0.97,-0.06,225327
-0.07,-0.14,0.93,91.59,-80.67,40.91,166050,108241,161774,976.92,306.91,0.01,0.23,-0.97,-0.05,225352
-0.05,-0.14,0.95,87.26,-72.38,30.55,165956,108066,162095,976.84,307.59,0,0.22,-0.97,-0.04,225377
-0.04,-0.14,1,78.29,-60.3,20.49,165867,107874,162351,977.08,305.53,-0.01,0.22,-0.97,-0.03,225402
-0.02,-0.15,1.05,64.7,-44.45,10.3,165767,107667,162591,976.96,306.56,-0.01,0.22,-0.98,-0.03,225427
-0.02,-0.16,1.06,48.78,-24.45,0.85,165679,107555,162759,976.96,306.56,-0.01,0.22,-0.97,-0.03,225452
-0.02,-0.16,1.07,36.34,-1.28,-7.07,165627,107468,162853,977.08,305.53,-0.01,0.22,-0.97,-0.03,225477
-0.04,-0.17,1.14,30.61,20.79,-13.84,165611,107343,162938,977.2,304.51,0,0.23,-0.97,-0.03,225502
-0.05,-0.2,1.17,25.18,40.55,-18.23,165694,107290,163008,977.08,305.53,0.01,0.23,-0.97,-0.03,225527
-0.05,-0.22,1.17,27.32,53.29,-22.32,165717,107275,163025,976.96,306.56,0.03,0.24,-0.97,-0.03,225552
-0.07,-0.26,1.2,29.27,55.55,-25,165820,107176,163103,977.08,305.53,0.04,0.25,-0.97,-0.03,225577
-0.06,-0.26,1.17,39.02,43.6,-25.73,165878,107140,163141,977.08,305.53,0.05,0.26,-0.96,-0.04,225602
-0.1,-0.27,1.19,58.6,23.72,-23.48,165896,107006,163276,976.96,306.56,0.05,0.27,-0.96,-0.03,225627
-0.09,-0.27,1.19,82.5,5.49,-17.5,165866,106834,163442,977.2,304.51,0.05,0.27,-0.96,-0.03,225652
-0.09,-0.26,1.18,108.72,-15.98,-9.94,165787,106526,163653,977.08,305.53,0.04,0.27,-0.96,-0.02,225677
-0.08,-0.23,1.16,132.01,-33.41,-1.4,165711,106149,163962,977.2,304.51,0.03,0.28,-0.96,-0.01,225702
-0.07,-0.21,1.2,151.16,-50.24,7.99,165521,105731,164211,977.2,304.51,0.02,0.27,-0.96,0,225727
-0.07,-0.19,1.22,160.79,-61.4,17.5,165308,105213,164557,977.2,304.51,0.01,0.27,-0.96,0.02,225752
-0.06,-0.15,1.19,159.39,-62.8,25.85,165086,104638,164848,977.08,305.53,-0.01,0.26,-0.97,0.03,225777
-0.05,-0.12,1.16,146.1,-54.88,32.8,164904,104129,165030,977.2,304.51,-0.02,0.25,-0.97,0.04,225802
-0.06,-0.09,1.16,126.52,-39.27,39.33,164746,103639,165221,977.2,304.51,-0.02,0.23,-0.97,0.05,225827
-0.06,-0.06,1.1,100.24,-17.2,46.16,164653,103211,165274,977.2,304.51,-0.02,0.22,-0.97,0.06,225852
-0.05,-0.05,1.05,73.41,5.06,51.52,164647,102909,165333,977.32,303.48,-0.01,0.21,-0.98,0.06,225877
-0.03,-0.05,1.06,40.55,26.28,55.12,164735,102709,165418,977.2,304.51,-0.01,0.2,-0.98,0.05,225902
-0.07,-0.05,1.04,9.82,39.51,56.46,164889,102620,165427,977.16,304.85,0.01,0.19,-0.98,0.05,225927
-0.07,-0.05,0.99,-17.07,47.5,55.24,165097,102633,165370,977.28,303.82,0.02,0.18,-0.98,0.03,225952
-0.07,-0.06,1,-36.34,50,54.09,165315,102709,165322,977.16,304.85,0.03,0.17,-0.98,0.02,225977
-0.08,-0.07,0.98,-52.01,47.01,53.23,165559,102852,165338,977.28,303.82,0.04,0.16,-0.99,0,226002
-0.07,-0.07,0.96,-56.28,38.29,50.98,165772,103040,165295,977.4,302.79,0.05,0.15,-0.99,-0.01,226027
-0.08,-0.1,0.95,-53.17,24.45,46.1,165918,103246,165172,977.4,302.79,0.06,0.15,-0.99,-0.02,226052
-0.09,-0.1,0.94,-44.7,8.48,38.96,166000,103336,165180,977.4,302.79,0.06,0.14,-0.99,-0.03,226077
-0.08,-0.1,0.92,-30.98,-6.1,32.13,166058,103426,165183,977.28,303.82,0.06,0.13,-0.99,-0.04,226102
-0.08,-0.11,0.98,-14.45,-17.13,25.85,166008,103488,165150,977.36,303.13,0.05,0.13,-0.99,-0.05,226127
-0.08,-0.11,1.04,-0.79,-20.3,18.6,165976,103446,165144,977.48,302.11,0.05,0.12,-0.99,-0.05,226152
-0.05,-0.11,1.08,12.07,-19.76,9.39,165870,103416,165168,977.48,302.11,0.04,0.12,-0.99,-0.05,226177
-0.02,-0.1,1.08,17.26,-8.9,-0.67,165821,103407,165154,977.31,303.56,0.04,0.12,-0.99,-0.04,226202
-0.01,-0.08,1.12,22.2,2.87,-9.94,165804,103325,165184,977.43,302.54,0.03,0.13,-0.99,-0.04,226227
0.02,-0.04,1.11,23.17,12.26,-17.32,165811,103207,165215,977.43,302.54,0.03,0.13,-0.99,-0.03,226252
0.02,-0.03,1.16,13.78,31.28,-25.06,165898,103202,165195,977.51,301.85,0.03,0.14,-0.99,-0.02,226277
0.03,-0.03,1.18,-2.68,52.56,-32.93,166013,103224,165186,977.39,302.88,0.03,0.15,-0.99,-0.02,226302
0.04,-0.01,1.19,-32.32,74.15,-39.51,166261,103299,165112,977.39,302.88,0.04,0.16,-0.99,-0.02,226327
0.02,-0.02,1.24,-69.82,94.09,-43.11,166526,103568,164979,977.51,301.85,0.05,0.17,-0.98,-0.03,226352
0.04,-0.01,1.23,-107.62,108.17,-45.73,166863,103887,164754,977.35,303.22,0.06,0.18,-0.98,-0.04,226377
0,-0.05,1.17,-141.71,120.12,-47.93,167230,104391,164555,977.47,302.19,0.08,0.19,-0.98,-0.06,226402
-0.02,-0.07,1.22,-162.01,123.11,-49.02,167613,104972,164154,977.47,302.19,0.09,0.2,-0.97,-0.08,226427
-0.03,-0.1,1.13,-174.51,121.59,-49.45,167968,105569,163709,977.43,302.54,0.11,0.21,-0.97,-0.1,226452
-0.05,-0.11,1.04,-174.82,110.79,-48.17,168230,106080,163178,977.55,301.51,0.12,0.22,-0.96,-0.12,226477
-0.05,-0.15,1,-159.02,91.71,-46.16,168443,106627,162649,977.55,301.51,0.13,0.23,-0.95,-0.14,226502
-0.06,-0.18,0.91,-133.05,66.16,-43.96,168573,106954,162235,977.55,301.51,0.14,0.24,-0.95,-0.15,226527
-0.05,-0.2,0.87,-100.49,40,-40.43,168583,107330,161834,977.55,301.51,0.13,0.25,-0.95,-0.16,226552
-0.05,-0.2,0.79,-63.41,16.46,-33.9,168589,107520,161597,977.39,302.88,0.13,0.25,-0.95,-0.16,226577
-0.04,-0.2,0.77,-29.45,-5.67,-26.95,168514,107602,161518,977.51,301.85,0.12,0.26,-0.95,-0.16,226602
-0.04,-0.2,0.75,1.46,-23.23,-20.91,168415,107658,161504,977.51,301.85,0.1,0.26,-0.95,-0.16,226627
-0.04,-0.19,0.76,27.62,-35.67,-15.24,168293,107697,161647,977.51,301.85,0.09,0.27,-0.95,-0.15,226652
-0.01,-0.17,0.8,49.7,-42.56,-9.39,168216,107617,161765,977.63,300.82,0.07,0.27,-0.95,-0.13,226677
-0.01,-0.16,0.78,63.6,-45.98,-3.6,168038,107511,161999,977.63,300.82,0.05,0.27,-0.95,-0.12,226702
-0.01,-0.15,0.85,68.35,-46.59,1.89,167944,107310,162209,977.63,300.82,0.04,0.27,-0.96,-0.1,226727
0,-0.13,0.87,65.91,-44.63,7.07,167833,107186,162442,977.67,300.48,0.02,0.27,-0.96,-0.09,226752
-0.01,-0.11,0.87,59.33,-35.61,12.01,167734,107029,162654,977.63,300.82,0.02,0.27,-0.96,-0.07,226777
-0.01,-0.1,0.9,46.65,-23.23,16.4,167689,106900,162821,977.63,300.82,0.01,0.27,-0.96,-0.06,226802
-0.01,-0.1,0.89,29.09,-11.46,19.7,167698,106743,162914,977.63,300.82,0.01,0.26,-0.96,-0.06,226827
-0.02,-0.1,0.9,10.85,-2.62,22.87,167722,106667,162957,977.75,299.79,0.01,0.26,-0.96,-0.05,226852
-0.03,-0.1,0.97,-5.43,1.95,25.49,167759,106653,163013,977.75,299.79,0.01,0.26,-0.97,-0.05,226877
-0.04,-0.11,1.01,-19.57,6.04,26.28,167836,106647,162936,977.75,299.79,0.02,0.25,-0.97,-0.06,226902
-0.06,-0.11,1.01,-25.79,7.68,26.4,167918,106656,162918,977.75,299.79,0.03,0.25,-0.97,-0.06,226927
-0.07,-0.12,1.01,-24.45,3.11,26.52,167997,106708,162806,977.79,299.45,0.03,0.24,-0.97,-0.06,226952
-0.08,-0.14,0.98,-17.38,-10.37,26.52,168055,106717,162793,977.79,299.45,0.04,0.24,-0.97,-0.06,226977
-0.1,-0.16,0.97,-7.68,-28.54,24.21,168050,106709,162800,977.75,299.79,0.04,0.23,-0.97,-0.07,227002
-0.09,-0.17,0.98,3.6,-46.1,20.61,167997,106665,162847,977.79,299.45,0.03,0.23,-0.97,-0.07,227027
-0.11,-0.16,0.98,20.24,-63.78,17.38,167896,106574,162974,977.75,299.79,0.03,0.22,-0.97,-0.07,227052
-0.11,-0.16,1.01,39.33,-77.56,14.63,167698,106460,163135,977.79,299.45,0.02,0.22,-0.97,-0.06,227077
-0.1,-0.17,1.02,55.67,-87.56,10.98,167494,106321,163401,977.75,299.79,0.01,0.21,-0.98,-0.06,227102
-0.09,-0.17,1.03,70.55,-94.15,6.22,167245,106181,163583,977.91,298.42,0,0.21,-0.98,-0.05,227127
-0.08,-0.17,1.07,81.4,-95.12,1.46,166952,105886,163861,977.79,299.45,-0.01,0.21,-0.98,-0.04,227152
-0.06,-0.15,1.09,91.22,-94.45,-2.26,166630,105607,164108,977.91,298.42,-0.03,0.21,-0.98,-0.03,227177
-0.05,-0.14,1.14,94.82,-90.12,-5.79,166286,105306,164311,977.91,298.42,-0.04,0.21,-0.98,-0.02,227202
-0.03,-0.13,1.14,91.89,-81.04,-8.54,165976,104961,164576,977.91,298.42,-0.04,0.21,-0.98,-0.02,227227
-0.03,-0.13,1.13,82.5,-67.2,-10.79,165706,104702,164736,978.03,297.39,-0.05,0.22,-0.98,-0.01,227252
-0.02,-0.12,1.1,68.54,-50.98,-12.26,165488,104487,164859,978.03,297.39,-0.05,0.22,-0.97,-0.01,227277
-0.02,-0.1,1.09,53.23,-32.32,-12.26,165303,104251,164938,978.03,297.39,-0.05,0.22,-0.97,0,227302
-0.02,-0.09,1.09,39.88,-15.61,-11.77,165206,104081,164963,978.03,297.39,-0.04,0.22,-0.97,0,227327
-0.02,-0.1,1.1,28.17,-1.71,-11.4,165166,103991,165031,978.03,297.39,-0.03,0.23,-0.97,0,227352
-0.02,-0.11,1.08,19.33,5.79,-10.37,165151,103916,165133,978.03,297.39,-0.02,0.23,-0.97,-0.01,227377
-0.02,-0.1,1.06,14.21,5.49,-7.74,165201,103849,165132,978.03,297.39,-0.02,0.23,-0.97,-0.01,227402
-0.03,-0.11,1.06,12.62,2.56,-3.66,165199,103830,165151,978.03,297.39,-0.01,0.23,-0.97,-0.01,227427
-0.02,-0.11,1.04,16.1,-4.02,0.91,165159,103774,165116,978.03,297.39,-0.01,0.23,-0.97,-0.02,227452
-0.01,-0.11,0.99,22.74,-13.84,4.94,165165,103708,165149,978.03,297.39,-0.01,0.23,-0.97,-0.02,227477
-0.02,-0.12,1,28.17,-21.59,8.48,165089,103577,165190,978.03,297.39,-0.01,0.23,-0.97,-0.02,227502
-0.02,-0.12,1,30.43,-25.06,13.05,164987,103467,165197,978.15,296.37,-0.01,0.23,-0.97,-0.02,227527
-0.01,-0.11,1,30.55,-25.49,18.35,164889,103374,165253,978.15,296.37,-0.01,0.22,-0.97,-0.02,227552
0,-0.1,0.98,31.65,-23.23,23.72,164802,103216,165285,978.03,297.39,-0.01,0.22,-0.98,-0.02,227577
0,-0.09,0.93,34.39,-20.43,28.35,164751,103062,165320,978.15,296.37,-0.01,0.21,-0.98,-0.02,227602
0.01,-0.09,0.93,32.93,-16.34,32.5,164723,102954,165325,978.15,296.37,-0.01,0.21,-0.98,-0.02,227627
0.01,-0.09,0.95,28.11,-8.35,35.67,164695,102841,165412,978.15,296.37,-0.01,0.2,-0.98,-0.02,227652
0.01,-0.09,0.96,18.05,3.66,38.78,164692,102767,165395,978.15,296.37,-0.01,0.19,-0.98,-0.02,227677
0.01,-0.08,0.95,6.28,17.62,41.52,164749,102698,165327,978.27,295.34,-0.01,0.18,-0.98,-0.02,227702
0.01,-0.08,0.93,-5.06,31.83,44.15,164872,102705,165339,978.27,295.34,0,0.17,-0.98,-0.03,227727
0.01,-0.09,0.94,-14.57,44.15,45.24,165060,102730,165393,978.27,295.34,0.01,0.16,-0.99,-0.03,227752
0,-0.08,0.94,-21.77,54.33,45.18,165262,102766,165355,978.27,295.34,0.02,0.16,-0.99,-0.03,227777
0,-0.09,0.99,-27.07,59.7,44.57,165496,102864,165300,978.27,295.34,0.03,0.15,-0.99,-0.04,227802
0,-0.1,0.99,-32.13,62.56,45.12,165763,102927,165261,978.27,295.34,0.04,0.14,-0.99,-0.04,227827
-0.02,-0.1,0.99,-37.26,63.41,45.12,166023,103040,165204,978.22,295.77,0.05,0.13,-0.99,-0.05,227852
-0.03,-0.11,1.01,-39.15,63.78,43.84,166291,103185,165133,978.39,294.31,0.06,0.13,-0.99,-0.06,227877
-0.02,-0.12,1.03,-38.9,58.78,41.95,166540,103267,165035,978.34,294.74,0.06,0.12,-0.99,-0.06,227902
-0.03,-0.1,0.98,-34.27,46.83,40.37,166781,103352,164928,978.22,295.77,0.07,0.11,-0.99,-0.06,227927
-0.04,-0.1,0.94,-28.05,35.37,38.9,166951,103417,164860,978.34,294.74,0.07,0.11,-0.99,-0.06,227952
-0.04,-0.09,0.92,-18.54,25.3,36.46,167108,103455,164832,978.34,294.74,0.07,0.1,-0.99,-0.06,227977
-0.05,-0.09,0.93,-7.32,18.9,33.05,167186,103435,164853,978.34,294.74,0.06,0.09,-0.99,-0.06,228002
-0.05,-0.09,0.95,-1.46,17.2,29.88,167298,103448,164770,978.34,294.74,0.06,0.09,-0.99,-0.06,228027
-0.04,-0.08,0.93,-1.95,15,28.23,167372,103392,164723,978.46,293.71,0.06,0.08,-0.99,-0.06,228052
-0.05,-0.07,0.97,-9.27,14.76,26.83,167442,103332,164757,978.46,293.71,0.06,0.08,-0.99,-0.05,228077
-0.05,-0.08,1.08,-17.01,15.06,24.88,167483,103396,164747,978.46,293.71,0.06,0.07,-0.99,-0.05,228102
-0.04,-0.08,1.08,-24.76,17.13,21.16,167583,103431,164674,978.42,294.05,0.05,0.07,-0.99,-0.05,228127
-0.05,-0.06,1.06,-27.8,16.4,18.23,167651,103499,164667,978.46,293.71,0.05,0.06,-1,-0.05,228152
-0.06,-0.07,1.03,-32.62,18.78,17.5,167717,103551,164637,978.46,293.71,0.05,0.06,-1,-0.06,228177
-0.05,-0.07,1.04,-37.8,21.22,18.17,167792,103680,164468,978.42,294.05,0.05,0.06,-1,-0.06,228202
-0.05,-0.07,1.05,-43.54,18.84,18.41,167924,103763,164450,978.54,293.03,0.05,0.05,-1,-0.06,228227
-0.06,-0.09,1.03,-49.82,11.28,17.01,167986,103902,164349,978.42,294.05,0.05,0.05,-1,-0.07,228252
-0.07,-0.1,0.99,-55.98,4.88,15.98,168011,104030,164296,978.54,293.03,0.05,0.05,-0.99,-0.07,228277
-0.08,-0.09,0.95,-59.57,0.85,16.46,168070,104165,164257,978.54,293.03,0.05,0.04,-0.99,-0.08,228302
-0.08,-0.1,0.91,-55.24,-1.16,18.6,168134,104310,164178,978.54,293.03,0.05,0.04,-0.99,-0.09,228327
-0.08,-0.12,0.93,-47.62,-4.51,20.98,168122,104455,164130,978.42,294.05,0.05,0.04,-0.99,-0.09,228352
-0.11,-0.13,0.94,-40.79,-8.11,22.26,168144,104539,164100,978.58,292.68,0.05,0.03,-0.99,-0.09,228377
-0.11,-0.13,0.95,-32.07,-13.29,24.21,168152,104560,164117,978.54,293.03,0.05,0.03,-0.99,-0.1,228402
-0.11,-0.14,0.98,-20.61,-18.29,26.71,168127,104628,164058,978.58,292.68,0.05,0.02,-0.99,-0.09,228427
-0.12,-0.14,1,-6.83,-26.04,29.63,168083,104636,164083,978.54,293.03,0.05,0.02,-0.99,-0.09,228452
-0.12,-0.14,1.02,5.61,-34.21,31.77,168055,104545,164129,978.7,291.66,0.04,0.01,-1,-0.09,228477
-0.12,-0.13,1.02,17.74,-43.23,33.23,167937,104463,164234,978.58,292.68,0.04,0,-1,-0.08,228502
-0.13,-0.14,1.05,23.05,-52.32,34.39,167799,104344,164319,978.58,292.68,0.03,0,-1,-0.07,228527
-0.11,-0.14,1.06,25.37,-58.6,37.44,167652,104199,164433,978.7,291.66,0.03,-0.01,-1,-0.07,228552
-0.1,-0.12,1.07,30.3,-62.87,39.63,167498,104072,164538,978.7,291.66,0.02,-0.02,-1,-0.06,228577
-0.09,-0.12,1.07,32.32,-65.49,40.18,167301,103899,164603,978.7,291.66,0.01,-0.03,-1,-0.05,228602
-0.08,-0.1,1.04,30.67,-65.79,39.94,167139,103739,164786,978.58,292.68,0,-0.04,-1,-0.05,228627
-0.07,-0.09,1,30.06,-62.56,40.85,166935,103524,164896,978.7,291.66,0,-0.05,-1,-0.04,228652
-0.05,-0.09,0.97,27.99,-56.28,41.65,166731,103413,164966,978.7,291.66,-0.01,-0.06,-1,-0.04,228677
-0.03,-0.09,0.97,23.66,-48.41,41.65,166575,103277,165007,978.7,291.66,-0.01,-0.06,-1,-0.03,228702
-0.02,-0.1,0.98,14.39,-37.38,41.89,166474,103158,165088,978.7,291.66,-0.02,-0.07,-1,-0.03,228727
0,-0.11,0.97,3.48,-26.71,41.95,166368,103097,165111,978.7,291.66,-0.02,-0.08,-1,-0.04,228752
0.01,-0.11,0.97,-6.28,-17.07,42.56,166362,103079,165136,978.7,291.66,-0.02,-0.09,-0.99,-0.04,228777
0,-0.14,1.02,-14.51,-4.45,42.8,166327,103080,165120,978.82,290.63,-0.02,-0.1,-0.99,-0.05,228802
0.02,-0.13,0.97,-16.95,5.06,42.13,166364,103084,165168,978.82,290.63,-0.02,-0.11,-0.99,-0.05,228827
0.03,-0.15,1,-11.65,11.52,41.16,166420,103121,165134,978.82,290.63,-0.02,-0.11,-0.99,-0.06,228852
0.04,-0.18,1.03,-3.96,17.5,41.16,166511,103103,165075,978.82,290.63,-0.02,-0.12,-0.99,-0.06,228877
0.05,-0.2,1.12,9.15,21.28,41.65,166601,103042,165063,978.78,290.97,-0.01,-0.13,-0.99,-0.07,228902
0.06,-0.2,1.07,23.54,22.07,40.43,166693,102899,165043,978.94,289.6,-0.01,-0.14,-0.99,-0.07,228927
0.04,-0.21,1.08,37.8,25.73,39.33,166772,102783,165042,978.94,289.6,-0.01,-0.14,-0.99,-0.06,228952
0.04,-0.21,1.08,49.21,32.93,39.63,166913,102570,165083,978.9,289.94,-0.01,-0.15,-0.99,-0.06,228977
0.03,-0.19,1.06,57.99,43.9,40.37,167072,102354,165023,979.02,288.92,0,-0.16,-0.99,-0.06,229002
0.04,-0.19,1.13,65,55.98,40.37,167248,102085,164967,979.02,288.92,0.01,-0.17,-0.98,-0.05,229027
0.03,-0.16,1.09,69.27,65.37,41.59,167434,101780,164967,979.02,288.92,0.02,-0.17,-0.98,-0.04,229052
0.01,-0.14,1.02,72.13,70.24,43.29,167656,101528,164852,978.86,290.29,0.03,-0.18,-0.98,-0.03,229077
0.01,-0.12,0.98,70.24,70.49,44.45,167884,101212,164713,979.1,288.23,0.03,-0.19,-0.98,-0.03,229102
0.01,-0.11,0.98,63.35,65.49,45.3,168074,100930,164595,978.86,290.29,0.04,-0.2,-0.98,-0.02,229127
-0.01,-0.09,1,50.3,57.2,46.95,168242,100634,164490,978.98,289.26,0.05,-0.21,-0.98,-0.02,229152
-0.03,-0.08,1.02,37.93,54.27,47.8,168383,100450,164412,978.98,289.26,0.05,-0.21,-0.98,-0.02,229177
-0.04,-0.08,1.07,21.77,53.72,48.54,168518,100271,164227,979.1,288.23,0.05,-0.22,-0.97,-0.02,229202
-0.02,-0.05,1.01,12.74,43.05,50.85,168641,100095,164169,979.1,288.23,0.05,-0.23,-0.97,-0.02,229227
-0.04,-0.05,0.98,4.21,38.9,52.8,168730,99997,164074,979.1,288.23,0.06,-0.24,-0.97,-0.02,229252
-0.04,-0.05,0.99,-8.05,35.12,54.51,168781,99903,164002,979.1,288.23,0.05,-0.25,-0.97,-0.03,229277
-0.06,-0.04,1.01,-22.5,28.96,55.79,168827,99785,163953,979.1,288.23,0.05,-0.26,-0.96,-0.03,229302
-0.07,-0.04,1,-35.73,23.48,57.87,168874,99786,163902,979.22,287.2,0.05,-0.27,-0.96,-0.04,229327
-0.06,-0.04,0.98,-44.45,17.68,61.04,168876,99818,163920,979.06,288.57,0.05,-0.28,-0.96,-0.04,229352
-0.05,-0.04,0.96,-48.23,11.4,64.7,168849,99807,163873,979.06,288.57,0.04,-0.29,-0.95,-0.05,229377
-0.06,-0.04,0.97,-48.72,4.82,66.52,168838,99792,163937,979.1,288.23,0.04,-0.31,-0.95,-0.05,229402
-0.07,-0.03,0.99,-48.66,-1.77,67.38,168774,99865,163997,979.06,288.57,0.04,-0.32,-0.95,-0.06,229427
-0.08,-0.03,1.01,-50.37,-9.51,68.41,168691,99825,164024,979.3,286.52,0.03,-0.33,-0.94,-0.06,229452
-0.08,-0.03,1.06,-53.84,-17.93,70.12,168613,99837,164111,979.22,287.2,0.03,-0.34,-0.94,-0.06,229477
-0.06,-0.03,1.06,-56.16,-30.24,71.89,168465,99865,164220,979.18,287.55,0.02,-0.36,-0.93,-0.06,229502
-0.08,-0.03,1.11,-58.29,-42.01,72.62,168285,99913,164276,979.3,286.52,0.01,-0.37,-0.93,-0.06,229527
-0.07,-0.01,1.13,-62.32,-51.28,72.01,168080,99945,164402,979.3,286.52,0,-0.38,-0.92,-0.06,229552
-0.08,-0.02,1.16,-71.95,-55.43,69.94,167854,100036,164578,979.18,287.55,-0.01,-0.4,-0.92,-0.06,229577
-0.07,-0.03,1.21,-86.22,-58.11,68.17,167591,100206,164698,979.18,287.55,-0.02,-0.41,-0.91,-0.07,229602
-0.06,-0.04,1.23,-104.63,-51.46,68.29,167397,100408,164831,979.18,287.55,-0.03,-0.42,-0.9,-0.08,229627
-0.06,-0.05,1.19,-116.95,-42.74,67.2,167220,100661,164925,979.3,286.52,-0.04,-0.44,-0.89,-0.08,229652
-0.06,-0.08,1.16,-126.71,-31.83,63.48,167117,100984,164994,979.3,286.52,-0.04,-0.45,-0.89,-0.1,229677
-0.05,-0.08,1.14,-133.17,-24.76,59.51,167028,101385,165065,979.18,287.55,-0.05,-0.46,-0.88,-0.11,229702
-0.05,-0.1,1.14,-131.1,-22.32,57.26,166962,101749,165093,979.3,286.52,-0.06,-0.47,-0.87,-0.12,229727
-0.05,-0.12,1.08,-123.48,-20.73,55.24,166905,102112,165095,979.3,286.52,-0.06,-0.49,-0.86,-0.13,229752
-0.06,-0.14,1.04,-112.32,-20.37,52.5,166880,102490,165030,979.3,286.52,-0.07,-0.5,-0.85,-0.14,229777
-0.07,-0.16,1.02,-100.85,-21.95,48.78,166860,102773,165040,979.34,286.18,-0.07,-0.51,-0.85,-0.14,229802
-0.07,-0.16,1.01,-86.65,-25.06,43.84,166803,103038,165025,979.34,286.18,-0.07,-0.52,-0.84,-0.14,229827
-0.07,-0.17,0.99,-69.45,-31.83,38.96,166767,103288,165023,979.18,287.55,-0.07,-0.53,-0.84,-0.14,229852
-0.08,-0.17,0.94,-51.52,-36.4,33.9,166688,103396,165027,979.34,286.18,-0.07,-0.53,-0.83,-0.14,229877
-0.08,-0.17,0.9,-34.88,-39.63,28.54,166577,103484,164990,979.3,286.52,-0.07,-0.54,-0.83,-0.14,229902
-0.07,-0.15,0.87,-18.72,-40.91,23.54,166453,103564,165019,979.34,286.18,-0.07,-0.55,-0.83,-0.13,229927
-0.06,-0.15,0.87,-3.9,-40.85,18.78,166339,103542,165068,979.46,285.15,-0.07,-0.55,-0.82,-0.12,229952
-0.06,-0.14,0.85,5.18,-37.74,14.88,166215,103535,165075,979.46,285.15,-0.06,-0.55,-0.82,-0.11,229977
-0.06,-0.14,0.87,7.2,-34.88,10.85,166090,103492,165115,979.46,285.15,-0.06,-0.56,-0.82,-0.1,230002
-0.05,-0.14,0.89,5.91,-30,7.56,165961,103461,165135,979.34,286.18,-0.06,-0.56,-0.82,-0.09,230027
-0.05,-0.13,0.89,4.15,-24.76,4.02,165898,103447,165122,979.34,286.18,-0.05,-0.56,-0.82,-0.09,230052
-0.04,-0.13,0.89,0.37,-19.45,0.55,165783,103402,165177,979.34,286.18,-0.05,-0.56,-0.82,-0.08,230077
-0.03,-0.14,0.89,-5.49,-12.93,-2.44,165756,103425,165146,979.46,285.15,-0.05,-0.56,-0.82,-0.08,230102
-0.03,-0.14,0.88,-13.29,-6.83,-4.76,165715,103446,165197,979.46,285.15,-0.05,-0.56,-0.82,-0.08,230127
