AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Pressure,Altitude,Q,I,J,K,Timestamp
0,0.06,1,-0.55,0.06,-0.3,166781,98792,165675,982.38,260.2,0.01,-0.1,-0.01,-1,165304
0,0.06,1,-0.61,-0.06,-0.24,166786,98791,165651,982.38,260.2,0.95,-0.32,-0.01,0,165307
0,0.06,1,-0.61,-0.12,-0.3,166786,98779,165669,982.54,258.83,0.04,-1,0.07,-0.04,165309
0,0.06,1,-0.55,-0.12,-0.3,166796,98808,165703,982.42,259.86,0.03,-1,0.07,-0.02,165312
0,0.06,1,-0.73,-0.06,-0.24,166767,98778,165695,982.54,258.83,0.03,-1,0.07,-0.01,165315
0,0.06,1,-0.73,-0.12,-0.24,166774,98748,165675,982.42,259.86,0.03,-1,0.07,-0.01,165317
0,0.06,1,-0.67,-0.12,-0.24,166785,98798,165625,982.26,261.22,0.03,-1,0.07,-0.01,165320
0,0.06,1,-0.67,0.06,-0.37,166769,98796,165708,982.38,260.2,0.03,-1,0.07,-0.01,165322
0,0.06,1,-0.61,0.12,-0.24,166777,98797,165639,982.42,259.86,0.03,-1,0.07,-0.01,165325
0,0.06,1,-0.67,0.06,-0.18,166792,98777,165646,982.38,260.2,0.03,-1,0.07,-0.01,165327
0,0.06,1,-0.61,0.12,-0.3,166801,98793,165719,982.5,259.17,0.03,-1,0.07,-0.01,165330
0,0.06,1,-0.67,0.12,-0.18,166792,98808,165648,982.38,260.2,0.03,-1,0.07,-0.01,165332
0,0.06,1.01,-0.61,0,-0.18,166771,98787,165636,982.42,259.86,0.03,-1,0.07,-0.01,165335
0,0.06,1,-0.67,0.12,-0.24,166770,98785,165639,982.38,260.2,0.03,-1,0.07,0,165337
0,0.06,1.01,-0.67,0,-0.24,166771,98762,165675,982.5,259.17,0.03,-1,0.07,0,165340
0,0.06,1,-0.61,0,-0.3,166778,98764,165665,982.5,259.17,0.03,-1,0.07,0,165342
0,0.06,1,-0.61,0.12,-0.18,166789,98792,165688,982.42,259.86,0.03,-1,0.07,0,165345
0,0.06,1,-0.49,0,-0.24,166807,98746,165671,982.38,260.2,0.03,-1,0.07,0,165348
0,0.06,1,-0.43,-0.06,-0.24,166776,98794,165678,982.42,259.86,0.03,-1,0.07,0,165350
0,0.06,1,-0.61,0,-0.3,166790,98821,165691,982.5,259.17,0.03,-1,0.07,0,165353
0,0.06,1,-0.49,-0.06,-0.37,166775,98811,165679,982.38,260.2,0.03,-1,0.07,0,165355
0,0.06,1,-0.49,0,-0.3,166765,98784,165680,982.38,260.2,0.03,-1,0.07,0,165358
0,0.06,1,-0.61,-0.18,-0.24,166800,98748,165665,982.38,260.2,0.03,-1,0.07,0,165360
0,0.06,1,-0.55,0,-0.37,166788,98793,165636,982.38,260.2,0.03,-1,0.07,0,165363
0,0.06,1,-0.49,0,-0.18,166768,98781,165666,982.42,259.86,0.03,-1,0.07,0,165365
0,0.06,1,-0.55,-0.18,-0.24,166783,98755,165664,982.38,260.2,0.03,-1,0.07,0,165368
0,0.06,1,-0.55,-0.18,-0.3,166778,98772,165703,982.38,260.2,0.03,-1,0.07,0,165370
0,0.06,1,-0.55,-0.18,-0.24,166791,98785,165634,982.5,259.17,0.03,-1,0.07,0,165373
0,0.06,1,-0.55,-0.24,-0.18,166787,98805,165666,982.38,260.2,0.03,-1,0.07,0,165376
0,0.06,1,-0.49,-0.12,-0.12,166774,98754,165678,982.5,259.17,0.03,-1,0.07,0,165378
0,0.06,1,-0.49,-0.12,-0.18,166767,98770,165680,982.54,258.83,0.03,-1,0.07,0,165381
0,0.06,1.01,-0.55,-0.06,-0.24,166795,98801,165689,982.42,259.86,0.03,-1,0.07,0,165383
0,0.06,1,-0.43,-0.18,-0.18,166785,98774,165650,982.5,259.17,0.03,-1,0.07,0,165386
0,0.06,1,-0.37,-0.12,-0.18,166809,98776,165645,982.42,259.86,0.03,-1,0.07,0,165388
0,0.06,1,-0.55,-0.06,-0.12,166795,98781,165687,982.54,258.83,0.03,-1,0.07,0,165391
0,0.06,1.01,-0.61,0,-0.3,166774,98796,165642,982.38,260.2,0.03,-1,0.07,0,165393
0,0.06,1,-0.55,0,-0.3,166765,98777,165639,982.38,260.2,0.03,-1,0.07,0,165396
-0.01,0.06,1,-0.67,0.06,-0.24,166777,98756,165680,982.54,258.83,0.03,-1,0.07,0,165398
0,0.06,1,-0.67,0,-0.3,166793,98773,165634,982.38,260.2,0.03,-1,0.07,0,165401
0,0.06,1,-0.55,-0.06,-0.18,166764,98787,165613,982.38,260.2,0.03,-1,0.07,0,165403
0,0.06,1,-0.61,0,-0.3,166800,98768,165688,982.38,260.2,0.03,-1,0.07,0,165406
0,0.06,1,-0.49,0,-0.24,166797,98778,165678,982.54,258.83,0.03,-1,0.07,0,165409
0,0.06,1,-0.73,0.06,-0.24,166787,98778,165653,982.42,259.86,0.03,-1,0.07,0,165411
0,0.06,1,-0.55,0,-0.3,166763,98781,165656,982.42,259.86,0.03,-1,0.07,0,165414
0,0.06,1,-0.67,0,-0.12,166764,98792,165670,982.42,259.86,0.03,-1,0.07,0,165416
0,0.06,1,-0.49,-0.06,-0.24,166779,98793,165669,982.42,259.86,0.03,-1,0.07,0,165419
0,0.06,1,-0.73,-0.12,-0.12,166804,98781,165639,982.5,259.17,0.03,-1,0.07,0,165421
0,0.06,1,-0.61,-0.06,-0.3,166780,98807,165631,982.42,259.86,0.03,-1,0.07,0,165424
0,0.06,1,-0.55,-0.06,-0.12,166794,98790,165635,982.42,259.86,0.03,-1,0.07,0,165426
0,0.06,1,-0.55,0,-0.18,166774,98764,165630,982.54,258.83,0.03,-1,0.07,0,165429
0,0.06,1,-0.55,-0.06,-0.18,166766,98828,165647,982.38,260.2,0.03,-1,0.07,0,165431
0,0.06,1,-0.61,0.06,-0.24,166759,98745,165631,982.54,258.83,0.03,-1,0.07,0,165434
0,0.06,1,-0.67,0.06,-0.3,166757,98770,165657,982.42,259.86,0.03,-1,0.06,0,165437
-0.01,0.06,1.01,-0.49,0.12,-0.18,166803,98802,165673,982.38,260.2,0.03,-1,0.06,0,165439
0,0.06,1,-0.61,0.06,-0.18,166772,98794,165693,982.54,258.83,0.03,-1,0.06,0,165442
0,0.06,1.01,-0.61,0.06,-0.12,166765,98778,165662,982.38,260.2,0.03,-1,0.06,0,165444
0,0.06,1,-0.61,0.06,-0.18,166765,98781,165666,982.38,260.2,0.03,-1,0.06,0,165447
0,0.06,1,-0.61,0,-0.12,166762,98802,165685,982.42,259.86,0.03,-1,0.06,0,165449
0,0.06,1,-0.73,-0.12,-0.3,166778,98744,165673,982.42,259.86,0.03,-1,0.06,0,165452
0,0.06,1,-0.61,-0.18,-0.18,166777,98768,165678,982.42,259.86,0.03,-1,0.06,0,165454
0,0.06,1.01,-0.67,-0.12,-0.3,166773,98799,165656,982.42,259.86,0.03,-1,0.06,0,165457
0,0.06,1,-0.55,-0.12,-0.24,166764,98811,165621,982.42,259.86,0.03,-1,0.06,0,165459
0.02,0.06,1.02,-0.61,-0.3,-0.18,166791,98776,165668,982.5,259.17,0.03,-1,0.06,0,165462
-0.02,0.07,0.97,-0.37,0.06,-0.18,166806,98755,165667,982.38,260.2,0.03,-1,0.06,0,165464
-0.01,0.04,1.05,-0.55,0.3,-0.24,166776,98785,165621,982.5,259.17,0.03,-1,0.06,0,165467
-0.01,0.06,0.99,-0.91,0.37,-0.3,166804,98793,165669,982.38,260.2,0.03,-1,0.06,0,165470
0,0.06,0.97,-0.61,0,-0.43,166786,98807,165654,982.54,258.83,0.03,-1,0.06,0,165472
-0.01,0.06,1.02,-0.43,-0.49,-0.24,166769,98763,165639,982.54,258.83,0.03,-1,0.06,0,165475
-0.01,0.06,1.02,-0.73,0.18,-0.24,166777,98836,165652,982.42,259.86,0.03,-1,0.06,0,165477
0,0.06,0.99,-0.85,0.37,-0.3,166773,98773,165656,982.42,259.86,0.03,-1,0.06,0,165480
0,0.06,0.99,-0.55,-0.06,-0.18,166789,98811,165689,982.5,259.17,0.03,-1,0.06,0,165482
0,0.06,1.01,-0.37,-0.06,-0.24,166780,98772,165592,982.38,260.2,0.03,-1,0.06,0,165485
-0.01,0.06,1.01,-0.61,0.06,-0.24,166800,98809,165664,982.42,259.86,0.03,-1,0.06,0,165487
0,0.06,1,-0.61,0.06,-0.24,166772,98780,165637,982.42,259.86,0.03,-1,0.06,0,165490
0.04,0.08,1,-0.67,-0.18,-0.06,166759,98761,165689,982.42,259.86,0.03,-1,0.06,0,165492
-0.01,0.07,0.97,-0.37,-0.61,0.12,166732,98777,165661,982.5,259.17,0.03,-1,0.06,0,165495
-0.01,0.06,1.04,-0.43,0.3,0,166776,98793,165641,982.54,258.83,0.03,-1,0.06,0,165498
-0.02,0.07,0.99,-0.98,0.67,-0.3,166778,98784,165650,982.42,259.86,0.03,-1,0.06,0,165500
-0.01,0.05,0.97,-0.85,0.61,-0.55,166766,98783,165631,982.42,259.86,0.03,-1,0.06,0,165503
0,0.06,1.01,-0.55,0.12,-0.43,166782,98815,165656,982.3,260.88,0.03,-1,0.06,0,165505
-0.01,0.06,1,-0.61,0.18,-0.49,166759,98768,165665,982.54,258.83,0.03,-1,0.06,0,165508
0,0.05,1.01,-0.55,0.12,-0.18,166787,98792,165718,982.42,259.86,0.03,-1,0.06,0,165510
0,0.06,1,-0.61,0,-0.06,166794,98790,165683,982.42,259.86,0.03,-1,0.06,0,165513
-0.01,0.06,1,-0.49,-0.12,-0.06,166784,98811,165689,982.38,260.2,0.03,-1,0.06,0,165515
-0.01,0.06,1.01,-0.55,-0.06,-0.3,166802,98779,165704,982.42,259.86,0.03,-1,0.06,0,165518
0,0.06,1,-0.61,-0.06,-0.49,166763,98776,165627,982.42,259.86,0.03,-1,0.06,0,165520
0,0.06,1,-0.55,0.06,-0.49,166781,98775,165679,982.42,259.86,0.03,-1,0.06,0,165523
0,0.06,1,-0.61,0.06,-0.43,166792,98798,165690,982.5,259.17,0.03,-1,0.06,0,165525
0,0.06,1,-0.67,0.18,-0.3,166785,98824,165665,982.42,259.86,0.03,-1,0.06,0,165528
0.01,0.06,1,-0.61,0.12,-0.24,166781,98774,165683,982.38,260.2,0.03,-1,0.06,0,165531
0,0.06,1,-0.55,0,-0.24,166784,98764,165653,982.54,258.83,0.03,-1,0.06,0,165533
0,0.06,1.01,-0.73,0,-0.24,166797,98765,165667,982.54,258.83,0.03,-1,0.06,0,165536
0,0.06,1.01,-0.73,0.06,-0.24,166772,98797,165689,982.42,259.86,0.03,-1,0.06,0,165538
0,0.06,1.01,-0.79,0.06,-0.18,166763,98771,165623,982.38,260.2,0.03,-1,0.06,0,165541
0,0.06,1.01,-0.73,0.18,-0.3,166773,98837,165643,982.38,260.2,0.03,-1,0.06,0,165543
0,0.06,1,-0.61,0,-0.3,166782,98759,165661,982.42,259.86,0.03,-1,0.06,0,165546
0,0.06,0.99,-0.61,-0.06,-0.18,166789,98758,165670,982.42,259.86,0.03,-1,0.06,0,165548
0,0.06,1,-0.43,-0.12,-0.24,166771,98785,165686,982.38,260.2,0.03,-1,0.06,0,165551
-0.01,0.06,1,-0.67,-0.12,-0.18,166777,98777,165679,982.42,259.86,0.03,-1,0.06,0,165553
0,0.06,1,-0.67,-0.06,-0.18,166797,98788,165695,982.38,260.2,0.03,-1,0.06,0,165556
0,0.06,1,-0.61,-0.12,-0.24,166779,98767,165659,982.42,259.86,0.03,-1,0.06,0,165559
0,0.06,1.01,-0.49,-0.12,-0.18,166761,98808,165650,982.42,259.86,0.03,-1,0.06,0,165561
0,0.06,1.01,-0.61,-0.06,-0.18,166752,98781,165661,982.42,259.86,0.03,-1,0.06,0,165564
0,0.06,1,-0.61,0,-0.18,166772,98791,165681,982.42,259.86,0.03,-1,0.06,0,165566
0,0.06,1,-0.61,-0.06,-0.24,166789,98792,165670,982.42,259.86,0.03,-1,0.06,0,165569
0,0.06,1.01,-0.61,-0.12,-0.24,166778,98805,165664,982.42,259.86,0.03,-1,0.06,0,165571
0,0.06,1,-0.73,0,-0.24,166806,98801,165674,982.42,259.86,0.03,-1,0.06,0,165574
0,0.06,1,-0.55,0,-0.24,166759,98757,165727,982.42,259.86,0.03,-1,0.06,0,165576
0,0.06,1,-0.55,-0.18,-0.18,166752,98803,165681,982.42,259.86,0.03,-1,0.06,0,165579
0,0.06,1,-0.55,-0.06,-0.3,166766,98794,165688,982.5,259.17,0.03,-1,0.06,0,165581
0,0.06,1,-0.67,0,-0.24,166774,98784,165625,982.42,259.86,0.03,-1,0.06,0,165584
0,0.06,1,-0.67,-0.06,-0.18,166772,98770,165640,982.38,260.2,0.03,-1,0.06,0,165586
0,0.06,1,-0.61,-0.12,-0.24,166774,98791,165646,982.42,259.86,0.03,-1,0.06,0,165589
0,0.06,1,-0.61,-0.06,-0.24,166753,98784,165682,982.54,258.83,0.03,-1,0.06,0,165592
0,0.06,1,-0.61,-0.12,-0.18,166789,98762,165680,982.26,261.22,0.03,-1,0.06,0,165594
0,0.06,1,-0.55,-0.12,-0.18,166795,98729,165687,982.42,259.86,0.03,-1,0.06,0,165597
0,0.06,1,-0.43,-0.06,-0.3,166768,98779,165671,982.42,259.86,0.03,-1,0.06,0,165599
0,0.06,1,-0.55,-0.06,-0.24,166765,98770,165650,982.54,258.83,0.03,-1,0.06,0,165602
0,0.06,1,-0.43,-0.12,-0.24,166776,98763,165661,982.42,259.86,0.03,-1,0.06,0,165604
0,0.06,1,-0.49,-0.06,-0.24,166771,98776,165680,982.54,258.83,0.03,-1,0.06,0,165607
0,0.06,1.01,-0.55,0,-0.24,166773,98788,165657,982.42,259.86,0.03,-1,0.06,0,165609
0,0.06,1,-0.55,-0.06,-0.12,166766,98772,165680,982.42,259.86,0.03,-1,0.06,0,165612
0,0.06,1,-0.67,-0.12,-0.24,166758,98765,165711,982.42,259.86,0.03,-1,0.06,0,165614
0,0.06,1.01,-0.49,-0.12,-0.24,166765,98768,165667,982.42,259.86,0.03,-1,0.06,0,165617
0,0.06,1.01,-0.61,0,-0.18,166763,98755,165684,982.5,259.17,0.03,-1,0.06,0,165620
0,0.06,1,-0.55,0,-0.18,166786,98755,165684,982.54,258.83,0.03,-1,0.06,0,165622
0,0.06,1,-0.55,0.06,-0.3,166758,98790,165677,982.38,260.2,0.03,-1,0.06,0,165625
0,0.06,1.01,-0.61,0,-0.24,166755,98811,165661,982.38,260.2,0.03,-1,0.06,0,165627
0,0.06,1,-0.61,0,-0.3,166761,98778,165632,982.54,258.83,0.03,-1,0.06,0,165630
0,0.06,1,-0.49,0,-0.24,166764,98752,165655,982.42,259.86,0.03,-1,0.06,0,165632
0,0.06,1,-0.61,0.12,-0.3,166768,98784,165683,982.42,259.86,0.03,-1,0.06,0,165635
-0.01,0.06,1,-0.55,0,-0.24,166779,98779,165664,982.42,259.86,0.03,-1,0.06,0,165637
0,0.06,1,-0.49,0,-0.24,166769,98774,165670,982.54,258.83,0.03,-1,0.06,0,165640
0,0.06,1,-0.55,0.06,-0.24,166794,98757,165646,982.54,258.83,0.03,-1,0.06,0,165642
0,0.06,1.01,-0.55,0.06,-0.3,166760,98780,165667,982.54,258.83,0.03,-1,0.06,0,165645
0,0.06,1.01,-0.55,0,-0.18,166763,98784,165617,982.42,259.86,0.03,-1,0.06,0,165647
0,0.06,1,-0.61,0,-0.12,166769,98790,165677,982.38,260.2,0.03,-1,0.06,0,165650
0,0.06,1,-0.67,0.12,-0.37,166774,98754,165648,982.38,260.2,0.03,-1,0.06,0,165653
0,0.06,1,-0.49,0,-0.24,166775,98805,165654,982.54,258.83,0.03,-1,0.06,0,165655
0,0.06,1,-0.55,0.12,-0.18,166762,98783,165654,982.42,259.86,0.03,-1,0.06,0,165658
0,0.06,1,-0.61,0.12,-0.24,166781,98752,165675,982.54,258.83,0.03,-1,0.06,0,165660
0,0.06,1,-0.67,0.06,-0.24,166778,98775,165646,982.42,259.86,0.03,-1,0.06,0,165663
0,0.06,1,-0.55,0.18,-0.24,166773,98774,165617,982.38,260.2,0.03,-1,0.06,0,165665
0,0.06,1,-0.61,0.18,-0.18,166780,98782,165685,982.42,259.86,0.03,-1,0.06,0,165668
0,0.06,1,-0.61,0.12,-0.24,166778,98762,165685,982.54,258.83,0.03,-1,0.06,0,165670
0,0.06,1,-0.67,0.06,-0.3,166797,98797,165687,982.42,259.86,0.03,-1,0.06,0,165673
0,0.06,1,-0.55,0,-0.24,166769,98772,165657,982.54,258.83,0.03,-1,0.06,0,165675
0,0.06,1,-0.55,-0.06,-0.18,166778,98767,165661,982.38,260.2,0.03,-1,0.06,0,165678
0,0.06,1,-0.61,0.06,-0.3,166783,98764,165658,982.54,258.83,0.03,-1,0.06,0,165680
0,0.06,1,-0.61,-0.06,-0.24,166793,98796,165670,982.38,260.2,0.03,-1,0.06,0,165683
0,0.06,1,-0.67,0,-0.37,166780,98779,165681,982.42,259.86,0.03,-1,0.06,0,165686
0,0.06,1,-0.67,-0.06,-0.3,166777,98800,165675,982.54,258.83,0.03,-1,0.06,0,165688
0,0.06,1,-0.55,-0.12,-0.18,166770,98813,165648,982.42,259.86,0.03,-1,0.06,0,165691
0,0.06,1,-0.55,-0.12,-0.24,166775,98793,165654,982.54,258.83,0.03,-1,0.06,0,165693
0,0.06,1,-0.61,-0.06,-0.24,166764,98790,165675,982.42,259.86,0.03,-1,0.06,0,165696
0,0.06,1,-0.61,-0.12,-0.24,166790,98758,165721,982.38,260.2,0.03,-1,0.06,0,165698
0,0.06,1,-0.55,-0.06,-0.37,166776,98755,165656,982.42,259.86,0.03,-1,0.06,0,165701
0,0.06,1,-0.43,-0.18,-0.3,166777,98787,165659,982.38,260.2,0.03,-1,0.06,0,165703
0,0.06,1,-0.55,-0.18,-0.24,166758,98787,165661,982.42,259.86,0.03,-1,0.05,0,165706
0,0.06,1,-0.37,-0.18,-0.12,166770,98784,165662,982.54,258.83,0.03,-1,0.05,0,165708
0,0.06,1,-0.49,-0.18,-0.12,166773,98796,165665,982.42,259.86,0.03,-1,0.05,0,165711
0,0.06,1,-0.49,-0.12,-0.18,166747,98803,165683,982.54,258.83,0.03,-1,0.05,0,165714
0,0.06,1,-0.37,-0.18,-0.18,166762,98810,165685,982.42,259.86,0.03,-1,0.05,0,165716
0,0.06,1,-0.49,-0.12,-0.18,166781,98771,165671,982.54,258.83,0.03,-1,0.05,0,165719
0,0.06,1.01,-0.61,-0.12,-0.18,166785,98771,165649,982.54,258.83,0.03,-1,0.05,0,165721
0,0.06,1,-0.49,0,-0.3,166804,98759,165644,982.42,259.86,0.03,-1,0.05,0,165724
0,0.06,1.01,-0.55,0.06,-0.3,166776,98798,165728,982.38,260.2,0.03,-1,0.05,0,165726
0,0.06,1.01,-0.55,0,-0.24,166782,98830,165645,982.42,259.86,0.03,-1,0.05,0,165729
0,0.06,1,-0.67,-0.06,-0.3,166770,98780,165688,982.3,260.88,0.03,-1,0.05,0,165731
0,0.06,1,-0.67,-0.06,-0.3,166770,98796,165662,982.38,260.2,0.03,-1,0.05,0,165734
0,0.06,1,-0.55,-0.06,-0.3,166776,98800,165700,982.54,258.83,0.03,-1,0.05,0,165736
0,0.06,1,-0.67,-0.06,-0.24,166756,98780,165705,982.42,259.86,0.03,-1,0.05,0,165739
0,0.06,1,-0.55,-0.12,-0.18,166764,98791,165699,982.42,259.86,0.03,-1,0.05,0,165741
0,0.06,1,-0.61,-0.12,-0.3,166755,98755,165711,982.42,259.86,0.03,-1,0.05,0,165744
0,0.06,1,-0.49,0,-0.24,166768,98775,165664,982.42,259.86,0.03,-1,0.05,0,165747
0,0.06,1,-0.61,-0.06,-0.3,166761,98787,165643,982.42,259.86,0.03,-1,0.05,0,165749
0,0.06,1,-0.55,0,-0.24,166772,98776,165678,982.38,260.2,0.03,-1,0.05,0,165752
0,0.06,1,-0.55,0,-0.24,166766,98804,165675,982.42,259.86,0.03,-1,0.05,0,165754
0,0.06,1,-0.61,0,-0.24,166774,98776,165713,982.42,259.86,0.03,-1,0.05,0,165757
0,0.06,1,-0.73,0.06,-0.24,166757,98755,165689,982.38,260.2,0.03,-1,0.05,0,165759
0,0.06,1,-0.49,0,-0.18,166790,98807,165666,982.42,259.86,0.03,-1,0.05,0,165762
0,0.06,1,-0.49,0,-0.24,166777,98754,165665,982.38,260.2,0.03,-1,0.05,0,165764
0,0.06,1,-0.55,-0.06,-0.18,166790,98782,165690,982.42,259.86,0.03,-1,0.05,0,165767
0,0.06,1,-0.49,0,-0.24,166767,98798,165647,982.26,261.22,0.03,-1,0.05,0,165769
0,0.06,1,-0.55,0.06,-0.24,166761,98793,165648,982.42,259.86,0.03,-1,0.05,0,165772
-0.01,0.06,1,-0.55,-0.06,-0.18,166767,98783,165644,982.38,260.2,0.03,-1,0.05,0,165775
0,0.06,1,-0.61,0.06,-0.37,166771,98797,165659,982.3,260.88,0.03,-1,0.05,0,165777
-0.01,0.06,1,-0.49,-0.06,-0.12,166770,98782,165655,982.54,258.83,0.03,-1,0.05,0,165780
0,0.06,1.01,-0.49,-0.06,-0.24,166766,98771,165659,982.5,259.17,0.03,-1,0.05,0,165782
0,0.06,1,-0.61,-0.12,-0.24,166761,98738,165705,982.54,258.83,0.03,-1,0.05,0,165785
0,0.06,1,-0.55,-0.06,-0.18,166775,98754,165640,982.42,259.86,0.03,-1,0.05,0,165787
0,0.06,1,-0.61,-0.12,-0.18,166769,98768,165700,982.42,259.86,0.03,-1,0.05,0,165790
0,0.06,1.01,-0.73,0,-0.43,166770,98795,165696,982.42,259.86,0.03,-1,0.05,0,165792
0,0.06,1,-0.55,-0.06,-0.37,166760,98816,165632,982.42,259.86,0.03,-1,0.05,0,165795
0,0.06,1,-0.67,0.06,-0.37,166766,98799,165671,982.42,259.86,0.03,-1,0.05,0,165797
0,0.06,1,-0.55,-0.06,-0.24,166753,98786,165660,982.42,259.86,0.03,-1,0.05,0,165800
0,0.06,1,-0.61,0,-0.18,166755,98814,165660,982.54,258.83,0.03,-1,0.05,0,165803
0,0.06,1,-0.55,-0.06,-0.06,166770,98810,165652,982.42,259.86,0.03,-1,0.05,0,165805
0,0.06,1,-0.55,-0.12,-0.3,166766,98781,165716,982.54,258.83,0.03,-1,0.05,0,165808
0,0.06,1,-0.49,-0.12,-0.24,166768,98751,165686,982.42,259.86,0.03,-1,0.05,0,165810
0,0.06,1,-0.55,0,-0.18,166763,98766,165655,982.42,259.86,0.03,-1,0.05,0,165813
0,0.06,1.01,-0.55,0,-0.18,166785,98749,165667,982.42,259.86,0.03,-1,0.05,0,165815
0,0.06,1.01,-0.55,0,-0.37,166771,98775,165669,982.38,260.2,0.03,-1,0.05,0,165818
0,0.06,1.01,-0.61,0.06,-0.24,166758,98790,165637,982.5,259.17,0.03,-1,0.05,0,165820
0,0.06,1,-0.61,0.06,-0.3,166767,98775,165656,982.42,259.86,0.03,-1,0.05,0,165823
0,0.06,1,-0.55,0.12,-0.18,166800,98783,165659,982.54,258.83,0.03,-1,0.05,0,165825
0,0.06,1.01,-0.67,0.06,-0.3,166764,98732,165630,982.38,260.2,0.03,-1,0.05,0,165828
0,0.06,1,-0.79,0.06,-0.12,166766,98763,165666,982.42,259.86,0.03,-1,0.05,0,165830
0,0.06,1,-0.61,-0.06,-0.3,166772,98767,165671,982.42,259.86,0.03,-1,0.05,0,165833
0,0.06,1,-0.67,0,-0.3,166769,98822,165672,982.42,259.86,0.03,-1,0.05,0,165836
0,0.06,1,-0.73,0.06,-0.12,166758,98761,165656,982.54,258.83,0.03,-1,0.05,0,165838
0,0.06,1,-0.67,0.06,-0.3,166749,98728,165690,982.3,260.88,0.03,-1,0.05,0,165841
0,0.06,1,-0.79,0,-0.3,166767,98813,165664,982.54,258.83,0.03,-1,0.05,0,165843
0,0.06,1,-0.73,0.06,-0.3,166752,98764,165685,982.38,260.2,0.03,-1,0.05,0,165846
0,0.06,1,-0.61,-0.06,-0.24,166769,98795,165704,982.54,258.83,0.03,-1,0.05,0,165848
0,0.06,1,-0.55,0,-0.12,166771,98784,165647,982.42,259.86,0.03,-1,0.05,0,165851
0,0.06,1,-0.67,0,-0.12,166768,98808,165675,982.42,259.86,0.03,-1,0.05,0,165853
0,0.06,1,-0.67,0,-0.3,166770,98786,165642,982.42,259.86,0.03,-1,0.05,0,165856
0,0.06,1,-0.55,0,-0.24,166759,98807,165641,982.42,259.86,0.03,-1,0.05,0,165858
0,0.06,1,-0.49,0,-0.3,166747,98752,165657,982.5,259.17,0.03,-1,0.05,0,165861
0,0.06,1,-0.55,0.12,-0.24,166760,98773,165654,982.42,259.86,0.03,-1,0.05,0,165864
0,0.06,1,-0.61,0.18,-0.24,166766,98784,165685,982.54,258.83,0.03,-1,0.05,0,165866
0,0.06,1,-0.55,0.24,-0.18,166774,98809,165638,982.5,259.17,0.03,-1,0.05,0,165869
0,0.06,1,-0.55,0.12,-0.24,166788,98803,165661,982.42,259.86,0.03,-1,0.05,0,165871
0,0.06,1,-0.67,0.06,-0.24,166767,98749,165621,982.26,261.22,0.03,-1,0.05,0,165874
0,0.06,1.01,-0.67,0.12,-0.24,166744,98811,165673,982.3,260.88,0.03,-1,0.05,0,165876
0,0.06,1,-0.61,0.06,-0.24,166762,98765,165674,982.42,259.86,0.03,-1,0.05,0,165879
0,0.06,1,-0.55,0.06,-0.18,166756,98772,165680,982.42,259.86,0.03,-1,0.05,0,165881
0,0.06,1,-0.55,0.06,-0.06,166786,98797,165681,982.54,258.83,0.03,-1,0.05,0,165884
0,0.06,1,-0.55,0,-0.18,166767,98789,165664,982.42,259.86,0.03,-1,0.05,0,165886
0,0.06,1,-0.61,0.06,-0.24,166762,98748,165645,982.42,259.86,0.03,-1,0.05,0,165889
0,0.06,1,-0.49,0,-0.24,166786,98775,165679,982.42,259.86,0.03,-1,0.05,0,165891
0,0.06,1,-0.67,0.06,-0.24,166748,98787,165656,982.42,259.86,0.03,-1,0.05,0,165894
0,0.06,1,-0.67,0.06,-0.18,166795,98788,165680,982.42,259.86,0.03,-1,0.05,0,165897
0,0.06,1,-0.61,0.06,-0.12,166747,98806,165637,982.42,259.86,0.03,-1,0.05,0,165899
0,0.06,1,-0.61,-0.06,-0.24,166767,98815,165684,982.42,259.86,0.03,-1,0.05,0,165902
0,0.06,1,-0.67,0,-0.18,166757,98771,165669,982.54,258.83,0.03,-1,0.05,0,165904
0,0.06,1,-0.55,0,-0.24,166784,98796,165688,982.42,259.86,0.03,-1,0.05,0,165907
0,0.06,1,-0.61,0,-0.3,166788,98781,165684,982.42,259.86,0.03,-1,0.05,0,165909
0,0.06,1,-0.61,0,-0.18,166777,98819,165701,982.38,260.2,0.03,-1,0.05,0,165912
0,0.06,1,-0.67,0,-0.3,166775,98779,165676,982.42,259.86,0.03,-1,0.05,0,165914
0,0.06,1.01,-0.67,0.06,-0.12,166774,98795,165631,982.54,258.83,0.03,-1,0.05,0,165917
0,0.06,1,-0.61,0.12,-0.24,166779,98769,165699,982.42,259.86,0.03,-1,0.04,0,165919
0,0.06,1,-0.61,0.12,-0.24,166790,98794,165670,982.38,260.2,0.03,-1,0.04,0,165922
0,0.06,1,-0.61,0.12,-0.18,166793,98800,165665,982.54,258.83,0.03,-1,0.04,0,165924
0,0.06,1,-0.55,0.12,-0.24,166795,98765,165654,982.54,258.83,0.03,-1,0.04,0,165927
0,0.06,1,-0.49,0.18,-0.24,166769,98778,165662,982.38,260.2,0.03,-1,0.04,0,165930
0,0.06,1,-0.61,0.06,-0.18,166773,98780,165680,982.42,259.86,0.03,-1,0.04,0,165932
0,0.06,1,-0.49,0.06,-0.3,166777,98768,165617,982.54,258.83,0.03,-1,0.04,0,165935
0,0.06,1,-0.43,-0.06,-0.18,166770,98798,165680,982.42,259.86,0.03,-1,0.04,0,165937
