Timestamp,Altitude,AccelZ,TotalAccel,AccelX,AccelY,GyroX,GyroY,GyroZ,Mass,DragF,DragCoeff,Pressure
0.01,-3.74E-04,-0.762,0.764,0.053,0,0,0,0,31.215,8.86E-08,0.667,1.00E+05
0.02,-1.46E-04,-0.298,0.299,0.021,0,0,0,0,31.209,3.54E-06,0.667,1.00E+05
0.03,8.09E-05,0.165,0.166,0.012,0,0,0,0,31.204,1.73E-05,0.667,1.00E+05
0.04,5.51E-04,0.629,0.63,0.044,0,0,0,0,31.199,6.42E-05,0.666,1.00E+05
0.05,0.002,1.093,1.095,0.076,0,0,0,0,31.194,2.62E-04,0.665,1.00E+05
0.06,0.004,1.557,1.561,0.109,0,0,0,0,31.189,8.97E-04,0.661,1.00E+05
0.07,0.009,2.021,2.026,0.141,0,0,0,0,31.183,0.003,0.654,1.00E+05
0.08,0.015,2.485,2.492,0.174,0,0,0,0,31.178,0.006,0.645,1.00E+05
0.09,0.025,2.95,2.957,0.206,0,0,0,0,31.173,0.012,0.632,1.00E+05
0.1,0.037,3.415,3.423,0.239,0,0,0,0,31.168,0.021,0.618,1.00E+05
0.11,0.053,3.879,3.889,0.271,0,0,0,0,31.163,0.034,0.602,1.00E+05
0.12,0.073,4.344,4.355,0.304,0,0,0,0,31.157,0.051,0.587,1.00E+05
0.13,0.097,4.809,4.821,0.336,0,0,0,0,31.152,0.072,0.572,1.00E+05
0.14,0.127,5.194,5.207,0.363,0,0,0,0,31.144,0.098,0.558,1.00E+05
0.15,0.161,5.246,5.259,0.367,0,0,0,0,31.133,0.126,0.546,1.00E+05
0.16,0.201,5.262,5.275,0.368,0,0,0,0,31.122,0.157,0.536,1.00E+05
0.17,0.246,5.278,5.291,0.369,0,0,0,0,31.112,0.189,0.526,1.00E+05
0.18,0.296,5.294,5.307,0.37,0,0,0,0,31.101,0.222,0.518,1.00E+05
0.19,0.351,5.31,5.323,0.371,0,0,0,0,31.09,0.256,0.511,1.00E+05
0.2,0.411,5.326,5.339,0.372,0,0,0,0,31.079,0.293,0.505,1.00E+05
0.21,0.477,5.342,5.355,0.374,0,0,0,0,31.069,0.331,0.499,1.00E+05
0.22,0.548,5.358,5.371,0.375,0,0,0,0,31.058,0.371,0.493,1.00E+05
0.23,0.624,5.374,5.387,0.376,0,0,0,0,31.047,0.414,0.488,1.00E+05
0.24,0.705,5.39,5.403,0.377,0,0,0,0,31.037,0.458,0.483,1.00E+05
0.25,0.792,5.406,5.42,0.378,0,0,0,0,31.026,0.505,0.479,1.00E+05
0.26,0.884,5.422,5.436,0.379,0,0,0,0,31.015,0.554,0.475,1.00E+05
0.27,0.981,5.438,5.452,0.38,0,0,0,0,31.004,0.606,0.471,1.00E+05
0.28,1.084,5.454,5.468,0.381,0,0,0,0,30.994,0.66,0.468,1.00E+05
0.29,1.192,5.471,5.484,0.383,0,0,0,0,30.983,0.716,0.464,1.00E+05
0.3,1.305,5.487,5.5,0.384,0,0,0,0,30.972,0.775,0.461,1.00E+05
0.31,1.424,5.503,5.516,0.385,0,0,0,0,30.962,0.836,0.458,1.00E+05
0.32,1.548,5.519,5.532,0.386,0,0,0,0,30.951,0.9,0.455,1.00E+05
0.33,1.678,5.535,5.548,0.387,0,0,0,0,30.94,0.966,0.453,1.00E+05
0.34,1.813,5.551,5.564,0.388,0,0,0,0,30.929,1.035,0.45,1.00E+05
0.35,1.954,5.567,5.58,0.389,0,0,0,0,30.919,1.107,0.448,1.00E+05
0.36,2.1,5.583,5.597,0.39,0,0,0,0,30.908,1.181,0.446,1.00E+05
0.37,2.251,5.599,5.613,0.392,0,0,0,0,30.897,1.259,0.444,1.00E+05
0.38,2.408,5.615,5.629,0.393,0,0,0,0,30.887,1.339,0.442,1.00E+05
0.39,2.57,5.631,5.645,0.394,0,0,0,0,30.876,1.421,0.44,1.00E+05
0.4,2.738,5.647,5.661,0.395,0,0,0,0,30.865,1.506,0.438,1.00E+05
0.41,2.912,5.663,5.677,0.396,0,0,0,0,30.854,1.594,0.436,1.00E+05
0.42,3.091,5.675,5.689,0.397,0,0,0,0,30.843,1.685,0.435,1.00E+05
0.43,3.276,5.686,5.7,0.398,0,0,0,0,30.832,1.778,0.433,1.00E+05
0.44,3.466,5.697,5.711,0.398,0,0,0,0,30.821,1.874,0.432,1.00E+05
0.45,3.662,5.708,5.722,0.399,0,0,0,0,30.809,1.972,0.43,1.00E+05
0.46,3.863,5.72,5.733,0.4,0,0,0,0,30.798,2.074,0.429,1.00E+05
0.47,4.07,5.731,5.745,0.401,0,0,0,0,30.787,2.178,0.428,1.00E+05
0.48,4.283,5.742,5.756,0.402,0,0,0,0,30.776,2.284,0.426,1.00E+05
0.49,4.501,5.753,5.767,0.402,0,0,0,0,30.764,2.393,0.425,1.00E+05
0.5,4.725,5.764,5.778,0.403,0,0,0,0,30.753,2.505,0.424,1.00E+05
0.51,4.955,5.775,5.789,0.404,0,0,0,0,30.742,2.62,0.422,1.00E+05
0.52,5.19,5.786,5.801,0.405,0,0,0,0,30.731,2.738,0.421,1.00E+05
0.535,5.554,5.797,5.815,0.461,0,0,7.40E-04,-1.30E-07,30.714,2.92,0.42,1.00E+05
0.558,6.123,5.819,5.837,0.461,0,0,0.002,-1.37E-07,30.689,3.205,0.417,1.00E+05
0.591,7.031,5.851,5.87,0.463,0,0,0.004,5.68E-07,30.651,3.659,0.414,1.00E+05
0.641,8.498,5.899,5.918,0.467,0,0,0.007,-1.59E-07,30.595,4.39,0.409,1.00E+05
0.691,10.109,5.955,5.974,0.472,0,0,0.011,1.74E-06,30.538,5.193,0.405,1.00E+05
0.741,11.867,6.005,6.024,0.478,0,0,0.015,2.54E-06,30.48,6.067,0.402,1.00E+05
0.791,13.773,6.053,6.073,0.486,0,0,0.019,1.01E-06,30.422,7.014,0.398,1.00E+05
0.841,15.827,6.101,6.121,0.496,0,0,0.024,2.85E-06,30.364,8.035,0.395,1.00E+05
0.891,18.032,6.148,6.169,0.508,0,0,0.029,3.19E-06,30.306,9.131,0.393,1.00E+05
0.941,20.388,6.196,6.218,0.522,0,0,0.034,1.75E-06,30.248,10.303,0.39,1.00E+05
0.991,22.896,6.239,6.262,0.539,0,0,0.039,7.99E-07,30.189,11.553,0.388,1.00E+05
1.041,25.557,6.272,6.297,0.557,0,6.20E-09,0.045,6.11E-06,30.129,12.935,0.387,1.00E+05
1.091,28.373,6.305,6.331,0.578,0,-6.53E-09,0.05,3.57E-06,30.07,14.427,0.388,1.00E+05
1.141,31.343,6.337,6.366,0.602,0,-5.75E-09,0.055,3.84E-06,30.011,16.011,0.388,1.00E+05
1.191,34.469,6.369,6.4,0.629,0,0,0.06,4.54E-06,29.951,17.69,0.388,1.00E+05
1.241,37.752,6.4,6.434,0.658,0,0,0.064,3.29E-06,29.892,19.466,0.389,1.00E+05
1.291,41.191,6.422,6.459,0.689,0,6.80E-09,0.067,1.47E-05,29.831,21.339,0.389,1.00E+05
1.341,44.788,6.441,6.481,0.722,0,-1.73E-08,0.069,3.36E-05,29.771,23.312,0.389,1.00E+05
1.391,48.544,6.459,6.503,0.756,0,1.17E-08,-0.069,3.34E-04,29.711,25.385,0.39,1.00E+05
1.441,52.457,6.477,6.525,0.79,0,8.23E-09,-0.068,3.25E-05,29.651,27.561,0.39,1.00E+05
1.491,56.53,6.494,6.546,0.825,0,5.40E-09,-0.065,2.35E-05,29.59,29.841,0.39,1.00E+05
1.541,60.762,6.508,6.565,0.858,0,-1.90E-08,-0.06,2.80E-05,29.53,32.225,0.391,1.00E+05
1.591,65.154,6.518,6.578,0.888,0,1.82E-08,-0.054,5.76E-06,29.469,34.711,0.391,1.00E+05
1.641,69.705,6.527,6.591,0.915,0,0,-0.045,1.37E-05,29.408,37.297,0.392,1.00E+05
1.691,74.417,6.536,6.603,0.938,0,1.80E-08,-0.036,-1.54E-06,29.348,39.984,0.392,1.00E+05
1.741,79.289,6.546,6.615,0.955,0,8.62E-09,-0.024,5.72E-06,29.287,42.77,0.392,1.00E+05
1.791,84.321,6.556,6.626,0.965,0,1.12E-08,-0.012,-2.36E-06,29.226,45.654,0.393,1.00E+05
1.841,89.514,6.562,6.633,0.968,0,0,8.08E-05,1.77E-05,29.166,48.635,0.394,1.00E+05
1.891,94.868,6.569,6.639,0.962,0,8.63E-09,0.012,1.49E-05,29.105,51.714,0.394,1.00E+05
1.941,100.384,6.576,6.645,0.95,0,0,0.023,3.97E-06,29.044,54.892,0.395,1.00E+05
1.991,106.06,6.584,6.649,0.93,0,1.47E-08,0.032,7.55E-06,28.983,58.157,0.395,1.00E+05
2.041,111.898,6.592,6.654,0.906,0,-2.11E-08,0.038,-6.74E-06,28.922,61.53,0.396,1.00E+05
2.091,117.897,6.598,6.656,0.877,0,2.47E-08,0.04,-1.60E-05,28.862,65.012,0.396,1.00E+05
2.141,124.059,6.602,6.656,0.847,0,2.63E-08,-0.039,-2.61E-05,28.801,68.605,0.397,9.99E+04
2.191,130.382,6.606,6.656,0.819,0,1.42E-08,-0.033,-2.40E-05,28.74,72.308,0.398,9.99E+04
2.241,136.866,6.608,6.656,0.795,0,0,-0.024,1.10E-06,28.679,76.119,0.398,9.98E+04
2.291,143.513,6.609,6.655,0.778,0,0,-0.012,-1.08E-05,28.618,80.033,0.399,9.97E+04
2.341,150.322,6.608,6.653,0.771,0,6.97E-09,0.002,-3.28E-05,28.558,84.046,0.4,9.97E+04
2.391,157.293,6.601,6.647,0.775,0,7.19E-09,0.017,-1.57E-05,28.497,88.153,0.401,9.96E+04
2.441,164.426,6.591,6.639,0.791,0,-3.21E-08,0.03,-2.88E-05,28.437,92.354,0.401,9.95E+04
2.491,171.72,6.58,6.631,0.816,0,2.15E-08,0.042,9.91E-06,28.376,96.656,0.402,9.94E+04
2.541,179.175,6.568,6.622,0.85,0,-7.16E-09,0.048,5.37E-05,28.316,101.063,0.403,9.93E+04
2.591,186.791,6.554,6.614,0.888,0,-1.81E-08,-0.05,2.08E-04,28.255,105.582,0.404,9.93E+04
2.641,194.567,6.527,6.592,0.923,0,7.25E-08,-0.045,-9.98E-07,28.196,110.203,0.405,9.92E+04
2.691,202.504,6.491,6.56,0.952,0,-3.74E-08,-0.036,5.44E-05,28.136,114.917,0.406,9.91E+04
2.741,210.599,6.456,6.528,0.97,0,8.21E-09,-0.022,2.44E-05,28.076,119.715,0.406,9.90E+04
2.791,218.851,6.422,6.495,0.974,0,1.42E-08,-0.006,2.27E-06,28.017,124.59,0.407,9.89E+04
2.841,227.261,6.39,6.462,0.962,0,5.19E-09,0.01,4.86E-06,27.957,129.54,0.408,9.88E+04
2.891,235.827,6.349,6.418,0.935,0,1.41E-08,0.023,-1.03E-05,27.899,134.562,0.409,9.87E+04
2.941,244.548,6.275,6.338,0.894,0,1.92E-08,0.03,-5.44E-05,27.841,139.632,0.41,9.86E+04
2.991,253.422,6.197,6.255,0.849,0,0,-0.03,-7.86E-05,27.784,144.75,0.411,9.85E+04
3.041,262.446,6.118,6.171,0.807,0,-1.11E-08,-0.023,-1.80E-05,27.726,149.912,0.412,9.84E+04
3.091,271.62,6.037,6.087,0.775,0,1.19E-08,-0.01,-2.69E-05,27.669,155.108,0.413,9.83E+04
3.141,280.941,5.954,6.002,0.759,0,0,0.006,-4.53E-05,27.612,160.326,0.414,9.82E+04
3.191,290.406,5.862,5.911,0.76,0,-1.38E-08,0.021,-5.39E-05,27.558,165.554,0.415,9.81E+04
3.241,300.015,5.764,5.817,0.777,0,0,0.033,-4.64E-05,27.504,170.79,0.416,9.80E+04
3.291,309.763,5.665,5.722,0.803,0,0,0.039,-5.76E-04,27.45,176.037,0.417,9.79E+04
3.341,319.649,5.565,5.627,0.83,0,-4.57E-08,-0.036,-5.60E-05,27.396,181.297,0.418,9.78E+04
3.391,329.671,5.466,5.532,0.849,0,-3.40E-08,-0.025,-5.78E-06,27.342,186.562,0.419,9.77E+04
3.441,339.826,5.371,5.439,0.852,0,2.37E-08,-0.01,-7.01E-05,27.29,191.822,0.421,9.76E+04
3.491,350.111,5.288,5.354,0.837,0,-9.52E-09,0.006,-4.94E-05,27.239,197.077,0.422,9.75E+04
3.541,360.525,5.208,5.269,0.804,0,-5.21E-09,0.018,-8.34E-05,27.189,202.329,0.423,9.74E+04
3.591,371.066,5.128,5.184,0.761,0,5.79E-08,0.023,-7.50E-04,27.138,207.582,0.424,9.73E+04
3.641,381.731,5.048,5.099,0.717,0,0,-0.02,-4.12E-05,27.087,212.838,0.425,9.71E+04
3.691,392.52,4.965,5.012,0.683,0,0,-0.009,-7.37E-05,27.037,218.087,0.426,9.70E+04
3.741,403.429,4.862,4.907,0.665,0,2.11E-08,0.007,-2.99E-05,26.99,223.296,0.427,9.69E+04
3.791,414.456,4.75,4.796,0.667,0,-3.16E-08,0.021,-2.05E-05,26.943,228.454,0.428,9.68E+04
3.841,425.598,4.636,4.686,0.684,0,8.37E-08,0.03,-1.97E-04,26.896,233.559,0.429,9.67E+04
3.891,436.853,4.52,4.575,0.706,0,-2.35E-08,-0.03,-1.59E-04,26.848,238.616,0.43,9.65E+04
3.941,448.217,4.406,4.464,0.721,0,0,-0.021,-5.75E-05,26.801,243.618,0.431,9.64E+04
3.991,459.688,4.289,4.349,0.719,0,-2.32E-08,-0.007,-4.13E-05,26.757,248.55,0.433,9.63E+04
4.041,471.262,4.169,4.227,0.695,0,-6.91E-09,0.007,-2.35E-05,26.714,253.394,0.434,9.62E+04
4.091,482.938,4.051,4.103,0.655,0,-2.53E-08,0.016,-3.71E-05,26.671,258.15,0.435,9.60E+04
4.141,494.711,3.933,3.98,0.609,0,0,-0.016,-9.88E-05,26.628,262.82,0.436,9.59E+04
4.191,506.58,3.815,3.857,0.569,0,0,-0.009,-5.22E-05,26.585,267.398,0.437,9.58E+04
4.241,518.541,3.694,3.734,0.546,0,-2.82E-08,0.005,5.50E-05,26.544,271.873,0.438,9.56E+04
4.291,530.591,3.572,3.613,0.543,0,-4.89E-08,0.017,-1.11E-04,26.505,276.238,0.439,9.55E+04
4.341,542.727,3.448,3.492,0.554,0,8.14E-08,0.024,-2.80E-04,26.466,280.494,0.44,9.54E+04
4.391,554.946,3.324,3.372,0.569,0,6.86E-08,-0.023,-2.16E-04,26.428,284.642,0.441,9.52E+04
4.441,567.245,3.201,3.252,0.574,0,-1.10E-08,-0.013,-8.60E-05,26.389,288.674,0.442,9.51E+04
4.491,579.622,3.081,3.131,0.562,0,-7.38E-09,-0.001,-8.19E-05,26.35,292.581,0.443,9.50E+04
4.541,592.073,2.971,3.019,0.532,0,7.96E-09,0.009,-1.76E-04,26.315,296.372,0.444,9.48E+04
4.591,604.595,2.876,2.918,0.494,0,1.33E-08,-0.012,-0.001,26.28,300.071,0.445,9.47E+04
4.641,617.187,2.781,2.819,0.459,0,0,-0.008,-1.59E-04,26.245,303.682,0.446,9.46E+04
4.691,629.846,2.685,2.72,0.437,0,-1.03E-08,0.003,-1.82E-04,26.211,307.187,0.446,9.44E+04
4.741,642.57,2.586,2.622,0.433,0,-4.82E-08,0.014,-1.73E-04,26.176,310.581,0.447,9.43E+04
4.791,655.356,2.486,2.525,0.442,0,2.85E-08,0.02,-4.68E-04,26.142,313.864,0.448,9.42E+04
4.841,668.202,2.395,2.437,0.455,0,3.39E-08,-0.018,-2.23E-04,26.111,317.048,0.449,9.40E+04
4.891,681.106,2.306,2.351,0.459,0,2.72E-08,-0.01,-6.41E-05,26.079,320.132,0.45,9.39E+04
4.941,694.066,2.219,2.264,0.447,0,1.74E-08,4.19E-04,1.28E-05,26.048,323.109,0.451,9.38E+04
4.991,707.079,2.135,2.176,0.42,0,2.53E-08,0.007,-1.17E-05,26.016,325.979,0.452,9.36E+04
5.041,720.143,2.051,2.087,0.388,0,1.19E-08,-0.008,-2.14E-05,25.985,328.742,0.452,9.35E+04
5.091,733.256,1.958,1.991,0.36,0,0,-0.002,-1.42E-05,25.956,331.382,0.453,9.34E+04
5.141,746.416,1.854,1.886,0.345,0,8.17E-09,0.007,-5.54E-06,25.928,333.881,0.454,9.32E+04
5.191,759.621,1.749,1.783,0.344,0,-1.30E-08,0.015,9.45E-05,25.9,336.235,0.454,9.31E+04
5.241,772.867,1.643,1.68,0.351,0,1.90E-08,-0.016,2.23E-04,25.872,338.446,0.455,9.29E+04
5.291,786.152,1.538,1.579,0.354,0,-1.05E-08,-0.012,1.24E-04,25.844,340.512,0.456,9.28E+04
5.341,799.474,1.417,1.458,0.342,0,-5.69E-09,-0.003,1.36E-04,25.819,342.4,0.456,9.27E+04
5.391,812.828,1.212,1.249,0.305,0,2.40E-08,0.004,7.37E-05,25.796,343.973,0.457,9.25E+04
5.441,826.209,0.997,1.03,0.259,0,0,-0.006,3.17E-04,25.774,345.214,0.457,9.24E+04
5.491,839.611,0.784,0.813,0.217,0,7.43E-09,-0.002,-2.03E-05,25.752,346.121,0.458,9.22E+04
5.541,853.031,0.569,0.599,0.185,0,-1.21E-08,0.005,1.87E-05,25.729,346.692,0.458,9.21E+04
5.591,866.461,0.355,0.391,0.165,0,9.43E-09,0.012,-5.82E-05,25.708,346.926,0.458,9.20E+04
5.641,879.899,0.171,0.231,0.155,0,5.06E-08,-0.014,-3.57E-04,25.693,346.874,0.458,9.18E+04
5.691,893.338,0.008,0.147,0.147,0,1.39E-08,-0.011,2.36E-05,25.678,346.569,0.458,9.17E+04
5.741,906.776,-0.153,0.2,0.129,0,1.51E-08,-0.004,8.50E-05,25.662,346.012,0.458,9.15E+04
5.791,920.207,-0.311,0.327,0.101,0,7.32E-09,0.002,1.02E-04,25.647,345.204,0.458,9.14E+04
5.841,933.63,-0.468,0.473,0.067,0,0,-0.003,1.08E-04,25.632,344.15,0.458,9.13E+04
5.891,947.038,-0.635,0.636,0.033,0,5.95E-09,-6.53E-04,-1.85E-05,25.621,342.837,0.458,9.11E+04
5.941,960.429,-0.834,0.834,0.003,0,0,0.005,-1.03E-04,25.613,341.219,0.458,9.10E+04
5.991,973.796,-1.036,1.036,0.019,0,3.43E-08,0.01,-2.36E-04,25.605,339.296,0.457,9.08E+04
6.041,987.136,-1.237,1.238,0.035,0,4.79E-08,-0.012,-0.002,25.597,337.078,0.457,9.07E+04
6.091,1000.443,-1.437,1.438,0.053,0,1.87E-08,-0.01,-3.29E-05,25.589,334.57,0.456,9.06E+04
6.141,1013.712,-1.633,1.635,0.077,0,1.94E-08,-0.005,-4.07E-05,25.582,331.783,0.456,9.04E+04
6.191,1026.939,-1.743,1.746,0.096,0,0,-3.41E-04,5.48E-05,25.579,328.851,0.455,9.03E+04
6.241,1040.123,-1.813,1.816,0.115,0,0,0,0,25.576,325.838,0.455,9.01E+04
6.291,1053.261,-1.882,1.886,0.133,0,0,3.25E-04,-2.40E-04,25.574,322.747,0.454,9.00E+04
6.341,1066.352,-1.951,1.957,0.146,0,0,0.004,-2.79E-04,25.571,319.579,0.453,8.99E+04
6.391,1079.394,-2.022,2.027,0.153,0,2.47E-08,0.009,-3.11E-04,25.568,316.339,0.453,8.97E+04
6.441,1092.386,-2.076,2.082,0.153,0,2.66E-08,0.01,-0.002,25.567,313.05,0.452,8.96E+04
6.491,1105.327,-2.092,2.097,0.148,0,1.34E-08,-0.009,-1.90E-04,25.567,309.78,0.451,8.95E+04
6.541,1118.216,-2.105,2.11,0.147,0,1.32E-08,-0.006,-1.44E-05,25.566,306.532,0.45,8.93E+04
6.591,1131.053,-2.118,2.123,0.15,0,-5.55E-09,-0.003,1.98E-04,25.565,303.295,0.45,8.92E+04
6.641,1143.837,-2.13,2.136,0.158,0,0,-3.23E-04,1.94E-04,25.565,300.071,0.449,8.91E+04
6.691,1156.57,-2.142,2.148,0.166,0,0,6.92E-04,-6.15E-05,25.564,296.859,0.448,8.89E+04
6.741,1169.249,-2.138,2.145,0.17,0,0,0.003,-5.55E-05,25.564,293.682,0.448,8.88E+04
6.791,1181.877,-2.13,2.137,0.169,0,1.02E-08,0.006,-1.36E-04,25.564,290.544,0.447,8.87E+04
6.841,1194.452,-2.122,2.129,0.165,0,7.13E-09,0.009,-2.96E-04,25.564,287.446,0.446,8.86E+04
6.891,1206.974,-2.115,2.121,0.158,0,-5.42E-09,-0.009,-2.26E-04,25.564,284.387,0.446,8.84E+04
6.941,1219.445,-2.108,2.113,0.153,0,-7.13E-09,-0.008,1.04E-04,25.564,281.365,0.445,8.83E+04
6.95,1221.622,-2.108,2.114,0.153,0,0,-0.008,9.42E-05,25.564,280.841,0.445,8.83E+04
6.963,1224.885,-2.106,2.111,0.152,0,0,-0.007,7.50E-05,25.564,280.055,0.445,8.83E+04
6.983,1229.772,-2.101,2.106,0.151,0,0,-0.006,4.43E-05,25.564,278.883,0.445,8.82E+04
7.012,1237.088,-2.094,2.099,0.151,0,-6.29E-09,-0.004,1.19E-04,25.564,277.137,0.444,8.81E+04
7.057,1248.029,-2.083,2.089,0.152,0,0,-0.002,-4.12E-06,25.564,274.544,0.444,8.80E+04
7.107,1260.33,-2.071,2.077,0.156,0,0,0.002,-2.93E-05,25.564,271.656,0.443,8.79E+04
7.157,1272.58,-2.059,2.066,0.158,0,0,0.003,-5.83E-05,25.564,268.807,0.443,8.78E+04
7.207,1284.78,-2.048,2.054,0.159,0,-1.67E-08,0.005,-4.58E-05,25.564,265.997,0.442,8.76E+04
7.257,1296.929,-2.037,2.043,0.156,0,-5.01E-09,0.007,6.49E-05,25.564,263.225,0.441,8.75E+04
7.307,1309.029,-2.027,2.033,0.152,0,6.66E-09,0.009,2.24E-06,25.564,260.49,0.441,8.74E+04
7.357,1321.078,-2.017,2.022,0.146,0,-7.39E-09,-0.009,1.86E-04,25.564,257.791,0.44,8.73E+04
7.407,1333.079,-2.007,2.012,0.143,0,1.02E-08,-0.007,-7.17E-06,25.564,255.128,0.44,8.72E+04
7.457,1345.03,-1.996,2.001,0.141,0,0,-0.005,7.78E-05,25.564,252.5,0.439,8.70E+04
7.507,1356.932,-1.986,1.991,0.141,0,-6.13E-09,-0.004,5.51E-05,25.564,249.905,0.439,8.69E+04
7.557,1368.786,-1.975,1.98,0.143,0,0,-0.003,-5.25E-04,25.564,247.345,0.438,8.68E+04
7.607,1380.591,-1.965,1.97,0.145,0,-1.21E-08,0.003,-9.90E-05,25.564,244.817,0.438,8.67E+04
7.657,1392.348,-1.954,1.96,0.146,0,-1.11E-08,0.005,-1.22E-04,25.564,242.321,0.437,8.66E+04
7.707,1404.057,-1.945,1.95,0.144,0,0,0.007,-2.15E-04,25.564,239.857,0.437,8.64E+04
7.757,1415.718,-1.935,1.94,0.141,0,-9.11E-09,0.008,-3.94E-04,25.564,237.424,0.436,8.63E+04
7.807,1427.332,-1.926,1.931,0.138,0,-1.15E-08,-0.008,-0.003,25.564,235.022,0.436,8.62E+04
7.857,1438.899,-1.917,1.922,0.134,0,0,-0.008,-1.08E-04,25.564,232.649,0.435,8.61E+04
7.907,1450.418,-1.908,1.913,0.132,0,-5.54E-09,-0.007,7.71E-05,25.564,230.306,0.435,8.60E+04
7.957,1461.891,-1.899,1.903,0.131,0,0,-0.005,1.17E-04,25.564,227.991,0.434,8.59E+04
8.007,1473.318,-1.889,1.894,0.132,0,0,-0.004,2.85E-04,25.564,225.705,0.434,8.58E+04
8.057,1484.698,-1.88,1.885,0.133,0,-1.30E-08,0.004,3.77E-04,25.564,223.446,0.433,8.56E+04
8.107,1496.032,-1.871,1.876,0.134,0,0,0.004,5.88E-05,25.564,221.215,0.433,8.55E+04
8.157,1507.32,-1.862,1.867,0.134,0,-1.20E-08,0.006,-2.18E-05,25.564,219.01,0.432,8.54E+04
8.207,1518.562,-1.854,1.858,0.133,0,-9.15E-09,0.007,2.19E-05,25.564,216.832,0.432,8.53E+04
8.257,1529.759,-1.845,1.85,0.13,0,0,0.008,1.68E-04,25.564,214.68,0.431,8.52E+04
8.307,1540.911,-1.837,1.841,0.127,0,1.37E-08,-0.008,5.70E-04,25.564,212.553,0.431,8.51E+04
8.357,1552.017,-1.829,1.833,0.124,0,-1.37E-08,-0.008,2.65E-04,25.564,210.451,0.431,8.50E+04
8.407,1563.079,-1.821,1.825,0.123,0,1.18E-08,-0.007,1.70E-05,25.564,208.373,0.43,8.48E+04
8.457,1574.096,-1.813,1.817,0.122,0,1.68E-08,-0.006,-3.73E-05,25.564,206.32,0.43,8.47E+04
8.507,1585.069,-1.804,1.809,0.122,0,1.45E-08,-0.005,-1.50E-04,25.564,204.29,0.429,8.46E+04
8.557,1595.998,-1.796,1.8,0.123,0,0,0.004,-0.001,25.564,202.284,0.429,8.45E+04
8.607,1606.882,-1.788,1.792,0.123,0,0,0.005,-3.11E-04,25.564,200.308,0.429,8.44E+04
8.657,1617.723,-1.78,1.785,0.123,0,-5.11E-09,0.006,-2.07E-04,25.564,198.358,0.428,8.43E+04
8.707,1628.52,-1.773,1.777,0.122,0,1.85E-08,0.007,-1.09E-04,25.564,196.43,0.428,8.42E+04
8.757,1639.274,-1.765,1.769,0.121,0,0,0.008,9.92E-05,25.564,194.523,0.427,8.41E+04
8.807,1649.984,-1.758,1.762,0.118,0,0,0.008,0.001,25.564,192.638,0.427,8.40E+04
8.857,1660.651,-1.751,1.755,0.116,0,0,-0.008,3.68E-04,25.564,190.773,0.427,8.39E+04
8.907,1671.275,-1.744,1.747,0.114,0,0,-0.008,9.94E-05,25.564,188.93,0.426,8.38E+04
8.957,1681.857,-1.736,1.74,0.113,0,0,-0.007,7.13E-05,25.564,187.106,0.426,8.37E+04
9.007,1692.396,-1.729,1.733,0.113,0,0,-0.006,6.19E-05,25.564,185.302,0.425,8.36E+04
9.057,1702.892,-1.722,1.726,0.113,0,1.39E-08,-0.006,-1.03E-04,25.564,183.519,0.425,8.35E+04
9.107,1713.347,-1.715,1.719,0.114,0,0,0.006,4.53E-04,25.564,181.754,0.425,8.34E+04
9.157,1723.759,-1.708,1.711,0.114,0,-1.44E-08,0.006,2.33E-04,25.564,180.009,0.424,8.33E+04
9.207,1734.129,-1.701,1.705,0.113,0,0,0.007,2.88E-04,25.564,178.282,0.424,8.32E+04
9.257,1744.458,-1.694,1.698,0.112,0,-1.36E-08,0.008,2.59E-04,25.564,176.574,0.424,8.31E+04
9.307,1754.745,-1.687,1.691,0.111,0,1.65E-08,0.008,2.12E-04,25.564,174.884,0.423,8.30E+04
9.357,1764.991,-1.681,1.684,0.109,0,-1.09E-08,0.008,7.42E-04,25.564,173.212,0.423,8.29E+04
9.407,1775.196,-1.675,1.678,0.107,0,1.35E-08,-0.008,-6.68E-05,25.564,171.558,0.423,8.28E+04
9.457,1785.359,-1.668,1.671,0.106,0,1.69E-08,-0.008,-2.78E-04,25.564,169.921,0.422,8.27E+04
9.507,1795.482,-1.662,1.665,0.105,0,0,-0.007,-8.48E-05,25.564,168.302,0.422,8.26E+04
9.557,1805.564,-1.655,1.659,0.105,0,0,-0.007,-1.26E-04,25.564,166.699,0.422,8.25E+04
9.607,1815.605,-1.649,1.652,0.104,0,5.73E-09,-0.006,-2.47E-04,25.564,165.113,0.421,8.24E+04
9.657,1825.606,-1.643,1.646,0.105,0,-5.13E-09,0.006,4.95E-04,25.564,163.544,0.421,8.23E+04
9.707,1835.567,-1.636,1.64,0.105,0,0,0.006,2.03E-04,25.564,161.99,0.421,8.22E+04
9.757,1845.487,-1.63,1.633,0.104,0,0,0.007,6.25E-05,25.564,160.453,0.42,8.21E+04
9.807,1855.368,-1.624,1.627,0.104,0,0,0.008,-9.20E-05,25.564,158.932,0.42,8.20E+04
9.857,1865.208,-1.618,1.621,0.103,0,0,0.008,-1.88E-04,25.564,157.426,0.42,8.19E+04
9.907,1875.009,-1.612,1.616,0.101,0,1.86E-08,0.009,-5.45E-04,25.564,155.935,0.42,8.18E+04
9.957,1884.771,-1.607,1.61,0.1,0,0,-0.008,-0.002,25.564,154.46,0.419,8.17E+04
