Timestamp,Altitude,AccelZ,TotalAccel,AccelX,AccelY,GyroX,GyroY,GyroZ,Mass,DragF,DragCoeff,Pressure
151.772,436.373,9.702,9.703,0.003,0,0,0,0,25.564,2682.628,0,9.65E+04
151.773,436.356,9.583,9.583,0.003,0,0,0,0,25.564,2652.564,0,9.65E+04
151.774,436.339,9.465,9.465,0.003,0,0,0,0,25.564,2623.038,0,9.65E+04
151.775,436.323,9.349,9.349,0.003,0,0,0,0,25.564,2594.037,0,9.65E+04
151.776,436.306,9.235,9.235,0.003,0,0,0,0,25.564,2565.549,0,9.65E+04
151.777,436.29,9.124,9.124,0.003,0,0,0,0,25.564,2537.562,0,9.65E+04
151.778,436.273,9.014,9.014,0.003,0,0,0,0,25.564,2510.063,0,9.65E+04
151.779,436.257,8.906,8.906,0.003,0,0,0,0,25.564,2483.043,0,9.65E+04
151.78,436.241,8.8,8.8,0.003,0,0,0,0,25.564,2456.489,0,9.65E+04
151.781,436.225,8.696,8.696,0.003,0,0,0,0,25.564,2430.391,0,9.65E+04
151.782,436.209,8.594,8.594,0.003,0,0,0,0,25.564,2404.738,0,9.65E+04
151.783,436.193,8.493,8.493,0.003,0,0,0,0,25.564,2379.522,0,9.65E+04
151.784,436.176,8.393,8.393,0.002,0,0,0,0,25.564,2354.39,0,9.65E+04
151.785,436.16,8.293,8.293,0.002,0,0,0,0,25.564,2329.263,0,9.65E+04
151.786,436.143,8.193,8.193,0.002,0,0,0,0,25.564,2304.14,0,9.65E+04
151.787,436.126,8.093,8.093,0.002,0,0,0,0,25.564,2279.023,0,9.65E+04
151.788,436.109,7.992,7.992,0.002,0,0,0,0,25.564,2253.91,0,9.65E+04
151.789,436.092,7.892,7.892,0.002,0,0,0,0,25.564,2228.803,0,9.65E+04
151.79,436.074,7.792,7.792,0.002,0,0,0,0,25.564,2203.702,0,9.65E+04
151.791,436.057,7.692,7.692,0.002,0,0,0,0,25.564,2178.606,0,9.65E+04
151.793,436.038,7.592,7.592,0.002,0,0,0,0,25.564,2153.515,0,9.65E+04
151.794,436.02,7.492,7.492,0.002,0,0,0,0,25.564,2128.431,0,9.65E+04
151.795,436.002,7.392,7.392,0.002,0,0,0,0,25.564,2103.352,0,9.65E+04
151.796,435.983,7.292,7.292,0.002,0,0,0,0,25.564,2078.279,0,9.65E+04
151.798,435.964,7.192,7.192,0.002,0,0,0,0,25.564,2053.213,0,9.65E+04
151.799,435.945,7.092,7.092,0.002,0,0,0,0,25.564,2028.153,0,9.65E+04
151.8,435.925,6.992,6.992,0.002,0,0,0,0,25.564,2003.1,0,9.65E+04
151.802,435.906,6.892,6.892,0.002,0,0,0,0,25.564,1978.054,0,9.65E+04
151.803,435.885,6.792,6.792,0.002,0,0,0,0,25.564,1953.014,0,9.65E+04
151.804,435.865,6.692,6.692,0.002,0,0,0,0,25.564,1927.982,0,9.65E+04
151.806,435.844,6.592,6.592,0.002,0,0,0,0,25.564,1902.957,0,9.65E+04
151.807,435.823,6.493,6.493,0.002,0,0,0,0,25.564,1877.94,0,9.65E+04
151.809,435.802,6.393,6.393,0.002,0,0,0,0,25.564,1852.93,0,9.65E+04
151.81,435.78,6.293,6.293,0.002,0,0,0,0,25.564,1827.929,0,9.65E+04
151.812,435.758,6.193,6.193,0.002,0,0,0,0,25.564,1802.935,0,9.65E+04
151.814,435.736,6.094,6.094,0.002,0,0,0,0,25.564,1777.95,0,9.65E+04
151.815,435.713,5.994,5.994,0.002,0,0,0,0,25.564,1752.974,0,9.65E+04
151.817,435.69,5.895,5.895,0.002,0,0,0,0,25.564,1728.007,0,9.65E+04
151.819,435.667,5.795,5.795,0.002,0,0,0,0,25.564,1703.048,0,9.65E+04
151.821,435.643,5.696,5.696,0.002,0,0,0,0,25.564,1678.1,0,9.65E+04
151.822,435.619,5.596,5.596,0.002,0,0,0,0,25.564,1653.161,0,9.65E+04
151.824,435.594,5.497,5.497,0.002,0,0,0,0,25.564,1628.233,0,9.65E+04
151.826,435.569,5.397,5.397,0.002,0,0,0,0,25.564,1603.315,0,9.65E+04
151.828,435.543,5.298,5.298,0.002,0,0,0,0,25.564,1578.407,0,9.65E+04
151.83,435.517,5.199,5.199,0.002,0,0,0,0,25.564,1553.511,0,9.65E+04
151.832,435.491,5.099,5.099,0.002,0,0,0,0,25.564,1528.627,0,9.65E+04
151.834,435.464,5,5,0.002,0,0,0,0,25.564,1503.755,0,9.65E+04
151.837,435.436,4.901,4.901,0.002,0,0,0,0,25.564,1478.895,0,9.65E+04
151.839,435.408,4.802,4.802,0.001,0,0,0,0,25.564,1454.048,0,9.65E+04
151.841,435.379,4.703,4.703,0.001,0,0,0,0,25.564,1429.214,0,9.65E+04
151.844,435.35,4.604,4.604,0.001,0,0,0,0,25.564,1404.394,0,9.65E+04
151.846,435.32,4.505,4.505,0.001,0,0,0,0,25.564,1379.589,0,9.65E+04
151.849,435.289,4.406,4.406,0.001,0,0,0,0,25.564,1354.798,0,9.65E+04
151.851,435.258,4.307,4.307,0.001,0,0,0,0,25.564,1330.023,0,9.65E+04
151.854,435.226,4.208,4.208,0.001,0,0,0,0,25.564,1305.265,0,9.65E+04
151.857,435.193,4.11,4.11,0.001,0,0,0,0,25.564,1280.523,0,9.65E+04
151.86,435.159,4.011,4.011,0.001,0,0,0,0,25.564,1255.799,0,9.66E+04
151.863,435.125,3.912,3.912,0.001,0,0,0,0,25.564,1231.093,0,9.66E+04
151.866,435.09,3.814,3.814,0.001,0,0,0,0,25.564,1206.406,0,9.66E+04
151.869,435.054,3.716,3.716,0.001,0,0,0,0,25.564,1181.739,0,9.66E+04
151.872,435.017,3.617,3.617,0.001,0,0,0,0,25.564,1157.093,0,9.66E+04
151.876,434.978,3.519,3.519,0.001,0,0,0,0,25.564,1132.47,0,9.66E+04
151.88,434.939,3.421,3.421,0.001,0,0,0,0,25.564,1107.869,0,9.66E+04
151.883,434.899,3.323,3.323,0.001,0,0,0,0,25.564,1083.292,0,9.66E+04
151.887,434.858,3.225,3.225,0.001,0,0,0,0,25.564,1058.741,0,9.66E+04
151.891,434.815,3.127,3.127,0.001,0,0,0,0,25.564,1034.217,0,9.66E+04
151.896,434.771,3.029,3.029,9.76E-04,0,0,0,0,25.564,1009.72,0,9.66E+04
151.9,434.726,2.932,2.932,9.48E-04,0,0,0,0,25.564,985.254,0,9.66E+04
151.905,434.679,2.834,2.834,9.21E-04,0,0,0,0,25.564,960.819,0,9.66E+04
151.91,434.63,2.737,2.737,8.93E-04,0,0,0,0,25.564,936.417,0,9.66E+04
151.915,434.58,2.64,2.64,8.66E-04,0,0,0,0,25.564,912.051,0,9.66E+04
151.92,434.528,2.543,2.543,8.38E-04,0,0,0,0,25.564,887.722,0,9.66E+04
151.926,434.474,2.446,2.446,8.11E-04,0,0,0,0,25.564,863.433,0,9.66E+04
151.932,434.418,2.349,2.349,7.84E-04,0,0,0,0,25.564,839.186,0,9.66E+04
151.938,434.359,2.253,2.253,7.56E-04,0,0,0,0,25.564,814.985,0,9.66E+04
151.945,434.298,2.156,2.156,7.29E-04,0,0,0,0,25.564,790.833,0,9.66E+04
151.952,434.235,2.06,2.06,7.02E-04,0,0,0,0,25.564,766.733,0,9.66E+04
151.959,434.168,1.964,1.964,6.74E-04,0,0,0,0,25.564,742.689,0,9.66E+04
151.967,434.099,1.869,1.869,6.47E-04,0,0,0,0,25.564,718.707,0,9.66E+04
151.976,434.025,1.773,1.773,6.20E-04,0,0,0,0,25.564,694.79,0,9.66E+04
151.985,433.948,1.678,1.678,5.93E-04,0,0,0,0,25.564,670.945,0,9.66E+04
151.995,433.867,1.583,1.583,5.65E-04,0,0,0,0,25.564,647.178,0,9.66E+04
152.006,433.78,1.489,1.489,5.38E-04,0,0,0,0,25.564,623.497,0,9.66E+04
152.017,433.689,1.395,1.395,5.11E-04,0,0,0,0,25.564,599.91,0,9.66E+04
152.03,433.591,1.301,1.301,4.84E-04,0,0,0,0,25.564,576.427,0,9.66E+04
152.044,433.486,1.208,1.208,4.57E-04,0,0,0,0,25.564,553.06,0,9.66E+04
152.059,433.373,1.115,1.115,4.30E-04,0,0,0,0,25.564,529.822,0,9.66E+04
152.076,433.251,1.023,1.023,4.03E-04,0,0,0,0,25.564,506.731,0,9.66E+04
152.094,433.118,0.932,0.932,3.76E-04,0,0,0,0,25.564,483.806,0,9.66E+04
152.115,432.972,0.841,0.841,3.49E-04,0,0,0,0,25.564,461.07,0,9.66E+04
152.139,432.811,0.751,0.751,3.22E-04,0,0,0,0,25.564,438.555,0,9.66E+04
152.167,432.63,0.662,0.662,2.95E-04,0,0,0,0,25.564,416.297,0,9.66E+04
152.199,432.426,0.575,0.575,2.68E-04,0,0,0,0,25.564,394.346,0,9.66E+04
152.237,432.19,0.489,0.489,2.40E-04,0,0,0,0,25.564,372.767,0,9.66E+04
152.282,431.914,0.404,0.404,2.13E-04,0,0,0,0,25.564,351.646,0,9.66E+04
152.339,431.579,0.322,0.322,1.86E-04,0,0,0,0,25.564,331.108,0,9.66E+04
152.413,431.161,0.244,0.244,1.58E-04,0,0,0,0,25.564,311.335,0,9.66E+04
152.514,430.606,0.169,0.169,1.29E-04,0,0,0,0,25.564,292.613,0,9.66E+04
152.664,429.805,0.1,0.1,9.93E-05,0,0,0,0,25.564,275.425,0,9.66E+04
152.923,428.449,0.042,0.042,6.79E-05,0,0,0,0,25.564,260.676,0,9.66E+04
153.423,425.864,3.91E-04,3.92E-04,3.32E-05,0,0,0,0,25.564,250.363,0,9.66E+04
153.923,423.28,-1.39E-04,1.39E-04,1.77E-06,0,0,0,0,25.564,250.231,0,9.67E+04
154.423,420.696,3.34E-04,3.34E-04,1.08E-07,0,0,0,0,25.564,250.35,0,9.67E+04
154.923,418.112,-8.92E-05,8.92E-05,1.93E-08,0,0,0,0,25.564,250.244,0,9.67E+04
155.423,415.528,2.90E-04,2.90E-04,1.50E-08,0,0,0,0,25.564,250.339,0,9.67E+04
155.923,412.944,-4.94E-05,4.94E-05,1.44E-08,0,0,0,0,25.564,250.254,0,9.68E+04
156.423,410.361,2.54E-04,2.54E-04,1.46E-08,0,0,0,0,25.564,250.33,0,9.68E+04
156.923,407.778,-1.77E-05,1.77E-05,1.43E-08,0,0,0,0,25.564,250.262,0,9.68E+04
157.423,405.196,2.25E-04,2.25E-04,1.45E-08,0,0,0,0,25.564,250.324,0,9.68E+04
157.923,402.613,7.56E-06,7.56E-06,1.43E-08,0,0,0,0,25.564,250.269,0,9.69E+04
158.423,400.031,2.02E-04,2.02E-04,1.45E-08,0,0,0,0,25.564,250.318,0,9.69E+04
158.923,397.449,2.77E-05,2.77E-05,1.43E-08,0,0,0,0,25.564,250.275,0,9.69E+04
159.423,394.868,1.84E-04,1.84E-04,1.44E-08,0,0,0,0,25.564,250.314,0,9.70E+04
159.923,392.287,4.38E-05,4.38E-05,1.43E-08,0,0,0,0,25.564,250.279,0,9.70E+04
160.423,389.706,1.69E-04,1.69E-04,1.44E-08,0,0,0,0,25.564,250.311,0,9.70E+04
160.923,387.125,5.67E-05,5.67E-05,1.43E-08,0,0,0,0,25.564,250.283,0,9.70E+04
161.423,384.544,1.58E-04,1.58E-04,1.43E-08,0,0,0,0,25.564,250.308,0,9.71E+04
161.923,381.964,6.70E-05,6.70E-05,1.42E-08,0,0,0,0,25.564,250.286,0,9.71E+04
162.423,379.384,1.48E-04,1.48E-04,1.43E-08,0,0,0,0,25.564,250.306,0,9.71E+04
162.923,376.805,7.52E-05,7.52E-05,1.42E-08,0,0,0,0,25.564,250.288,0,9.72E+04
163.423,374.225,1.41E-04,1.41E-04,1.43E-08,0,0,0,0,25.564,250.305,0,9.72E+04
163.923,371.646,8.17E-05,8.17E-05,1.42E-08,0,0,0,0,25.564,250.29,0,9.72E+04
164.423,369.067,1.35E-04,1.35E-04,1.43E-08,0,0,0,0,25.564,250.304,0,9.72E+04
164.923,366.489,8.70E-05,8.70E-05,1.42E-08,0,0,0,0,25.564,250.292,0,9.73E+04
165.423,363.91,1.30E-04,1.30E-04,1.42E-08,0,0,0,0,25.564,250.303,0,9.73E+04
165.923,361.332,9.12E-05,9.12E-05,1.42E-08,0,0,0,0,25.564,250.293,0,9.73E+04
166.423,358.754,1.26E-04,1.26E-04,1.42E-08,0,0,0,0,25.564,250.302,0,9.74E+04
166.923,356.177,9.45E-05,9.45E-05,1.42E-08,0,0,0,0,25.564,250.295,0,9.74E+04
167.423,353.6,1.22E-04,1.22E-04,1.42E-08,0,0,0,0,25.564,250.302,0,9.74E+04
167.923,351.023,9.72E-05,9.72E-05,1.42E-08,0,0,0,0,25.564,250.296,0,9.74E+04
168.423,348.446,1.20E-04,1.20E-04,1.42E-08,0,0,0,0,25.564,250.302,0,9.75E+04
168.923,345.869,9.93E-05,9.93E-05,1.41E-08,0,0,0,0,25.564,250.297,0,9.75E+04
169.423,343.293,1.18E-04,1.18E-04,1.41E-08,0,0,0,0,25.564,250.301,0,9.75E+04
169.923,340.717,1.01E-04,1.01E-04,1.41E-08,0,0,0,0,25.564,250.297,0,9.76E+04
170.423,338.142,1.16E-04,1.16E-04,1.41E-08,0,0,0,0,25.564,250.301,0,9.76E+04
170.923,335.566,1.02E-04,1.02E-04,1.41E-08,0,0,0,0,25.564,250.298,0,9.76E+04
171.423,332.991,1.14E-04,1.14E-04,1.41E-08,0,0,0,0,25.564,250.301,0,9.76E+04
171.923,330.416,1.03E-04,1.03E-04,1.41E-08,0,0,0,0,25.564,250.299,0,9.77E+04
172.423,327.842,1.13E-04,1.13E-04,1.41E-08,0,0,0,0,25.564,250.301,0,9.77E+04
172.923,325.267,1.04E-04,1.04E-04,1.41E-08,0,0,0,0,25.564,250.299,0,9.77E+04
173.423,322.693,1.12E-04,1.12E-04,1.41E-08,0,0,0,0,25.564,250.302,0,9.78E+04
173.923,320.12,1.05E-04,1.05E-04,1.40E-08,0,0,0,0,25.564,250.3,0,9.78E+04
174.423,317.546,1.11E-04,1.11E-04,1.40E-08,0,0,0,0,25.564,250.302,0,9.78E+04
174.923,314.973,1.05E-04,1.05E-04,1.40E-08,0,0,0,0,25.564,250.301,0,9.78E+04
175.423,312.4,1.11E-04,1.11E-04,1.40E-08,0,0,0,0,25.564,250.302,0,9.79E+04
175.923,309.827,1.06E-04,1.06E-04,1.40E-08,0,0,0,0,25.564,250.301,0,9.79E+04
176.423,307.255,1.10E-04,1.10E-04,1.40E-08,0,0,0,0,25.564,250.302,0,9.79E+04
176.923,304.683,1.06E-04,1.06E-04,1.40E-08,0,0,0,0,25.564,250.302,0,9.79E+04
177.423,302.111,1.10E-04,1.10E-04,1.40E-08,0,0,0,0,25.564,250.303,0,9.80E+04
177.923,299.539,1.06E-04,1.06E-04,1.40E-08,0,0,0,0,25.564,250.302,0,9.80E+04
178.423,296.968,1.09E-04,1.09E-04,1.40E-08,0,0,0,0,25.564,250.303,0,9.80E+04
178.923,294.396,1.07E-04,1.07E-04,1.40E-08,0,0,0,0,25.564,250.302,0,9.81E+04
179.423,291.825,1.09E-04,1.09E-04,1.39E-08,0,0,0,0,25.564,250.303,0,9.81E+04
179.923,289.255,1.07E-04,1.07E-04,1.39E-08,0,0,0,0,25.564,250.303,0,9.81E+04
180.423,286.685,1.08E-04,1.08E-04,1.39E-08,0,0,0,0,25.564,250.304,0,9.81E+04
180.923,284.114,1.07E-04,1.07E-04,1.39E-08,0,0,0,0,25.564,250.303,0,9.82E+04
181.423,281.545,1.08E-04,1.08E-04,1.39E-08,0,0,0,0,25.564,250.304,0,9.82E+04
181.923,278.975,1.07E-04,1.07E-04,1.39E-08,0,0,0,0,25.564,250.304,0,9.82E+04
182.423,276.406,1.08E-04,1.08E-04,1.39E-08,0,0,0,0,25.564,250.304,0,9.83E+04
182.923,273.837,1.07E-04,1.07E-04,1.39E-08,0,0,0,0,25.564,250.304,0,9.83E+04
183.423,271.268,1.08E-04,1.08E-04,1.39E-08,0,0,0,0,25.564,250.305,0,9.83E+04
183.923,268.699,1.07E-04,1.07E-04,1.39E-08,0,0,0,0,25.564,250.305,0,9.83E+04
184.423,266.131,1.07E-04,1.07E-04,1.39E-08,0,0,0,0,25.564,250.305,0,9.84E+04
184.923,263.563,1.07E-04,1.07E-04,1.38E-08,0,0,0,0,25.564,250.305,0,9.84E+04
185.423,260.996,1.07E-04,1.07E-04,1.38E-08,0,0,0,0,25.564,250.305,0,9.84E+04
185.923,258.428,1.07E-04,1.07E-04,1.38E-08,0,0,0,0,25.564,250.305,0,9.85E+04
186.423,255.861,1.07E-04,1.07E-04,1.38E-08,0,0,0,0,25.564,250.306,0,9.85E+04
186.923,253.294,1.07E-04,1.07E-04,1.38E-08,0,0,0,0,25.564,250.306,0,9.85E+04
187.423,250.727,1.07E-04,1.07E-04,1.38E-08,0,0,0,0,25.564,250.306,0,9.85E+04
187.923,248.161,1.06E-04,1.06E-04,1.38E-08,0,0,0,0,25.564,250.306,0,9.86E+04
188.423,245.595,1.07E-04,1.07E-04,1.38E-08,0,0,0,0,25.564,250.306,0,9.86E+04
188.923,243.029,1.06E-04,1.06E-04,1.38E-08,0,0,0,0,25.564,250.306,0,9.86E+04
189.423,240.463,1.07E-04,1.07E-04,1.38E-08,0,0,0,0,25.564,250.307,0,9.86E+04
189.923,237.898,1.06E-04,1.06E-04,1.37E-08,0,0,0,0,25.564,250.307,0,9.87E+04
190.423,235.333,1.06E-04,1.06E-04,1.37E-08,0,0,0,0,25.564,250.307,0,9.87E+04
190.923,232.768,1.06E-04,1.06E-04,1.37E-08,0,0,0,0,25.564,250.307,0,9.87E+04
191.423,230.203,1.06E-04,1.06E-04,1.37E-08,0,0,0,0,25.564,250.307,0,9.88E+04
191.923,227.639,1.06E-04,1.06E-04,1.37E-08,0,0,0,0,25.564,250.308,0,9.88E+04
192.423,225.075,1.06E-04,1.06E-04,1.37E-08,0,0,0,0,25.564,250.308,0,9.88E+04
192.923,222.511,1.06E-04,1.06E-04,1.37E-08,0,0,0,0,25.564,250.308,0,9.88E+04
193.423,219.948,1.06E-04,1.06E-04,1.37E-08,0,0,0,0,25.564,250.308,0,9.89E+04
193.923,217.384,1.06E-04,1.06E-04,1.37E-08,0,0,0,0,25.564,250.308,0,9.89E+04
194.423,214.821,1.06E-04,1.06E-04,1.37E-08,0,0,0,0,25.564,250.309,0,9.89E+04
194.923,212.258,1.06E-04,1.06E-04,1.37E-08,0,0,0,0,25.564,250.309,0,9.90E+04
195.423,209.696,1.06E-04,1.06E-04,1.36E-08,0,0,0,0,25.564,250.309,0,9.90E+04
195.923,207.134,1.06E-04,1.06E-04,1.36E-08,0,0,0,0,25.564,250.309,0,9.90E+04
196.423,204.572,1.06E-04,1.06E-04,1.36E-08,0,0,0,0,25.564,250.309,0,9.90E+04
196.923,202.01,1.06E-04,1.06E-04,1.36E-08,0,0,0,0,25.564,250.309,0,9.91E+04
197.423,199.449,1.06E-04,1.06E-04,1.36E-08,0,0,0,0,25.564,250.31,0,9.91E+04
197.923,196.887,1.05E-04,1.05E-04,1.36E-08,0,0,0,0,25.564,250.31,0,9.91E+04
198.423,194.326,1.05E-04,1.05E-04,1.36E-08,0,0,0,0,25.564,250.31,0,9.92E+04
198.923,191.766,1.05E-04,1.05E-04,1.36E-08,0,0,0,0,25.564,250.31,0,9.92E+04
199.423,189.205,1.05E-04,1.05E-04,1.36E-08,0,0,0,0,25.564,250.31,0,9.92E+04
199.923,186.645,1.05E-04,1.05E-04,1.36E-08,0,0,0,0,25.564,250.311,0,9.92E+04
200.423,184.085,1.05E-04,1.05E-04,1.36E-08,0,0,0,0,25.564,250.311,0,9.93E+04
200.923,181.525,1.05E-04,1.05E-04,1.35E-08,0,0,0,0,25.564,250.311,0,9.93E+04
201.423,178.966,1.05E-04,1.05E-04,1.35E-08,0,0,0,0,25.564,250.311,0,9.93E+04
201.923,176.407,1.05E-04,1.05E-04,1.35E-08,0,0,0,0,25.564,250.311,0,9.93E+04
202.423,173.848,1.05E-04,1.05E-04,1.35E-08,0,0,0,0,25.564,250.312,0,9.94E+04
202.923,171.289,1.05E-04,1.05E-04,1.35E-08,0,0,0,0,25.564,250.312,0,9.94E+04
203.423,168.731,1.05E-04,1.05E-04,1.35E-08,0,0,0,0,25.564,250.312,0,9.94E+04
203.923,166.173,1.05E-04,1.05E-04,1.35E-08,0,0,0,0,25.564,250.312,0,9.95E+04
204.423,163.615,1.05E-04,1.05E-04,1.35E-08,0,0,0,0,25.564,250.312,0,9.95E+04
204.923,161.057,1.05E-04,1.05E-04,1.35E-08,0,0,0,0,25.564,250.312,0,9.95E+04
205.423,158.5,1.05E-04,1.05E-04,1.35E-08,0,0,0,0,25.564,250.313,0,9.95E+04
205.923,155.943,1.04E-04,1.04E-04,1.35E-08,0,0,0,0,25.564,250.313,0,9.96E+04
206.423,153.386,1.04E-04,1.04E-04,1.34E-08,0,0,0,0,25.564,250.313,0,9.96E+04
206.923,150.83,1.04E-04,1.04E-04,1.34E-08,0,0,0,0,25.564,250.313,0,9.96E+04
207.423,148.273,1.04E-04,1.04E-04,1.34E-08,0,0,0,0,25.564,250.313,0,9.97E+04
207.923,145.717,1.04E-04,1.04E-04,1.34E-08,0,0,0,0,25.564,250.314,0,9.97E+04
208.423,143.161,1.04E-04,1.04E-04,1.34E-08,0,0,0,0,25.564,250.314,0,9.97E+04
208.923,140.606,1.04E-04,1.04E-04,1.34E-08,0,0,0,0,25.564,250.314,0,9.97E+04
209.423,138.05,1.04E-04,1.04E-04,1.34E-08,0,0,0,0,25.564,250.314,0,9.98E+04
209.923,135.495,1.04E-04,1.04E-04,1.34E-08,0,0,0,0,25.564,250.314,0,9.98E+04
210.423,132.941,1.04E-04,1.04E-04,1.34E-08,0,0,0,0,25.564,250.314,0,9.98E+04
210.923,130.386,1.04E-04,1.04E-04,1.34E-08,0,0,0,0,25.564,250.315,0,9.99E+04
211.423,127.832,1.04E-04,1.04E-04,1.34E-08,0,0,0,0,25.564,250.315,0,9.99E+04
211.923,125.278,1.04E-04,1.04E-04,1.34E-08,0,0,0,0,25.564,250.315,0,9.99E+04
212.423,122.724,1.04E-04,1.04E-04,1.33E-08,0,0,0,0,25.564,250.315,0,9.99E+04
212.923,120.17,1.04E-04,1.04E-04,1.33E-08,0,0,0,0,25.564,250.315,0,1.00E+05
213.423,117.617,1.04E-04,1.04E-04,1.33E-08,0,0,0,0,25.564,250.316,0,1.00E+05
213.923,115.064,1.04E-04,1.04E-04,1.33E-08,0,0,0,0,25.564,250.316,0,1.00E+05
214.423,112.511,1.03E-04,1.03E-04,1.33E-08,0,0,0,0,25.564,250.316,0,1.00E+05
214.923,109.959,1.03E-04,1.03E-04,1.33E-08,0,0,0,0,25.564,250.316,0,1.00E+05
215.423,107.407,1.03E-04,1.03E-04,1.33E-08,0,0,0,0,25.564,250.316,0,1.00E+05
215.923,104.855,1.03E-04,1.03E-04,1.33E-08,0,0,0,0,25.564,250.317,0,1.00E+05
216.423,102.303,1.03E-04,1.03E-04,1.33E-08,0,0,0,0,25.564,250.317,0,1.00E+05
216.923,99.751,1.03E-04,1.03E-04,1.33E-08,0,0,0,0,25.564,250.317,0,1.00E+05
217.423,97.2,1.03E-04,1.03E-04,1.33E-08,0,0,0,0,25.564,250.317,0,1.00E+05
217.923,94.649,-3.57E-05,3.57E-05,0,0,0,0,0,25.564,250.283,0,1.00E+05
218.423,92.098,7.28E-05,7.28E-05,0,0,0,0,0,25.564,250.31,0,1.00E+05
218.923,89.547,-2.69E-05,2.69E-05,0,0,0,0,0,25.564,250.285,0,1.00E+05
219.423,86.996,6.48E-05,6.48E-05,0,0,0,0,0,25.564,250.308,0,1.00E+05
219.923,84.445,-1.95E-05,1.95E-05,0,0,0,0,0,25.564,250.287,0,1.00E+05
220.423,81.894,5.79E-05,5.79E-05,0,0,0,0,0,25.564,250.307,0,1.00E+05
220.923,79.343,-1.32E-05,1.32E-05,0,0,0,0,0,25.564,250.289,0,1.00E+05
221.423,76.792,5.22E-05,5.22E-05,0,0,0,0,0,25.564,250.306,0,1.00E+05
221.923,74.241,-7.95E-06,7.95E-06,0,0,0,0,0,25.564,250.291,0,1.00E+05
222.423,71.691,4.73E-05,4.73E-05,0,0,0,0,0,25.564,250.305,0,1.00E+05
222.923,69.14,-3.49E-06,3.49E-06,0,0,0,0,0,25.564,250.293,0,1.00E+05
223.423,66.589,4.32E-05,4.32E-05,0,0,0,0,0,25.564,250.304,0,1.00E+05
223.923,64.039,2.69E-07,2.69E-07,0,0,0,0,0,25.564,250.294,0,1.00E+05
224.423,61.488,3.98E-05,3.98E-05,0,0,0,0,0,25.564,250.304,0,1.00E+05
224.923,58.938,3.45E-06,3.45E-06,0,0,0,0,0,25.564,250.295,0,1.00E+05
225.423,56.387,3.68E-05,3.68E-05,0,0,0,0,0,25.564,250.304,0,1.00E+05
225.923,53.837,6.13E-06,6.13E-06,0,0,0,0,0,25.564,250.296,0,1.00E+05
226.423,51.287,3.44E-05,3.44E-05,0,0,0,0,0,25.564,250.303,0,1.00E+05
226.923,48.737,8.39E-06,8.39E-06,0,0,0,0,0,25.564,250.297,0,1.00E+05
227.423,46.186,3.23E-05,3.23E-05,0,0,0,0,0,25.564,250.303,0,1.00E+05
227.923,43.636,1.03E-05,1.03E-05,0,0,0,0,0,25.564,250.298,0,1.00E+05
228.423,41.086,3.05E-05,3.05E-05,0,0,0,0,0,25.564,250.303,0,1.00E+05
228.923,38.536,1.19E-05,1.19E-05,0,0,0,0,0,25.564,250.299,0,1.00E+05
229.423,35.986,2.90E-05,2.90E-05,0,0,0,0,0,25.564,250.303,0,1.00E+05
229.923,33.436,1.33E-05,1.33E-05,0,0,0,0,0,25.564,250.3,0,1.00E+05
230.423,30.886,2.77E-05,2.77E-05,0,0,0,0,0,25.564,250.303,0,1.00E+05
230.923,28.336,1.44E-05,1.44E-05,0,0,0,0,0,25.564,250.3,0,1.00E+05
231.423,25.787,2.67E-05,2.67E-05,0,0,0,0,0,25.564,250.304,0,1.00E+05
231.923,23.237,1.54E-05,1.54E-05,0,0,0,0,0,25.564,250.301,0,1.00E+05
232.423,20.687,2.58E-05,2.58E-05,0,0,0,0,0,25.564,250.304,0,1.00E+05
232.923,18.138,1.62E-05,1.62E-05,0,0,0,0,0,25.564,250.302,0,1.00E+05
233.423,15.588,2.50E-05,2.50E-05,0,0,0,0,0,25.564,250.304,0,1.00E+05
233.923,13.038,1.69E-05,1.69E-05,0,0,0,0,0,25.564,250.302,0,1.00E+05
234.423,10.489,2.43E-05,2.43E-05,0,0,0,0,0,25.564,250.304,0,1.00E+05
234.923,7.94,1.75E-05,1.75E-05,0,0,0,0,0,25.564,250.303,0,1.00E+05
235.423,5.39,2.38E-05,2.38E-05,0,0,0,0,0,25.564,250.304,0,1.00E+05
235.923,2.841,1.80E-05,1.80E-05,0,0,0,0,0,25.564,250.303,0,1.00E+05
236.423,0.292,2.33E-05,2.33E-05,0,0,0,0,0,25.564,250.305,0,1.00E+05
236.48,0,1.84E-05,1.84E-05,0,0,0,0,0,25.564,250.304,0,1.00E+05
