AccelX,AccelY,AccelZ,AirbrakesDeploy,Altitude,EndByte,GyroX,GyroY,GyroZ,State,Temperature,Timestamp,Velocity,Voltage
-0.26,-0.63,-0.94,0,127.30705,0,-30.2,-30.2,74.5,7,21,1277700,239,0
-0.02,-0.52,-1.11,0,126.7169,0,-53.1,-53.1,108.5,7,21,1277800,239,0
0.09,-0.32,-0.85,0,125.5367,0,-58.7,-58.7,126.4,7,21,1277900,239,0
0.13,-0.23,-0.93,0,124.019135,0,-31.8,-31.8,145.7,7,21,1278000,239,0
0,-0.29,-0.87,0,123.682144,0,8.3,8.3,175.4,7,21,1278100,239,0
-0.07,-0.3,-1.16,0,122.754745,0,58.6,58.6,207.2,7,21,1278200,239,0
0.04,-0.47,-0.8,0,120.9012,0,85.4,85.4,218.6,7,21,1278300,239,0
0.02,-0.73,-0.69,0,119.974045,0,51.1,51.1,222.2,7,21,1278400,239,0
-0.27,-0.89,-0.84,0,120.31142,0,-0.9,-0.9,239.6,7,21,1278500,239,0
-0.39,-0.74,-1.34,0,119.04748,0,-57.7,-57.7,261.4,7,21,1278600,239,0
0,-0.49,-0.68,0,118.121,0,-50.7,-50.7,305,7,21,1278700,239,0
-0.13,-0.49,-0.53,0,116.35221,0,-82.3,-82.3,323.4,7,21,1278800,239,0
-0.1,-0.23,-0.91,0,116.35221,0,-78.6,-78.6,328.3,7,21,1278900,239,0
0.37,-0.33,-1.01,0,114.499306,0,-72.4,-72.4,318,7,21,1279000,239,0
0.24,-0.29,-0.85,0,114.499306,0,-62.1,-62.1,309.4,7,21,1279100,239,0
0.3,-0.33,-0.83,0,112.64673,0,-23.2,-23.2,305.5,7,21,1279200,239,0
0.22,-0.62,-0.82,0,112.31011,0,-51.6,-51.6,268.5,7,21,1279300,239,0
0.03,-0.69,-0.89,0,110.79448,0,-11.3,-11.3,270.6,7,21,1279400,239,0
-0.31,-0.67,-0.87,0,111.72081,0,-29.8,-29.8,282,7,21,1279500,239,0
-0.48,-0.39,-0.8,0,109.86873,0,-36.6,-36.6,281.8,7,21,1279600,239,0
-0.34,-0.58,-0.84,0,108.10135,0,57.7,57.7,290.8,7,21,1279700,239,0
-0.43,-0.25,-0.64,0,107.764885,0,68.3,68.3,299.5,7,21,1279800,239,0
-0.23,-0.17,-0.72,0,105.913506,0,41.6,41.6,262,7,21,1279900,239,0
0.01,-0.26,-0.83,0,105.32457,0,55.8,55.8,213.8,7,21,1280000,239,0
0.16,-0.65,-0.99,0,104.062454,0,72.9,72.9,169.9,7,21,1280100,240,0
0.14,-0.72,-1.08,0,104.062454,0,-69.5,-69.5,129.9,7,21,1280200,240,0
-0.03,-0.41,-0.76,0,103.137314,0,-145.9,-145.9,113.9,7,21,1280300,240,0
0.49,-0.09,-0.73,0,101.28676,0,-94.4,-94.4,97.5,7,21,1280400,240,0
0.2,0.02,-0.63,0,101.28676,0,-17.3,-17.3,76.7,7,21,1280500,240,0
0.23,-0.07,-0.79,0,99.43653,0,28.3,28.3,57,7,21,1280600,240,0
0.07,-0.22,-0.9,0,99.43653,0,52.6,52.6,44.3,7,21,1280700,240,0
0,-0.47,-0.56,0,96.746346,0,46.6,46.6,23.3,7,21,1280800,240,0
-0.02,-0.42,-0.73,0,96.746346,0,-24.9,-24.9,-6.9,7,21,1280900,240,0
0.5,-0.25,-0.73,0,95.82134,0,-69.1,-69.1,-31.4,7,21,1281000,240,0
0.15,-0.02,-0.78,0,94.89693,0,-32.2,-32.2,-49.9,7,21,1281100,240,0
0.02,-0.07,-0.82,0,93.047844,0,41.3,41.3,-36.9,7,21,1281200,240,0
-0.2,-0.15,-0.72,0,91.19959,0,59.9,59.9,-20.1,7,21,1281300,240,0
-0.35,-0.43,-0.79,0,91.53552,0,12.4,12.4,-59.9,7,21,1281400,240,0
-0.21,-0.23,-0.76,0,90.35931,0,-57.9,-57.9,-94,7,21,1281500,240,0
-0.29,-0.32,-0.64,0,90.35931,0,-22.1,-22.1,-87.1,7,21,1281600,240,0
-0.27,-0.15,-1.21,0,89.434875,0,36.5,36.5,-61.9,7,21,1281700,240,0
-0.19,-0.58,-1.44,0,87.92308,0,40.2,40.2,-41.9,7,21,1281800,240,0
-0.17,-0.36,-0.79,0,86.66308,0,37.5,37.5,-18.5,7,21,1281900,240,0
-0.48,-0.76,-0.55,0,86.66308,0,62.2,62.2,11.1,7,21,1282000,240,0
-0.44,-0.68,-0.72,0,85.73948,0,13.3,13.3,15.6,7,21,1282100,240,0
-0.2,-0.74,-0.93,0,83.89202,0,-83.7,-83.7,26.1,7,21,1282200,240,0
0.58,-0.35,-1.03,0,82.045395,0,-66.9,-66.9,54.6,7,21,1282300,240,0
-0.14,-0.4,-0.73,0,81.20586,0,5.3,5.3,92,7,21,1282400,240,0
-0.44,-0.66,-0.81,0,81.20586,0,32,32,116.3,7,21,1282500,240,0
-0.36,-0.45,-0.87,0,79.3592,0,10.4,10.4,116.5,7,21,1282600,240,0
-0.29,-0.36,-0.79,0,78.43625,0,-21,-21,86.4,7,21,1282700,240,0
0.51,-0.02,-0.73,0,77.51287,0,1.5,1.5,70.4,7,21,1282800,240,0
0.1,-0.34,-0.79,0,75.66738,0,17.9,17.9,62.6,7,21,1282900,240,0
0,-0.39,-0.77,0,75.08016,0,-2.9,-2.9,42,7,21,1283000,240,0
-0.29,-0.29,-0.86,0,74.744255,0,-18.8,-18.8,30,7,21,1283100,240,0
-0.21,-0.21,-0.74,0,72.982834,0,7.8,7.8,17.4,7,21,1283200,240,0
-0.09,-0.28,-0.87,0,71.13764,0,62,62,17,7,21,1283300,240,0
-0.03,-0.44,-0.92,0,69.29328,0,74.6,74.6,12.2,7,21,1283400,240,0
1.13,-0.44,-0.56,0,70.21542,0,42.5,42.5,3.7,7,21,1283500,240,0
-0.33,-0.64,-0.81,0,68.37072,0,4.8,4.8,16.7,7,21,1283600,240,0
-0.5,-0.59,-0.84,0,68.70641,0,36.8,36.8,57.2,7,21,1283700,240,0
-0.52,-0.63,-0.75,0,66.52685,0,38.9,38.9,87.6,7,21,1283800,240,0
-0.52,-0.52,-0.45,0,65.60453,0,31.6,31.6,106.6,7,21,1283900,240,0
-0.47,-0.5,-0.54,0,64.6828,0,20.7,20.7,100.2,7,21,1284000,240,0
-0.22,-0.28,-0.56,0,62.923084,0,18,18,77.2,7,21,1284100,240,0
-0.16,-0.18,-1.16,0,62.001087,0,21.3,21.3,58.9,7,21,1284200,240,0
-0.12,-0.32,-0.65,0,60.158344,0,26.4,26.4,66.9,7,21,1284300,240,0
-0.23,-0.3,-0.68,0,59.23659,0,32.6,32.6,83.4,7,21,1284400,240,0
-0.39,-0.27,-0.79,0,59.23659,0,-1.8,-1.8,77.8,7,21,1284500,240,0
-0.45,-0.22,-0.83,0,56.472836,0,2,2,54.4,7,21,1284600,240,0
-0.24,-0.37,-0.74,0,55.217144,0,28.1,28.1,27.2,7,21,1284700,241,0
0,-0.31,-0.77,0,53.458523,0,84.8,84.8,40.6,7,21,1284800,241,0
-0.01,-0.51,-0.79,0,52.53787,0,81.4,81.4,34.7,7,21,1284900,241,0
-0.15,-0.6,-0.86,0,51.951946,0,15.6,15.6,32.8,7,21,1285000,241,0
-0.34,-0.54,-0.95,0,49.19012,0,-37.4,-37.4,27.1,7,21,1285100,241,0
-0.35,-0.5,-0.79,0,48.269844,0,5.9,5.9,26.6,7,21,1285200,241,0
-0.28,-0.5,-1,0,47.934807,0,68.6,68.6,46.3,7,21,1285300,241,0
-0.21,-0.62,-0.96,0,46.512398,0,19.4,19.4,65.6,7,21,1285400,241,0
-0.2,-0.64,-1.02,0,45.25791,0,-32.4,-32.4,90.3,7,21,1285500,241,0
-0.32,-0.51,-0.83,0,44.337475,0,-26.3,-26.3,113.5,7,21,1285600,241,0
-0.31,-0.31,-1.23,0,43.41763,0,51.7,51.7,128.4,7,21,1285700,241,0
-0.24,-0.34,-0.87,0,40.658066,0,71.1,71.1,117.9,7,21,1285800,241,0
-0.27,-0.46,-0.7,0,39.738544,0,74.9,74.9,110.2,7,21,1285900,241,0
-0.16,-0.49,-0.76,0,38.818596,0,60.3,60.3,101.7,7,21,1286000,241,0
-0.21,-0.49,-0.68,0,37.06325,0,-5.5,-5.5,87.5,7,21,1286100,241,0
-0.16,-0.32,-0.91,0,35.224415,0,-30.3,-30.3,75.2,7,21,1286200,241,0
-0.04,-0.34,-0.64,0,35.224415,0,8.6,8.6,68.6,7,21,1286300,241,0
-0.03,-0.25,-0.97,0,33.386414,0,82.7,82.7,81.3,7,21,1286400,241,0
-0.09,-0.34,-0.85,0,32.467026,0,118.9,118.9,110.1,7,21,1286500,241,0
-0.38,-0.63,-0.74,0,31.54823,0,114,114,117.5,7,21,1286600,241,0
-0.51,-0.59,-0.63,0,30.629509,0,126.2,126.2,134.4,7,21,1286700,241,0
-0.51,-0.48,-0.58,0,28.457905,0,98.9,98.9,142.8,7,21,1286800,241,0
-0.57,-0.48,-0.65,0,27.956558,0,59.2,59.2,142.8,7,21,1286900,241,0
-0.63,-0.31,-0.89,0,26.119331,0,40.1,40.1,121,7,21,1287000,241,0
-0.47,-0.3,-1.1,0,25.201092,0,89.1,89.1,96.7,7,21,1287100,241,0
-0.74,-0.62,-1.43,0,22.112652,0,181.8,181.8,105.2,7,21,1287200,241,0
-0.53,-0.44,-0.8,0,23.364353,0,111.9,111.9,89.1,7,21,1287300,241,0
-0.52,-0.51,-0.9,0,21.19426,0,41.4,41.4,65.7,7,21,1287400,241,0
-0.48,-0.44,-0.5,0,19.692348,0,43.7,43.7,60.8,8,21,1287500,241,0
-0.66,-0.25,-0.52,0,18.524235,0,0.2,0.2,34.7,8,21,1287600,241,0
-0.74,-0.25,-0.65,0,17.60616,0,-7.7,-7.7,-16.5,8,21,1287700,241,0
-0.77,-0.18,-1.01,0,14.853433,0,-6.4,-6.4,-88.1,8,21,1287800,241,0
-0.2,-0.28,-0.76,0,13.936187,0,-6,-6,-134.6,8,21,1287900,241,0
0.03,-0.35,-0.83,0,10.850583,0,64.1,64.1,-91.6,8,21,1288000,241,0
0.11,-0.62,-1.12,0,11.18443,0,60.8,60.8,-85.4,8,21,1288100,241,0
-0.15,-1.01,-1.23,0,9.433737,0,-17.3,-17.3,-73.9,8,21,1288200,241,0
-0.4,-0.86,-0.88,0,9.433737,0,-61.3,-61.3,-62.3,8,21,1288300,241,0
-0.09,-0.62,-0.84,0,6.6831694,0,-104.3,-104.3,-46.3,8,21,1288400,241,0
0.1,-0.35,-1.34,0,3.932825,0,-36.3,-36.3,-21.9,8,21,1288500,242,0
0.7,-1.2,-2.27,0,4.8496933,0,-21,-21,-44.8,8,21,1288600,242,0
0,-0.55,-0.68,0,3.5997124,0,34.7,34.7,15.5,8,21,1288700,242,0
1.02,-1.26,-0.88,0,4.8496933,0,-0.1,-0.1,0.8,8,21,1288800,242,0
0.27,-0.38,-0.78,0,4.8496933,0,-32,-32,-37.3,8,21,1288900,242,0
-0.13,-0.2,-0.84,0,3.932825,0,-4.7,-4.7,2.5,8,21,1289000,242,0
0.19,-0.49,-0.85,0,4.8496933,0,13.8,13.8,26.5,8,21,1289100,242,0
0.3,-0.63,-0.83,0,4.8496933,0,-5.7,-5.7,2.4,8,21,1289200,242,0
0.04,-0.44,-0.84,0,4.8496933,0,-11.4,-11.4,-3,8,21,1289300,242,0
0.15,-0.43,-0.84,0,4.8496933,0,-1,-1,2.5,8,21,1289400,242,0
0.17,-0.55,-0.83,0,4.8496933,0,-3.8,-3.8,2.5,8,21,1289500,242,0
0.11,-0.44,-0.84,0,5.766139,0,-5.2,-5.2,2.1,8,21,1289600,242,0
0.15,-0.51,-0.84,0,4.8496933,0,-1.6,-1.6,2.2,8,21,1289700,242,0
0.16,-0.49,-0.83,0,3.932825,0,-5.5,-5.5,2.2,8,21,1289800,242,0
0.13,-0.47,-0.84,0,4.8496933,0,-2.8,-2.8,2.4,8,21,1289900,242,0
0.16,-0.5,-0.84,0,5.182846,0,-4.5,-4.5,2.2,8,21,1290000,242,0
0.13,-0.47,-0.84,0,4.266451,0,-4,-4,2.4,8,21,1290100,242,0
0.15,-0.49,-0.83,0,4.8496933,0,-3.8,-3.8,2.4,8,21,1290200,242,0
0.14,-0.48,-0.83,0,4.8496933,0,-4.3,-4.3,2.3,8,21,1290300,242,0
0.13,-0.49,-0.83,0,4.8496933,0,-3.9,-3.9,2.4,8,21,1290400,242,0
0.15,-0.48,-0.83,0,4.8496933,0,-4.1,-4.1,2.5,8,21,1290500,242,0
0.12,-0.5,-0.84,0,4.8496933,0,-3.7,-3.7,2.4,8,21,1290600,242,0
0.14,-0.48,-0.83,0,4.8496933,0,-4.2,-4.2,2.2,8,21,1290700,242,0
0.12,-0.49,-0.83,0,3.932825,0,-3.2,-3.2,2.4,8,21,1290800,242,0
0.15,-0.49,-0.83,0,4.8496933,0,-4.1,-4.1,2.4,8,21,1290900,242,0
0.12,-0.48,-0.84,0,4.8496933,0,-3.4,-3.4,2.4,8,21,1291000,242,0
0.16,-0.48,-0.84,0,5.182846,0,-4,-4,2.3,8,21,1291100,242,0
0.14,-0.48,-0.84,0,4.8496933,0,-3.7,-3.7,2.4,8,21,1291200,242,0
0.15,-0.48,-0.83,0,5.182846,0,-4,-4,2.4,8,21,1291300,242,0
0.14,-0.48,-0.84,0,5.766139,0,-3.8,-3.8,2.4,8,21,1291400,242,0
0.14,-0.48,-0.84,0,5.182846,0,-3.8,-3.8,2.5,8,21,1291500,242,0
0.15,-0.48,-0.83,0,3.932825,0,-3.9,-3.9,2.4,8,21,1291600,242,0
0.14,-0.48,-0.84,0,4.8496933,0,-4.1,-4.1,2.3,8,21,1291700,242,0
0.14,-0.49,-0.83,0,5.766139,0,-3.9,-3.9,2.4,8,21,1291800,242,0
0.13,-0.49,-0.83,0,4.266451,0,-4,-4,2.5,8,21,1291900,242,0
0.15,-0.48,-0.84,0,5.182846,0,-3.8,-3.8,2.2,8,21,1292000,242,0
0.14,-0.49,-0.83,0,4.266451,0,-4.1,-4.1,2.4,8,21,1292100,242,0
0.14,-0.48,-0.83,0,5.182846,0,-3.7,-3.7,2.2,8,21,1292200,243,0
0.14,-0.49,-0.83,0,4.8496933,0,-3.8,-3.8,2.4,8,21,1292300,243,0
0.15,-0.48,-0.84,0,4.8496933,0,-4.1,-4.1,2.4,8,21,1292400,243,0
0.14,-0.48,-0.83,0,4.8496933,0,-3.8,-3.8,2.2,8,21,1292500,243,0
0.15,-0.48,-0.84,0,5.182846,0,-4,-4,2.2,8,21,1292600,243,0
0.14,-0.49,-0.84,0,5.182846,0,-3.7,-3.7,2.4,8,21,1292700,243,0
0.15,-0.48,-0.84,0,3.932825,0,-4.1,-4.1,2.5,8,21,1292800,243,0
0.14,-0.48,-0.83,0,3.932825,0,-3.7,-3.7,2.4,8,21,1292900,243,0
0.15,-0.48,-0.83,0,5.182846,0,-3.8,-3.8,2.4,8,21,1293000,243,0
0.14,-0.48,-0.83,0,5.182846,0,-3.9,-3.9,2.4,8,21,1293100,243,0
0.15,-0.49,-0.84,0,5.182846,0,-3.8,-3.8,2.3,8,21,1293200,243,0
0.14,-0.48,-0.83,0,5.182846,0,-3.8,-3.8,2.4,8,21,1293300,243,0
0.16,-0.48,-0.83,0,4.266451,0,-3.8,-3.8,2.2,8,21,1293400,243,0
0.14,-0.49,-0.84,0,5.182846,0,-4.1,-4.1,2.4,8,21,1293500,243,0
0.15,-0.48,-0.84,0,5.182846,0,-3.8,-3.8,2.4,8,21,1293600,243,0
0.14,-0.48,-0.83,0,4.8496933,0,-3.9,-3.9,2.4,8,21,1293700,243,0
0.14,-0.48,-0.83,0,3.932825,0,-3.7,-3.7,2.4,8,21,1293800,243,0
0.15,-0.48,-0.83,0,3.932825,0,-4,-4,2.4,8,21,1293900,243,0
0.14,-0.48,-0.83,0,6.099824,0,-3.9,-3.9,2.4,8,21,1294000,243,0
0.14,-0.49,-0.84,0,3.932825,0,-4,-4,2.2,8,21,1294100,243,0
0.15,-0.48,-0.83,0,4.266451,0,-3.9,-3.9,2.3,8,21,1294200,243,0
0.13,-0.49,-0.83,0,5.182846,0,-4,-4,2.4,8,21,1294300,243,0
0.16,-0.48,-0.83,0,5.182846,0,-3.8,-3.8,2.3,8,21,1294400,243,0
0.13,-0.49,-0.83,0,5.182846,0,-3.7,-3.7,2.2,8,21,1294500,243,0
0.16,-0.48,-0.83,0,5.182846,0,-4,-4,2.4,8,21,1294600,243,0
0.13,-0.48,-0.83,0,4.8496933,0,-3.8,-3.8,2.4,8,21,1294700,243,0
0.15,-0.48,-0.83,0,5.182846,0,-3.9,-3.9,2.2,8,21,1294800,243,0
0.13,-0.49,-0.83,0,4.266451,0,-3.7,-3.7,2.3,8,21,1294900,243,0
0.15,-0.48,-0.83,0,4.8496933,0,-4,-4,2.4,8,21,1295000,243,0
0.14,-0.49,-0.83,0,4.8496933,0,-3.8,-3.8,2.5,8,21,1295100,243,0
0.14,-0.49,-0.83,0,5.182846,0,-3.9,-3.9,2.3,8,21,1295200,243,0
0.15,-0.48,-0.84,0,4.8496933,0,-4,-4,2.4,8,21,1295300,243,0
0.13,-0.49,-0.83,0,4.8496933,0,-4,-4,2.3,8,21,1295400,243,0
0.15,-0.47,-0.84,0,5.182846,0,-3.6,-3.6,2.4,8,21,1295500,243,0
0.14,-0.5,-0.84,0,5.182846,0,-3.6,-3.6,2.4,8,21,1295600,243,0
0.15,-0.48,-0.83,0,4.8496933,0,-4.5,-4.5,2.4,8,21,1295700,244,0
0.14,-0.48,-0.83,0,5.766139,0,-3.5,-3.5,2.2,8,21,1295800,244,0
0.14,-0.48,-0.84,0,4.8496933,0,-4.3,-4.3,2.4,8,21,1295900,244,0
0.15,-0.48,-0.83,0,6.099824,0,-3.4,-3.4,2.4,8,21,1296000,244,0
0.14,-0.49,-0.84,0,4.266451,0,-4.3,-4.3,2.2,8,21,1296100,244,0
0.15,-0.47,-0.83,0,4.266451,0,-3.7,-3.7,2.4,8,21,1296200,244,0
0.14,-0.49,-0.84,0,3.932825,0,-3.7,-3.7,2.5,8,21,1296300,244,0
0.15,-0.48,-0.83,0,5.182846,0,-4.1,-4.1,2.4,8,21,1296400,244,0
0.14,-0.48,-0.83,0,4.8496933,0,-3.8,-3.8,2.3,8,21,1296500,244,0
0.15,-0.48,-0.83,0,5.182846,0,-3.8,-3.8,2.3,8,21,1296600,244,0
0.15,-0.49,-0.84,0,4.8496933,0,-3.8,-3.8,2.4,8,21,1296700,244,0
0.14,-0.48,-0.84,0,4.8496933,0,-3.7,-3.7,2.4,8,21,1296800,244,0
0.15,-0.48,-0.83,0,4.8496933,0,-3.8,-3.8,2.4,8,21,1296900,244,0
0.15,-0.48,-0.83,0,3.932825,0,-4,-4,2.4,8,21,1297000,244,0
0.14,-0.48,-0.83,0,4.266451,0,-4,-4,2.5,8,21,1297100,244,0
0.14,-0.49,-0.83,0,5.182846,0,-3.8,-3.8,2.2,8,21,1297200,244,0
0.15,-0.48,-0.84,0,4.266451,0,-4.1,-4.1,2.4,8,21,1297300,244,0
0.14,-0.49,-0.84,0,3.932825,0,-3.7,-3.7,2.3,8,21,1297400,244,0
0.15,-0.48,-0.84,0,3.932825,0,-4.2,-4.2,2.3,8,21,1297500,244,0
0.13,-0.48,-0.83,0,5.182846,0,-3.8,-3.8,2.4,8,21,1297600,244,0
0.15,-0.48,-0.83,0,4.8496933,0,-3.9,-3.9,2.4,8,21,1297700,244,0
0.15,-0.48,-0.83,0,4.8496933,0,-3.8,-3.8,2.4,8,21,1297800,244,0
0.15,-0.49,-0.83,0,3.932825,0,-4.1,-4.1,2.2,8,21,1297900,244,0
0.13,-0.49,-0.84,0,5.182846,0,-3.9,-3.9,2.4,8,21,1298000,244,0
0.14,-0.49,-0.84,0,4.266451,0,-3.7,-3.7,2.4,8,21,1298100,244,0
0.15,-0.48,-0.83,0,5.182846,0,-3.9,-3.9,2.3,8,21,1298200,244,0
0.15,-0.48,-0.83,0,5.182846,0,-4,-4,2.4,8,21,1298300,244,0
0.14,-0.49,-0.83,0,4.266451,0,-3.8,-3.8,2.4,8,21,1298400,244,0
0.15,-0.48,-0.83,0,3.932825,0,-3.6,-3.6,2.4,8,21,1298500,244,0
0.14,-0.48,-0.83,0,5.182846,0,-4.2,-4.2,2.4,8,21,1298600,244,0
0.14,-0.48,-0.83,0,5.182846,0,-3.4,-3.4,2.2,8,21,1298700,244,0
0.14,-0.49,-0.84,0,5.182846,0,-4,-4,2.4,8,21,1298800,244,0
0.14,-0.48,-0.83,0,5.182846,0,-3.9,-3.9,2.5,8,21,1298900,244,0
0.14,-0.49,-0.83,0,5.182846,0,-3.7,-3.7,2.3,8,21,1299000,244,0
0.15,-0.48,-0.83,0,5.182846,0,-4,-4,2.4,8,21,1299100,245,0
0.14,-0.48,-0.83,0,4.266451,0,-3.8,-3.8,2.4,8,21,1299200,245,0
0.14,-0.49,-0.84,0,4.8496933,0,-4,-4,2.4,8,21,1299300,245,0
0.15,-0.48,-0.83,0,4.266451,0,-3.8,-3.8,2.4,8,21,1299400,245,0
0.14,-0.49,-0.83,0,4.8496933,0,-3.9,-3.9,2.4,8,21,1299500,245,0
0.15,-0.49,-0.83,0,4.266451,0,-3.8,-3.8,2.3,8,21,1299600,245,0
0.14,-0.48,-0.83,0,3.932825,0,-4,-4,2.2,8,21,1299700,245,0
0.15,-0.48,-0.83,0,3.932825,0,-4.1,-4.1,2.4,8,21,1299800,245,0
0.13,-0.48,-0.83,0,5.182846,0,-3.8,-3.8,2.3,8,21,1299900,245,0
0.16,-0.48,-0.84,0,5.182846,0,-3.9,-3.9,2.3,8,21,1300000,245,0
0.13,-0.48,-0.83,0,4.8496933,0,-4.2,-4.2,2.2,8,21,1300100,245,0
0.15,-0.49,-0.83,0,4.8496933,0,-3.7,-3.7,2.3,8,21,1300200,245,0
0.14,-0.48,-0.83,0,4.8496933,0,-4,-4,2.3,8,21,1300300,245,0
0.15,-0.48,-0.83,0,4.8496933,0,-3.9,-3.9,2.5,8,21,1300400,245,0
0.14,-0.49,-0.84,0,4.8496933,0,-4,-4,2.2,8,21,1300500,245,0
0.14,-0.48,-0.83,0,4.8496933,0,-3.8,-3.8,2.2,8,21,1300600,245,0
0.15,-0.49,-0.83,0,5.182846,0,-3.9,-3.9,2.3,8,21,1300700,245,0
0.15,-0.48,-0.83,0,4.8496933,0,-4,-4,2.4,8,21,1300800,245,0
0.15,-0.48,-0.84,0,3.932825,0,-3.7,-3.7,2.3,8,21,1300900,245,0
0.14,-0.48,-0.83,0,4.8496933,0,-4,-4,2.2,8,21,1301000,245,0
0.15,-0.48,-0.83,0,3.932825,0,-3.8,-3.8,2.2,8,21,1301100,245,0
0.14,-0.48,-0.84,0,4.266451,0,-3.8,-3.8,2.4,8,21,1301200,245,0
0.14,-0.48,-0.84,0,4.8496933,0,-4.1,-4.1,2.4,8,21,1301300,245,0
0.14,-0.48,-0.83,0,4.8496933,0,-3.9,-3.9,2.2,8,21,1301400,245,0
0.14,-0.48,-0.84,0,5.182846,0,-3.9,-3.9,2.5,8,21,1301500,245,0
0.15,-0.48,-0.83,0,3.932825,0,-3.8,-3.8,2.2,8,21,1301600,245,0
0.14,-0.48,-0.83,0,4.8496933,0,-3.9,-3.9,2.4,8,21,1301700,245,0
0.14,-0.49,-0.83,0,5.182846,0,-3.9,-3.9,2.4,8,21,1301800,245,0
0.14,-0.48,-0.83,0,4.8496933,0,-4,-4,2.4,8,21,1301900,245,0
0.14,-0.48,-0.83,0,4.8496933,0,-3.5,-3.5,2.4,8,21,1302000,245,0
0.15,-0.48,-0.84,0,4.8496933,0,-4.7,-4.7,2.4,8,21,1302100,245,0
0.13,-0.48,-0.84,0,4.8496933,0,-3.3,-3.3,2.5,8,21,1302200,245,0
0.16,-0.49,-0.83,0,3.932825,0,-4.1,-4.1,2.4,8,21,1302300,245,0
