W,I,J,K,LAT,LON,ALT_MSL,ACCELX,ACCELY,ACCELZ,GYROX,GYROY,GYROZ,MAGX,MAGY,MAGZ,Time,,LAT_DEG,LON_DEG
-0.31,0.01,-0.6,0.73,422738336,-718097152,173491,0.45,0.92,-0.3,-14.46,-20.69,18.02,-0.09,-20256,-0.27,17:05:26,,42.2738336,-71.8097152
-0.32,0,-0.61,0.73,422738336,-718097152,173410,0.54,1.06,-0.3,-9.52,-20.91,13.3,-0.09,-20496,-0.27,17:05:26,,42.2738336,-71.8097152
-0.32,0,-0.62,0.72,422738368,-718097152,173420,0.58,1.12,-0.2,-30.4,-15.54,0.84,-0.1,-19640,-0.25,17:05:26,,42.2738368,-71.8097152
-0.32,0,-0.63,0.71,422738368,-718097152,173420,0.51,0.96,-0.01,-3.73,-21.11,-5.8,-0.1,-20120,-0.26,17:05:26,,42.2738368,-71.8097152
-0.32,0,-0.64,0.7,422738368,-718097088,173435,0.41,0.85,-0.12,-8.45,-32.36,-4.64,-0.1,-20448,-0.26,17:05:26,,42.2738368,-71.8097088
-0.32,0.01,-0.64,0.7,422738368,-718097088,173449,0.43,0.96,-0.08,-22.2,-49.68,3.61,-0.1,-20496,-0.26,17:05:26,,42.2738368,-71.8097088
-0.34,0.01,-0.64,0.69,422738368,-718097088,173461,0.43,0.76,-0.17,-30.21,-47.3,0.4,-0.1,-20928,-0.26,17:05:26,,42.2738368,-71.8097088
-0.35,0.02,-0.64,0.69,422738368,-718097088,173461,0.34,0.71,-0.21,-23.32,-33.53,-14.37,-0.1,-21072,-0.26,17:05:26,,42.2738368,-71.8097088
-0.35,0.04,-0.63,0.69,422738368,-718097088,173487,0.28,0.71,-0.23,-20.06,-30.77,-15.14,-0.09,-21552,-0.27,17:05:26,,42.2738368,-71.8097088
-0.36,0.05,-0.62,0.7,422738400,-718097088,173581,0.22,0.69,-0.31,-15.42,-28.25,-13.04,-0.1,-21864,-0.27,17:05:26,,42.27384,-71.8097088
-0.36,0.06,-0.61,0.7,422738400,-718097088,173600,0.26,0.78,-0.27,-13.76,-24.97,-9.92,-0.09,-22008,-0.27,17:05:26,,42.27384,-71.8097088
-0.36,0.07,-0.61,0.7,422738400,-718097088,173600,0.31,0.89,-0.24,-5.57,-20.84,-7.87,-0.09,-21936,-0.27,17:05:26,,42.27384,-71.8097088
-0.36,0.08,-0.61,0.7,422738400,-718097088,173588,0.33,1.01,-0.21,5.13,-21.66,-8.92,-0.09,-22376,-0.27,17:05:26,,42.27384,-71.8097088
-0.36,0.09,-0.61,0.7,422738432,-718097088,173580,0.35,1.17,-0.3,9.28,-19.39,-12.72,-0.09,-23016,-0.27,17:05:26,,42.2738432,-71.8097088
-0.36,0.09,-0.61,0.7,422738432,-718097088,173580,0.4,1.22,-0.22,13.71,-14.65,-12.73,-0.09,-23448,-0.28,17:05:26,,42.2738432,-71.8097088
-0.36,0.09,-0.59,0.72,422738432,-718097088,173477,0.34,1.11,-0.5,45.46,8.23,-16.28,-0.09,-23936,-0.27,17:05:26,,42.2738432,-71.8097088
-0.35,0.1,-0.59,0.72,422738432,-718097088,173464,0.18,1.14,-0.31,15.32,13.24,-7.58,-0.09,-24096,-0.28,17:05:26,,42.2738432,-71.8097088
-0.34,0.11,-0.6,0.72,422738432,-718097088,173464,0.19,1.06,-0.17,3.08,15.17,-7.88,-0.09,-24032,-0.28,17:05:26,,42.2738432,-71.8097088
-0.33,0.12,-0.61,0.71,422738432,-718097088,173461,0.2,1.07,-0.12,-13.14,20.42,-8.01,-0.09,-23656,-0.28,17:05:26,,42.2738432,-71.8097088
-0.33,0.12,-0.62,0.7,422738432,-718097088,173465,0.24,0.92,-0.13,-15.69,36.06,-1.41,-0.09,-23088,-0.28,17:05:27,,42.2738432,-71.8097088
-0.32,0.11,-0.63,0.7,422738432,-718097088,173441,0.24,0.82,-0.17,-2.61,53.98,4.36,-0.09,-22144,-0.27,17:05:27,,42.2738432,-71.8097088
-0.32,0.09,-0.62,0.71,422738464,-718097088,173458,0.21,0.7,-0.21,4.52,53.85,0.51,-0.09,-21680,-0.27,17:05:27,,42.2738464,-71.8097088
-0.31,0.08,-0.62,0.72,422738464,-718097088,173471,0.19,0.77,-0.26,1.69,47.45,-0.88,-0.09,-20904,-0.27,17:05:27,,42.2738464,-71.8097088
-0.31,0.07,-0.61,0.72,422738464,-718097088,173471,0.25,0.72,-0.25,11.31,34.54,8.41,-0.09,-20696,-0.27,17:05:27,,42.2738464,-71.8097088
-0.31,0.06,-0.62,0.72,422738464,-718097088,173479,0.29,0.86,-0.18,10.97,23.31,9.81,-0.09,-20576,-0.27,17:05:27,,42.2738464,-71.8097088
-0.31,0.06,-0.62,0.72,422738496,-718097088,173489,0.34,0.99,-0.17,14.69,5.6,14.73,-0.09,-20680,-0.27,17:05:27,,42.2738496,-71.8097088
-0.31,0.06,-0.62,0.72,422738496,-718097152,173503,0.4,1.07,-0.24,6.5,-8.9,10.56,-0.1,-20576,-0.26,17:05:27,,42.2738496,-71.8097152
-0.32,0.05,-0.62,0.72,422738496,-718097152,173503,0.49,1.12,-0.31,14.98,-15.27,4.43,-0.1,-20848,-0.26,17:05:27,,42.2738496,-71.8097152
-0.33,0.04,-0.61,0.72,422738528,-718097152,173515,0.53,1.07,-0.4,-2.88,-16.45,-0.87,-0.1,-21304,-0.27,17:05:27,,42.2738528,-71.8097152
-0.33,0.04,-0.62,0.71,422738528,-718097152,173546,0.51,1.1,-0.14,-2.85,-17.88,0.43,-0.09,-21576,-0.27,17:05:27,,42.2738528,-71.8097152
-0.33,0.03,-0.63,0.7,422738528,-718097152,173579,0.45,0.97,-0.1,-0.28,-13.22,3.37,-0.1,-21600,-0.27,17:05:27,,42.2738528,-71.8097152
-0.32,0.03,-0.64,0.7,422738528,-718097152,173579,0.41,1,-0.01,-15.75,-14.98,5.89,-0.09,-21672,-0.27,17:05:27,,42.2738528,-71.8097152
-0.32,0.04,-0.65,0.69,422738560,-718097152,173633,0.35,0.85,-0.14,-18.26,-23.14,0.81,-0.1,-21624,-0.26,17:05:27,,42.273856,-71.8097152
-0.33,0.04,-0.64,0.69,422738560,-718097152,173792,0.27,0.66,-0.18,-15.55,-27.98,-5.16,-0.1,-21720,-0.26,17:05:27,,42.273856,-71.8097152
-0.33,0.05,-0.63,0.69,422738560,-718097152,173829,0.22,0.63,-0.18,-15.38,-24.99,-3.86,-0.09,-22208,-0.27,17:05:27,,42.273856,-71.8097152
-0.34,0.06,-0.62,0.7,422738560,-718097152,173829,0.21,0.61,-0.27,-2.31,-20.88,7.29,-0.1,-22280,-0.27,17:05:27,,42.273856,-71.8097152
-0.35,0.06,-0.61,0.71,422738560,-718097152,173842,0.24,0.68,-0.31,-5.69,-18.68,7.7,-0.1,-22288,-0.27,17:05:27,,42.273856,-71.8097152
-0.36,0.06,-0.6,0.71,422738560,-718097152,173857,0.31,0.85,-0.3,-4.78,-14.46,5.19,-0.1,-22208,-0.26,17:05:27,,42.273856,-71.8097152
-0.36,0.07,-0.6,0.71,422738592,-718097152,173840,0.34,0.92,-0.31,4.65,-7.24,-3.05,-0.09,-22728,-0.27,17:05:27,,42.2738592,-71.8097152
-0.36,0.07,-0.6,0.72,422738592,-718097152,173840,0.35,1.07,-0.35,2.4,-7.52,-15.02,-0.09,-22808,-0.27,17:05:27,,42.2738592,-71.8097152
-0.35,0.07,-0.6,0.71,422738592,-718097152,173821,0.43,1.18,-0.28,0.33,-8.43,-20.76,-0.09,-23272,-0.27,17:05:27,,42.2738592,-71.8097152
-0.35,0.08,-0.59,0.73,422738592,-718097152,173874,0.36,1.15,-0.49,39.38,0.27,-24.99,-0.09,-24120,-0.28,17:05:27,,42.2738592,-71.8097152
-0.35,0.08,-0.58,0.73,422738592,-718097152,173953,0.29,1.16,-0.34,55.1,-2.31,-19.61,-0.09,-24816,-0.28,17:05:27,,42.2738592,-71.8097152
-0.34,0.1,-0.58,0.73,422738592,-718097152,173953,0.12,1.05,-0.2,27.2,6.39,-8.68,-0.09,-25000,-0.28,17:05:27,,42.2738592,-71.8097152
-0.33,0.11,-0.59,0.73,422738592,-718097152,174041,0.15,1.02,-0.21,8.87,16.12,-5.93,-0.09,-24576,-0.28,17:05:27,,42.2738592,-71.8097152
-0.33,0.1,-0.59,0.73,422738592,-718097152,174149,0.19,0.93,-0.25,-0.01,34.99,7.35,-0.09,-24120,-0.28,17:05:28,,42.2738592,-71.8097152
-0.32,0.09,-0.59,0.73,422738624,-718097152,174236,0.2,0.79,-0.25,1.98,56.81,12.75,-0.09,-23320,-0.27,17:05:28,,42.2738624,-71.8097152
-0.32,0.08,-0.6,0.73,422738624,-718097152,174359,0.24,0.64,-0.2,-0.82,58.52,8.02,-0.09,-22560,-0.27,17:05:28,,42.2738624,-71.8097152
-0.31,0.06,-0.6,0.73,422738624,-718097152,174359,0.23,0.65,-0.23,8.64,45.32,11.23,-0.09,-21584,-0.27,17:05:28,,42.2738624,-71.8097152
-0.31,0.05,-0.6,0.74,422738624,-718097152,174400,0.24,0.69,-0.23,6.87,36.27,10.05,-0.1,-21312,-0.26,17:05:28,,42.2738624,-71.8097152
-0.31,0.04,-0.6,0.74,422738624,-718097152,174421,0.31,0.81,-0.25,7.9,17.26,9.15,-0.09,-21280,-0.27,17:05:28,,42.2738624,-71.8097152
-0.32,0.04,-0.6,0.74,422738656,-718097152,174438,0.35,0.93,-0.28,6.05,3.46,6.62,-0.09,-21416,-0.27,17:05:28,,42.2738656,-71.8097152
-0.32,0.04,-0.6,0.73,422738656,-718097216,174448,0.46,1.06,-0.33,8.38,-2.56,7.82,-0.1,-21304,-0.26,17:05:28,,42.2738656,-71.8097216
-0.33,0.03,-0.59,0.74,422738656,-718097216,174448,0.54,1.11,-0.44,7.84,-7.69,5.22,-0.1,-21112,-0.26,17:05:28,,42.2738656,-71.8097216
-0.33,0.03,-0.59,0.73,422738656,-718097216,174446,0.53,1.1,-0.36,-11.49,-17.21,-1.24,-0.1,-21384,-0.26,17:05:28,,42.2738656,-71.8097216
-0.32,0.02,-0.61,0.73,422738656,-718097216,174521,0.52,1.1,-0.07,18.65,-31.12,0.73,-0.1,-22256,-0.27,17:05:28,,42.2738656,-71.8097216
-0.32,0.01,-0.62,0.72,422738688,-718097216,174593,0.44,0.89,-0.07,9.69,-28.29,8.36,-0.1,-22648,-0.26,17:05:28,,42.2738688,-71.8097216
-0.33,0.02,-0.62,0.71,422738688,-718097216,174593,0.42,0.92,-0.17,-11.15,-31.15,9.25,-0.1,-23056,-0.26,17:05:28,,42.2738688,-71.8097216
-0.34,0.02,-0.62,0.71,422738688,-718097216,174791,0.41,0.83,-0.22,-17.4,-33.35,5.44,-0.1,-23024,-0.27,17:05:28,,42.2738688,-71.8097216
-0.35,0.03,-0.62,0.7,422738688,-718097216,174895,0.34,0.7,-0.25,-38.81,-32.43,-7.65,-0.1,-22896,-0.26,17:05:28,,42.2738688,-71.8097216
-0.37,0.04,-0.6,0.71,422738688,-718097216,174958,0.27,0.65,-0.36,-12.09,-32.58,-6.36,-0.1,-23112,-0.26,17:05:28,,42.2738688,-71.8097216
-0.38,0.06,-0.58,0.72,422738688,-718097216,174958,0.23,0.68,-0.4,7.74,-27.66,-2.87,-0.1,-23848,-0.27,17:05:28,,42.2738688,-71.8097216
-0.38,0.07,-0.58,0.72,422738688,-718097216,175026,0.25,0.75,-0.27,-3.59,-25.77,1.19,-0.09,-24248,-0.27,17:05:28,,42.2738688,-71.8097216
-0.39,0.07,-0.57,0.72,422738720,-718097216,175072,0.3,0.78,-0.34,4.43,-20.81,2.2,-0.09,-24320,-0.27,17:05:28,,42.273872,-71.8097216
-0.39,0.07,-0.57,0.72,422738720,-718097216,175110,0.29,0.86,-0.36,6.8,-21.8,-2.43,-0.09,-24848,-0.27,17:05:28,,42.273872,-71.8097216
-0.39,0.08,-0.56,0.72,422738720,-718097216,175110,0.37,0.97,-0.39,6.07,-19.85,-12.49,-0.09,-25000,-0.27,17:05:28,,42.273872,-71.8097216
-0.39,0.08,-0.56,0.73,422738720,-718097216,175111,0.38,1,-0.47,7.26,-17.27,-16.79,-0.09,-25536,-0.27,17:05:28,,42.273872,-71.8097216
-0.39,0.08,-0.55,0.74,422738720,-718097216,175133,0.4,1.07,-0.59,26.96,-9.4,-13.74,-0.09,-25976,-0.27,17:05:28,,42.273872,-71.8097216
-0.39,0.09,-0.54,0.74,422738720,-718097216,175169,0.27,1.28,-0.52,30.24,-1.81,-14.88,-0.09,-26672,-0.28,17:05:28,,42.273872,-71.8097216
-0.38,0.11,-0.55,0.73,422738720,-718097216,175169,0.16,1.15,-0.18,28.05,2.6,-14.63,-0.09,-26776,-0.28,17:05:28,,42.273872,-71.8097216
-0.37,0.12,-0.56,0.73,422738752,-718097216,175206,0.14,1.01,-0.2,19.33,16.3,-6.53,-0.09,-26824,-0.28,17:05:28,,42.2738752,-71.8097216
-0.36,0.11,-0.56,0.73,422738752,-718097216,175223,0.22,0.87,-0.36,2.86,28.9,11.66,-0.09,-26216,-0.27,17:05:29,,42.2738752,-71.8097216
-0.36,0.1,-0.56,0.74,422738752,-718097216,175269,0.27,0.78,-0.36,-4.85,45.03,14.43,-0.09,-25632,-0.27,17:05:29,,42.2738752,-71.8097216
-0.36,0.08,-0.56,0.74,422738752,-718097216,175330,0.26,0.65,-0.31,-0.45,47.72,12.46,-0.09,-25152,-0.27,17:05:29,,42.2738752,-71.8097216
-0.36,0.07,-0.57,0.74,422738752,-718097216,175330,0.24,0.6,-0.24,1.26,41.47,10.08,-0.09,-24616,-0.27,17:05:29,,42.2738752,-71.8097216
-0.36,0.06,-0.57,0.73,422738752,-718097216,175330,0.25,0.65,-0.21,6.02,36.31,11.29,-0.1,-24080,-0.26,17:05:29,,42.2738752,-71.8097216
-0.36,0.05,-0.57,0.74,422738752,-718097216,175374,0.27,0.67,-0.28,11.28,21.37,11.27,-0.1,-23648,-0.26,17:05:29,,42.2738752,-71.8097216
-0.36,0.05,-0.57,0.74,422738784,-718097216,175405,0.3,0.74,-0.33,8.48,6.52,10.44,-0.1,-23696,-0.26,17:05:29,,42.2738784,-71.8097216
-0.36,0.05,-0.57,0.73,422738784,-718097216,175405,0.4,0.92,-0.35,-18.51,-5.38,8.13,-0.1,-23368,-0.26,17:05:29,,42.2738784,-71.8097216
-0.37,0.04,-0.57,0.73,422738784,-718097216,175379,0.54,1.02,-0.43,-18.2,-5.3,3.13,-0.1,-23288,-0.26,17:05:29,,42.2738784,-71.8097216
-0.38,0.03,-0.56,0.74,422738784,-718097216,175402,0.53,0.94,-0.68,0.17,-8.74,-0.59,-0.1,-23496,-0.26,17:05:29,,42.2738784,-71.8097216
-0.38,0.03,-0.56,0.74,422738784,-718097216,175426,0.54,1.1,-0.48,-6.65,-17.26,-2.79,-0.1,-23832,-0.26,17:05:29,,42.2738784,-71.8097216
-0.37,0.03,-0.58,0.73,422738784,-718097216,175426,0.49,1,-0.11,-0.51,-29.08,12.25,-0.1,-23984,-0.26,17:05:29,,42.2738784,-71.8097216
-0.37,0.02,-0.58,0.72,422738784,-718097216,175504,0.47,0.87,-0.21,5.29,-29.17,10.3,-0.1,-24536,-0.26,17:05:29,,42.2738784,-71.8097216
-0.37,0.02,-0.6,0.71,422738784,-718097216,175588,0.44,0.91,-0.17,-35.58,-27.57,15.23,-0.1,-24024,-0.26,17:05:29,,42.2738784,-71.8097216
-0.38,0.02,-0.6,0.7,422738784,-718097216,175676,0.43,0.76,-0.24,-19.93,-27.41,15.62,-0.1,-24152,-0.26,17:05:29,,42.2738784,-71.8097216
-0.39,0.03,-0.59,0.7,422738784,-718097216,175676,0.32,0.59,-0.29,-26.53,-21.02,0.87,-0.1,-23960,-0.26,17:05:29,,42.2738784,-71.8097216
-0.39,0.04,-0.59,0.71,422738784,-718097216,175863,0.25,0.65,-0.23,-3.04,-10.45,-9.2,-0.1,-24248,-0.26,17:05:29,,42.2738784,-71.8097216
-0.39,0.05,-0.58,0.71,422738784,-718097216,175921,0.23,0.6,-0.27,3.28,-12.29,-6.88,-0.1,-24376,-0.26,17:05:29,,42.2738784,-71.8097216
-0.39,0.06,-0.58,0.71,422738784,-718097216,175954,0.22,0.64,-0.28,-26.47,-12.87,-3.53,-0.1,-24720,-0.27,17:05:29,,42.2738784,-71.8097216
-0.39,0.06,-0.58,0.71,422738784,-718097216,175954,0.32,0.81,-0.32,-23.8,-12.96,-1.64,-0.1,-24192,-0.26,17:05:29,,42.2738784,-71.8097216
-0.4,0.06,-0.57,0.71,422738816,-718097216,175943,0.38,0.87,-0.42,-9.11,-9.06,-5.14,-0.1,-24112,-0.26,17:05:29,,42.2738816,-71.8097216
-0.39,0.07,-0.58,0.71,422738816,-718097216,175977,0.38,1.08,-0.34,-10.11,-10.87,-9.11,-0.1,-24336,-0.26,17:05:29,,42.2738816,-71.8097216
-0.39,0.07,-0.57,0.71,422738816,-718097216,175977,0.45,1.03,-0.45,-11.18,-13.34,-15.08,-0.09,-24512,-0.27,17:05:29,,42.2738816,-71.8097216
-0.39,0.07,-0.57,0.72,422738816,-718097216,176017,0.5,1.14,-0.47,7.36,-12.11,-22.9,-0.09,-25056,-0.28,17:05:29,,42.2738816,-71.8097216
-0.39,0.08,-0.56,0.73,422738816,-718097216,176069,0.35,1.06,-0.46,45.6,-3.94,-18.53,-0.09,-25792,-0.27,17:05:29,,42.2738816,-71.8097216
-0.38,0.08,-0.56,0.73,422738816,-718097216,176069,0.27,1.14,-0.36,60.41,-1.4,-24.05,-0.09,-27008,-0.27,17:05:29,,42.2738816,-71.8097216
-0.37,0.1,-0.56,0.73,422738816,-718097216,176108,0.13,1.1,-0.23,37.42,3.33,-21.18,-0.08,-27616,-0.28,17:05:29,,42.2738816,-71.8097216
-0.36,0.11,-0.56,0.74,422738848,-718097216,176176,0.12,0.92,-0.3,16.79,15.32,-15.61,-0.09,-27592,-0.28,17:05:30,,42.2738848,-71.8097216
-0.35,0.11,-0.57,0.74,422738848,-718097216,176323,0.21,0.92,-0.3,-16.23,28.4,7.62,-0.09,-26600,-0.28,17:05:30,,42.2738848,-71.8097216
-0.35,0.1,-0.57,0.74,422738848,-718097216,176323,0.24,0.83,-0.31,-15.11,36.56,10.41,-0.09,-25792,-0.27,17:05:30,,42.2738848,-71.8097216
-0.35,0.09,-0.58,0.73,422738848,-718097216,176394,0.28,0.71,-0.28,-20.17,52.25,6.54,-0.09,-25728,-0.28,17:05:30,,42.2738848,-71.8097216
-0.35,0.07,-0.58,0.73,422738848,-718097216,176453,0.26,0.65,-0.26,-6.19,50.84,9.77,-0.09,-24800,-0.28,17:05:30,,42.2738848,-71.8097216
-0.35,0.06,-0.58,0.74,422738848,-718097216,176453,0.25,0.63,-0.27,0.48,39.73,12.26,-0.09,-24120,-0.27,17:05:30,,42.2738848,-71.8097216
-0.34,0.05,-0.58,0.74,422738848,-718097216,176469,0.26,0.7,-0.28,1.92,32.11,10.99,-0.09,-23888,-0.27,17:05:30,,42.2738848,-71.8097216
-0.34,0.05,-0.58,0.74,422738848,-718097216,176502,0.31,0.8,-0.29,-1.89,16.04,12.03,-0.09,-23760,-0.27,17:05:30,,42.2738848,-71.8097216
-0.35,0.04,-0.58,0.74,422738848,-718097216,176477,0.37,0.87,-0.35,11.02,4.81,8.26,-0.09,-23336,-0.27,17:05:30,,42.2738848,-71.8097216
-0.35,0.04,-0.58,0.73,422738848,-718097216,176477,0.47,0.99,-0.39,-7.73,-2.5,7.76,-0.1,-22792,-0.26,17:05:30,,42.2738848,-71.8097216
-0.36,0.03,-0.58,0.73,422738880,-718097216,176517,0.54,1.06,-0.44,-26.43,-3.62,4.96,-0.1,-22840,-0.26,17:05:30,,42.273888,-71.8097216
-0.37,0.03,-0.57,0.73,422738880,-718097216,176587,0.6,1.04,-0.61,-11.74,-17.01,5.03,-0.1,-23112,-0.26,17:05:30,,42.273888,-71.8097216
-0.36,0.02,-0.58,0.73,422738880,-718097216,176587,0.62,1.25,-0.31,-20.8,-24.13,-4.63,-0.1,-23280,-0.26,17:05:30,,42.273888,-71.8097216
-0.36,0.02,-0.6,0.71,422738880,-718097216,176696,0.53,1.04,-0.12,-27.46,-32.39,2.53,-0.1,-23424,-0.26,17:05:30,,42.273888,-71.8097216
-0.35,0.02,-0.62,0.7,422738880,-718097216,176786,0.44,0.87,-0.04,-27.21,-34.73,13.79,-0.1,-23368,-0.26,17:05:30,,42.273888,-71.8097216
-0.35,0.02,-0.62,0.7,422738880,-718097216,176875,0.42,0.94,-0.14,-12.58,-41.25,14.51,-0.1,-23560,-0.26,17:05:30,,42.273888,-71.8097216
-0.37,0.03,-0.62,0.69,422738880,-718097216,176875,0.38,0.75,-0.25,-11.31,-47.22,14.78,-0.1,-24064,-0.26,17:05:30,,42.273888,-71.8097216
-0.39,0.04,-0.61,0.69,422738912,-718097152,176959,0.32,0.61,-0.29,-20.51,-40.58,5.78,-0.1,-24424,-0.26,17:05:30,,42.2738912,-71.8097152
-0.4,0.05,-0.6,0.69,422738912,-718097152,177028,0.28,0.6,-0.29,-20.42,-36.55,2.69,-0.1,-24400,-0.26,17:05:30,,42.2738912,-71.8097152
-0.41,0.06,-0.59,0.7,422738912,-718097152,177028,0.21,0.62,-0.26,-13.56,-28.1,3.26,-0.1,-24568,-0.26,17:05:30,,42.2738912,-71.8097152
-0.41,0.07,-0.58,0.7,422738912,-718097152,177061,0.23,0.68,-0.32,-10.53,-20.81,4.12,-0.1,-24768,-0.27,17:05:30,,42.2738912,-71.8097152
-0.41,0.08,-0.58,0.7,422738912,-718097152,177084,0.32,0.76,-0.31,-18.59,-14.54,-2.32,-0.1,-24744,-0.26,17:05:30,,42.2738912,-71.8097152
-0.42,0.08,-0.57,0.7,422738912,-718097152,177084,0.33,0.8,-0.35,-10.32,-11.81,-3.36,-0.1,-24584,-0.26,17:05:30,,42.2738912,-71.8097152
-0.42,0.09,-0.57,0.7,422738912,-718097152,177064,0.33,0.94,-0.39,-15.04,-12.25,-11.44,-0.1,-24808,-0.27,17:05:30,,42.2738912,-71.8097152
-0.41,0.1,-0.57,0.7,422738912,-718097152,177075,0.4,1.08,-0.37,-0.11,-11.67,-21.51,-0.1,-25040,-0.27,17:05:30,,42.2738912,-71.8097152
-0.41,0.1,-0.57,0.7,422738912,-718097152,177075,0.4,1.11,-0.37,5.9,-7.29,-27.75,-0.09,-25344,-0.27,17:05:30,,42.2738912,-71.8097152
-0.41,0.1,-0.57,0.71,422738912,-718097152,177090,0.44,1.08,-0.34,45.86,4.23,-24.54,-0.09,-26512,-0.27,17:05:30,,42.2738912,-71.8097152
-0.39,0.11,-0.57,0.72,422738912,-718097152,177090,0.21,1.3,-0.3,65.64,3.94,-21.61,-0.09,-27496,-0.27,17:05:30,,42.2738912,-71.8097152
-0.38,0.12,-0.57,0.72,422738944,-718097152,177078,0.14,1.23,-0.18,27.59,6.59,-17.85,-0.09,-27592,-0.27,17:05:30,,42.2738944,-71.8097152
-0.37,0.13,-0.58,0.72,422738944,-718097152,177078,0.15,1.02,-0.23,18.06,22.56,-9.55,-0.09,-27368,-0.27,17:05:30,,42.2738944,-71.8097152
-0.36,0.12,-0.57,0.72,422738944,-718097152,177073,0.23,0.93,-0.38,3.91,38.28,17.39,-0.09,-27080,-0.27,17:05:31,,42.2738944,-71.8097152
-0.36,0.1,-0.57,0.73,422738944,-718097152,177079,0.26,0.82,-0.38,0.31,47.03,24.21,-0.09,-26504,-0.27,17:05:31,,42.2738944,-71.8097152
-0.36,0.08,-0.57,0.73,422738944,-718097152,177079,0.3,0.72,-0.33,0.41,55.43,18.71,-0.09,-25904,-0.27,17:05:31,,42.2738944,-71.8097152
-0.36,0.06,-0.57,0.74,422738944,-718097088,177100,0.27,0.62,-0.27,14.12,49.91,11.02,-0.1,-24928,-0.26,17:05:31,,42.2738944,-71.8097088
-0.35,0.05,-0.57,0.74,422738944,-718097088,177118,0.25,0.6,-0.26,22.37,36.96,6.68,-0.09,-25248,-0.27,17:05:31,,42.2738944,-71.8097088
-0.35,0.04,-0.57,0.75,422738944,-718097088,177118,0.25,0.65,-0.29,24.11,29.3,3.06,-0.09,-25248,-0.27,17:05:31,,42.2738944,-71.8097088
-0.35,0.03,-0.57,0.74,422738944,-718097088,177115,0.31,0.66,-0.3,-7.64,15.03,5.57,-0.09,-24920,-0.27,17:05:31,,42.2738944,-71.8097088
-0.35,0.03,-0.57,0.74,422738976,-718097088,177102,0.38,0.89,-0.35,11.66,8.51,1.93,-0.1,-24696,-0.27,17:05:31,,42.2738976,-71.8097088
-0.35,0.03,-0.57,0.75,422738976,-718097088,177102,0.42,0.94,-0.39,12.95,6.54,-2.15,-0.1,-24432,-0.26,17:05:31,,42.2738976,-71.8097088
-0.35,0.02,-0.56,0.75,422738976,-718097088,177079,0.48,1.01,-0.48,-1.17,4.43,-12.42,-0.1,-24464,-0.26,17:05:31,,42.2738976,-71.8097088
-0.35,0.02,-0.55,0.75,422738976,-718097088,177070,0.48,1.02,-0.64,3.09,-2.34,-18.68,-0.09,-25208,-0.27,17:05:31,,42.2738976,-71.8097088
-0.35,0.02,-0.57,0.75,422738976,-718097088,177042,0.5,1.11,-0.22,6.04,-17.33,-7.95,-0.09,-25240,-0.27,17:05:31,,42.2738976,-71.8097088
-0.35,0.02,-0.57,0.74,422738976,-718097088,177042,0.45,0.85,-0.25,9.39,-25.46,-2.41,-0.09,-25272,-0.27,17:05:31,,42.2738976,-71.8097088
-0.35,0.02,-0.58,0.73,422738976,-718097024,177061,0.47,0.88,-0.28,-35.03,-19.09,-5.16,-0.09,-25160,-0.27,17:05:31,,42.2738976,-71.8097024
-0.35,0.02,-0.6,0.72,422738976,-718097024,177016,0.49,0.9,-0.16,-48.12,-22.81,3.15,-0.1,-24672,-0.27,17:05:31,,42.2738976,-71.8097024
-0.36,0.02,-0.6,0.71,422738976,-718097024,177016,0.41,0.73,-0.26,-39.86,-12.49,-6.42,-0.1,-24520,-0.27,17:05:31,,42.2738976,-71.8097024
-0.37,0.03,-0.6,0.71,422739008,-718097024,177024,0.35,0.66,-0.29,-39.12,-9.39,-13.75,-0.09,-24160,-0.27,17:05:31,,42.2739008,-71.8097024
-0.37,0.04,-0.6,0.71,422739008,-718097024,177039,0.25,0.66,-0.23,-18.52,-8.6,-12.87,-0.09,-24336,-0.27,17:05:31,,42.2739008,-71.8097024
-0.38,0.05,-0.59,0.71,422739008,-718097024,177039,0.23,0.63,-0.33,-16.44,-16.19,-3.76,-0.09,-24664,-0.28,17:05:31,,42.2739008,-71.8097024
-0.39,0.06,-0.58,0.72,422739008,-718097024,177058,0.31,0.74,-0.36,-13.11,-17.75,-1.28,-0.09,-24576,-0.28,17:05:31,,42.2739008,-71.8097024
-0.39,0.06,-0.57,0.72,422739008,-718097024,177076,0.34,0.91,-0.38,4.42,-17.75,-2.42,-0.09,-24512,-0.27,17:05:31,,42.2739008,-71.8097024
-0.39,0.07,-0.57,0.72,422739008,-718096960,177055,0.33,0.94,-0.37,9.23,-15.77,-4.86,-0.09,-24936,-0.28,17:05:31,,42.2739008,-71.809696
-0.39,0.08,-0.57,0.72,422739008,-718096960,177055,0.33,1.09,-0.43,8.55,-12.14,-13.05,-0.09,-25312,-0.28,17:05:31,,42.2739008,-71.809696
-0.38,0.09,-0.57,0.72,422739008,-718096960,177063,0.3,1.28,-0.37,7.55,-3.17,-15.99,-0.09,-25568,-0.28,17:05:31,,42.2739008,-71.809696
-0.38,0.1,-0.56,0.73,422739008,-718096960,177083,0.25,1.12,-0.53,19.08,4.52,-19.38,-0.08,-26224,-0.29,17:05:31,,42.2739008,-71.809696
