state,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,rawMagX,rawMagY,rawMagZ,pressure,servoPosition,altitude,magX,magY,magZ,w,i,j,k,posX,posY,posZ,velX,velY,velZ,gpsLat,gpsLong,gpsAltAGL,gpsAltMSL,gpsVelN,gpsVelE,gpsVelD,epochTime,satellites,gpsLock,loopCount,timestamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.01,0.99,-0.33,-0.25,-0.12,-800000,-800000,-800000,1020.98,96,-64.15,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821568,-742352512,-247357,-212406,0,0,0,1715541911,0,0,31492,790953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.02,1,-0.05,-0.39,-0.07,-800000,-800000,-800000,1020.97,93,-64.06,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821568,-742352512,-247357,-212406,0,0,0,1715541911,0,0,31493,790978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.01,1.01,0.32,0.34,0.04,-800000,-800000,-800000,1020.97,93,-64.06,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821568,-742352512,-247357,-212406,0,0,0,1715541911,0,0,31494,791003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0,1.01,-0.04,0.48,0.04,-800000,-800000,-800000,1021.03,97,-64.6,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821568,-742352512,-247357,-212406,0,0,0,1715541911,0,0,31495,791028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0,0.99,-0.52,-0.18,-0.05,-800000,-800000,-800000,1021.03,97,-64.6,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821568,-742352512,-247357,-212406,0,0,0,1715541911,0,0,31496,791053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.01,1,-0.09,-0.52,-0.14,-800000,-800000,-800000,1020.96,96,-63.98,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821568,-742352512,-247357,-212406,0,0,0,1715541911,0,0,31497,791078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.03,1.02,0.48,0.17,0.07,-800000,-800000,-800000,1020.92,93,-63.65,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821664,-742352576,-248388,-213438,0,0,0,1715541911,0,0,31498,791103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0,1.01,0.18,0.55,0.04,-800000,-800000,-800000,1020.92,96,-63.65,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821664,-742352576,-248388,-213438,0,0,0,1715541911,0,0,31499,791128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0,0.99,-0.55,-0.07,-0.12,-800000,-800000,-800000,1021,98,-64.34,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821664,-742352576,-248388,-213438,0,0,0,1715541911,0,0,31500,791153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.03,1.02,0.72,-0.26,0.08,-800000,-800000,-800000,1021.07,96,-64.87,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821664,-742352576,-248388,-213438,0,0,0,1715541911,0,0,31501,791178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.1,0.02,1.02,0.61,0.21,0.1,-800000,-800000,-800000,1021.07,95,-64.87,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821664,-742352576,-248388,-213438,0,0,0,1715541911,0,0,31502,791203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,-0.01,0.98,-0.59,0.32,-0.04,-800000,-800000,-800000,1020.96,94,-63.97,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821664,-742352576,-248388,-213438,0,0,0,1715541911,0,0,31503,791228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,-0.01,0.98,-0.75,-0.02,-0.1,-800000,-800000,-800000,1020.96,96,-63.97,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821664,-742352576,-248388,-213438,0,0,0,1715541911,0,0,31504,791253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.03,1.02,0.72,-0.32,0.04,-800000,-800000,-800000,1021.02,94,-64.47,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821664,-742352576,-248388,-213438,0,0,0,1715541911,0,0,31505,791278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.03,1.02,0.55,0.05,0.09,-800000,-800000,-800000,1021.01,95,-64.41,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821664,-742352576,-248388,-213438,0,0,0,1715541911,0,0,31506,791303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.12,-0.02,0.98,-0.78,0.31,-0.01,-800000,-800000,-800000,1021.01,95,-64.41,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821600,-742352512,-246913,-211962,0,0,0,1715541911,0,0,31507,791328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0,0.98,-0.61,0.08,-0.1,-800000,-800000,-800000,1020.99,92,-64.21,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821600,-742352512,-246913,-211962,0,0,0,1715541911,0,0,31508,791353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.03,1.02,0.79,-0.34,0.05,-800000,-800000,-800000,1020.97,97,-64.07,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821600,-742352512,-246913,-211962,0,0,0,1715541911,0,0,31509,791378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.1,0.02,1.02,0.7,-0.03,0.06,-800000,-800000,-800000,1020.97,92,-64.07,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821600,-742352512,-246913,-211962,0,0,0,1715541911,0,0,31510,791403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0,0.98,-0.65,0.44,-0.15,-800000,-800000,-800000,1021.02,94,-64.51,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821600,-742352512,-246913,-211962,0,0,0,1715541911,0,0,31511,791428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,-0.01,0.98,-0.71,0.03,-0.12,-800000,-800000,-800000,1021.02,96,-64.51,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821600,-742352512,-246913,-211962,0,0,0,1715541911,0,0,31512,791453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.03,1.02,0.62,-0.31,0.02,-800000,-800000,-800000,1021.04,95,-64.61,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821600,-742352512,-246913,-211962,0,0,0,1715541911,0,0,31513,791478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.04,1.02,0.72,-0.13,0.07,-800000,-800000,-800000,1020.99,96,-64.23,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821664,-742352448,-246686,-211736,0,0,0,1715541911,0,0,31514,791503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.12,-0.03,0.98,-0.66,0.47,-0.08,-800000,-800000,-800000,1020.99,94,-64.23,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821664,-742352448,-246686,-211736,0,0,0,1715541911,0,0,31515,791528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.12,0.03,1.01,0.34,-0.66,-0.06,-800000,-800000,-800000,1021,99,-64.35,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821664,-742352448,-246686,-211736,0,0,0,1715541911,0,0,31516,791553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.04,1.02,0.89,-0.47,0.07,-800000,-800000,-800000,1021.02,93,-64.47,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821664,-742352448,-246686,-211736,0,0,0,1715541911,0,0,31517,791578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,-0.02,1,-0.53,0.57,0.05,-800000,-800000,-800000,1021.02,94,-64.47,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821664,-742352448,-246686,-211736,0,0,0,1715541911,0,0,31518,791603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,-0.01,0.98,-0.75,0.23,-0.01,-800000,-800000,-800000,1021.02,96,-64.44,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821664,-742352448,-246686,-211736,0,0,0,1715541911,0,0,31519,791628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.03,1.01,0.32,-0.51,0.06,-800000,-800000,-800000,1021.02,96,-64.44,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821664,-742352448,-246686,-211736,0,0,0,1715541911,0,0,31520,791653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.03,1.01,0.51,-0.51,0.05,-800000,-800000,-800000,1021.02,94,-64.5,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821664,-742352448,-246686,-211736,0,0,0,1715541911,0,0,31521,791678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0,1,0.04,0.43,0.08,-800000,-800000,-800000,1021.03,97,-64.54,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821664,-742352448,-246686,-211736,0,0,0,1715541911,0,0,31522,791703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,-0.02,0.99,-0.27,0.49,0.02,-800000,-800000,-800000,1021.03,98,-64.54,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821696,-742352384,-244953,-210003,0,0,0,1715541912,0,0,31523,791728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.12,0.02,1,0.06,-0.43,-0.04,-800000,-800000,-800000,1021.03,94,-64.53,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821696,-742352384,-244953,-210003,0,0,0,1715541912,0,0,31524,791753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.03,1.01,0.46,-0.41,-0.02,-800000,-800000,-800000,1020.99,96,-64.23,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821696,-742352384,-244953,-210003,0,0,0,1715541912,0,0,31525,791778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0,1,-0.11,0.55,0,-800000,-800000,-800000,1020.99,93,-64.23,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821696,-742352384,-244953,-210003,0,0,0,1715541912,0,0,31526,791803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0,1,-0.32,0.48,0.01,-800000,-800000,-800000,1021.02,94,-64.44,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821696,-742352384,-244953,-210003,0,0,0,1715541912,0,0,31527,791828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.01,0.99,-0.22,-0.27,-0.14,-800000,-800000,-800000,1021.02,93,-64.44,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821696,-742352384,-244953,-210003,0,0,0,1715541912,0,0,31528,791853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.02,1.01,0.09,-0.47,0,-800000,-800000,-800000,1020.98,96,-64.18,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821696,-742352384,-244953,-210003,0,0,0,1715541912,0,0,31529,791878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.12,0.02,1.01,0.04,0.46,0.05,-800000,-800000,-800000,1020.97,94,-64.06,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821440,-742352320,-242394,-207443,0,0,0,1715541912,0,0,31530,791903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0,1,-0.09,0.59,0.02,-800000,-800000,-800000,1020.97,95,-64.06,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821440,-742352320,-242394,-207443,0,0,0,1715541912,0,0,31531,791928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0,1,-0.12,-0.25,-0.14,-800000,-800000,-800000,1021.01,97,-64.44,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821440,-742352320,-242394,-207443,0,0,0,1715541912,0,0,31532,791953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.12,0.03,1.02,0.4,-0.14,0.04,-800000,-800000,-800000,1021.07,98,-64.87,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821440,-742352320,-242394,-207443,0,0,0,1715541912,0,0,31533,791978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.02,1.01,0.27,0.18,0.05,-800000,-800000,-800000,1021.07,97,-64.87,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821440,-742352320,-242394,-207443,0,0,0,1715541912,0,0,31534,792003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,-0.01,0.98,-0.31,0.25,-0.07,-800000,-800000,-800000,1021.03,97,-64.53,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821440,-742352320,-242394,-207443,0,0,0,1715541912,0,0,31535,792028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,-0.01,0.99,-0.44,-0.01,-0.14,-800000,-800000,-800000,1021.03,93,-64.53,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821440,-742352320,-242394,-207443,0,0,0,1715541912,0,0,31536,792053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.03,1.01,0.37,-0.21,0.01,-800000,-800000,-800000,1021.01,95,-64.39,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821440,-742352320,-242394,-207443,0,0,0,1715541912,0,0,31537,792078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.03,1.02,0.41,0,0.06,-800000,-800000,-800000,1021.06,94,-64.78,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821440,-742352320,-242394,-207443,0,0,0,1715541912,0,0,31538,792103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.12,-0.02,0.99,-0.63,0.44,-0.08,-800000,-800000,-800000,1021.06,94,-64.78,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821216,-742352192,-239611,-204660,0,0,0,1715541912,0,0,31539,792128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,-0.01,0.98,-0.56,0.19,-0.03,-800000,-800000,-800000,1021.01,95,-64.38,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821216,-742352192,-239611,-204660,0,0,0,1715541912,0,0,31540,792153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.03,1.01,0.27,-0.3,0.01,-800000,-800000,-800000,1021.05,94,-64.74,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821216,-742352192,-239611,-204660,0,0,0,1715541912,0,0,31541,792178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.03,1.01,0.34,-0.16,0.03,-800000,-800000,-800000,1021.05,98,-64.74,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821216,-742352192,-239611,-204660,0,0,0,1715541912,0,0,31542,792203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0,0.99,-0.18,0.47,-0.01,-800000,-800000,-800000,1021.04,94,-64.65,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821216,-742352192,-239611,-204660,0,0,0,1715541912,0,0,31543,792228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.12,-0.02,0.99,-0.44,0.28,-0.05,-800000,-800000,-800000,1021.04,96,-64.65,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821216,-742352192,-239611,-204660,0,0,0,1715541912,0,0,31544,792253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.03,1.01,0.27,-0.4,0.04,-800000,-800000,-800000,1021.04,97,-64.66,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395821216,-742352192,-239611,-204660,0,0,0,1715541912,0,0,31545,792278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.03,1.02,0.34,-0.35,0.04,-800000,-800000,-800000,1021.04,95,-64.62,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395820960,-742352128,-236511,-201560,0,0,0,1715541912,0,0,31546,792303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.12,-0.01,0.99,-0.12,0.53,0,-800000,-800000,-800000,1021.04,95,-64.62,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395820960,-742352128,-236511,-201560,0,0,0,1715541912,0,0,31547,792328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.01,1,-0.19,-0.44,-0.1,-800000,-800000,-800000,1020.98,94,-64.12,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395820960,-742352128,-236511,-201560,0,0,0,1715541912,0,0,31548,792353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.02,1,0.17,-0.5,-0.07,-800000,-800000,-800000,1021,98,-64.34,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395820960,-742352128,-236511,-201560,0,0,0,1715541912,0,0,31549,792378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.01,1.01,0.07,0.44,0.02,-800000,-800000,-800000,1021,96,-64.34,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395820960,-742352128,-236511,-201560,0,0,0,1715541912,0,0,31550,792403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0,1,-0.15,0.49,0.02,-800000,-800000,-800000,1020.98,94,-64.12,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395820960,-742352128,-236511,-201560,0,0,0,1715541912,0,0,31551,792428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0,0.99,-0.25,-0.24,-0.1,-800000,-800000,-800000,1020.98,97,-64.12,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395820960,-742352128,-236511,-201560,0,0,0,1715541912,0,0,31552,792453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.01,1,0.09,-0.37,-0.02,-800000,-800000,-800000,1021.07,96,-64.93,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395820960,-742352128,-236511,-201560,0,0,0,1715541912,0,0,31553,792478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.02,1.01,0.34,0.24,0.06,-800000,-800000,-800000,1020.97,96,-64.1,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395820960,-742352128,-236511,-201560,0,0,0,1715541912,0,0,31554,792503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.01,1.01,0.22,0.49,-0.01,-800000,-800000,-800000,1020.97,96,-64.1,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395820864,-742352000,-233739,-198789,0,0,0,1715541912,0,0,31555,792528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,-0.01,0.99,-0.43,-0.02,-0.08,-800000,-800000,-800000,1021.05,95,-64.74,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395820864,-742352000,-233739,-198789,0,0,0,1715541912,0,0,31556,792553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0,0.99,-0.34,-0.28,-0.08,-800000,-800000,-800000,1021.01,97,-64.42,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395820864,-742352000,-233739,-198789,0,0,0,1715541912,0,0,31557,792578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.02,1.02,0.56,0.06,0.05,-800000,-800000,-800000,1021.01,96,-64.42,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395820864,-742352000,-233739,-198789,0,0,0,1715541912,0,0,31558,792603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.01,1.01,0.2,0.34,0.08,-800000,-800000,-800000,1020.99,97,-64.21,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395820864,-742352000,-233739,-198789,0,0,0,1715541912,0,0,31559,792628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,-0.01,0.99,-0.59,-0.02,-0.11,-800000,-800000,-800000,1020.99,95,-64.21,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395820864,-742352000,-233739,-198789,0,0,0,1715541912,0,0,31560,792653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.01,0.99,-0.37,-0.3,-0.11,-800000,-800000,-800000,1020.98,94,-64.16,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395820864,-742352000,-233739,-198789,0,0,0,1715541912,0,0,31561,792678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.03,1.02,0.42,-0.02,0.06,-800000,-800000,-800000,1020.98,96,-64.12,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395820864,-742352000,-233739,-198789,0,0,0,1715541912,0,0,31562,792703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.12,-0.02,0.99,-0.47,0.43,-0.08,-800000,-800000,-800000,1020.98,94,-64.12,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395820864,-742352000,-233739,-198789,0,0,0,1715541912,0,0,31563,792728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,-0.01,0.98,-0.4,0.27,-0.06,-800000,-800000,-800000,1021.03,96,-64.57,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395820576,-742351936,-229987,-195037,0,0,0,1715541913,0,0,31564,792753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.04,1.01,0.5,-0.43,0.06,-800000,-800000,-800000,1021.01,98,-64.42,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395820576,-742351936,-229987,-195037,0,0,0,1715541913,0,0,31565,792778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.03,1.01,0.85,-0.25,0.15,-800000,-800000,-800000,1021.01,94,-64.42,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395820576,-742351936,-229987,-195037,0,0,0,1715541913,0,0,31566,792803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0,0.99,-0.6,0.52,-0.01,-800000,-800000,-800000,1021.04,94,-64.68,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395820576,-742351936,-229987,-195037,0,0,0,1715541913,0,0,31567,792828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,-0.02,0.99,-0.72,0.22,0.02,-800000,-800000,-800000,1021.04,94,-64.68,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395820576,-742351936,-229987,-195037,0,0,0,1715541913,0,0,31568,792853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.03,1.01,0.33,-0.43,0.02,-800000,-800000,-800000,1021.02,96,-64.45,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395820576,-742351936,-229987,-195037,0,0,0,1715541913,0,0,31569,792878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.04,1.02,0.51,-0.33,0.12,-800000,-800000,-800000,1021.03,94,-64.55,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395820576,-742351936,-229987,-195037,0,0,0,1715541913,0,0,31570,792903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,-0.02,0.99,-0.39,0.53,-0.03,-800000,-800000,-800000,1021.03,95,-64.55,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395820672,-742352000,-231331,-196380,0,0,0,1715541913,0,0,31571,792928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,-0.02,0.98,-0.69,0.5,-0.04,-800000,-800000,-800000,1020.98,96,-64.19,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395820672,-742352000,-231331,-196380,0,0,0,1715541913,0,0,31572,792953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,-0.11,0.03,1.01,0.28,-0.52,-0.03,-800000,-800000,-800000,1021.03,96,-64.6,-959352.38,-930457.13,-998044.13,0.06,-0.06,-1,0,0,0,0,0,0,0,395820672,-742352000,-231331,-196380,0,0,0,1715541913,0,0,31573,792978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
