magX, magY, magZ
136014.00000,134398.00000,140895.00000
136130.00000,134401.00000,140741.00000
136130.00000,134401.00000,140741.00000
136292.00000,134325.00000,140489.00000
136292.00000,134325.00000,140489.00000
136450.00000,134178.00000,140161.00000
136450.00000,134178.00000,140161.00000
136617.00000,133832.00000,139550.00000
136617.00000,133832.00000,139550.00000
136660.00000,133642.00000,139006.00000
136660.00000,133642.00000,139006.00000
136636.00000,133770.00000,138574.00000
136636.00000,133770.00000,138574.00000
136430.00000,134365.00000,138474.00000
136430.00000,134365.00000,138474.00000
136096.00000,135156.00000,138853.00000
136096.00000,135156.00000,138853.00000
135579.00000,135789.00000,139544.00000
135579.00000,135789.00000,139544.00000
135141.00000,135962.00000,140214.00000
135141.00000,135962.00000,140214.00000
134883.00000,135791.00000,140695.00000
134883.00000,135791.00000,140695.00000
134719.00000,135440.00000,141042.00000
134719.00000,135440.00000,141042.00000
134599.00000,134980.00000,141137.00000
134599.00000,134980.00000,141137.00000
134497.00000,134565.00000,141121.00000
134497.00000,134565.00000,141121.00000
134416.00000,134297.00000,141019.00000
134416.00000,134297.00000,141019.00000
134295.00000,133907.00000,140838.00000
134295.00000,133907.00000,140838.00000
134200.00000,133584.00000,140594.00000
134200.00000,133584.00000,140594.00000
134132.00000,133355.00000,140436.00000
134132.00000,133355.00000,140436.00000
134105.00000,133042.00000,140134.00000
134105.00000,133042.00000,140134.00000
134069.00000,132623.00000,139697.00000
134069.00000,132623.00000,139697.00000
134090.00000,132295.00000,139227.00000
134090.00000,132295.00000,139227.00000
134089.00000,132091.00000,138874.00000
134089.00000,132091.00000,138874.00000
134136.00000,131915.00000,138513.00000
134136.00000,131915.00000,138513.00000
134227.00000,131754.00000,138088.00000
134227.00000,131754.00000,138088.00000
134335.00000,131697.00000,137740.00000
134335.00000,131697.00000,137740.00000
134415.00000,131684.00000,137506.00000
134415.00000,131684.00000,137506.00000
134474.00000,131672.00000,137339.00000
134474.00000,131672.00000,137339.00000
134586.00000,131645.00000,137290.00000
134586.00000,131645.00000,137290.00000
134634.00000,131630.00000,137240.00000
134634.00000,131630.00000,137240.00000
134621.00000,131548.00000,137446.00000
134621.00000,131548.00000,137446.00000
134584.00000,131516.00000,138008.00000
134584.00000,131516.00000,138008.00000
134543.00000,131827.00000,139058.00000
134543.00000,131827.00000,139058.00000
134495.00000,132488.00000,139955.00000
134495.00000,132488.00000,139955.00000
134437.00000,133224.00000,140558.00000
134437.00000,133224.00000,140558.00000
134398.00000,133707.00000,140801.00000
134398.00000,133707.00000,140801.00000
134408.00000,133846.00000,140880.00000
134408.00000,133846.00000,140880.00000
134448.00000,133980.00000,140938.00000
134448.00000,133980.00000,140938.00000
134508.00000,133883.00000,140932.00000
134508.00000,133883.00000,140932.00000
134527.00000,133918.00000,140970.00000
134527.00000,133918.00000,140970.00000
134493.00000,133975.00000,140966.00000
134493.00000,133975.00000,140966.00000
134420.00000,133996.00000,140941.00000
134420.00000,133996.00000,140941.00000
134391.00000,133912.00000,140895.00000
134391.00000,133912.00000,140895.00000
134340.00000,133738.00000,140790.00000
134340.00000,133738.00000,140790.00000
134193.00000,133768.00000,140691.00000
134193.00000,133768.00000,140691.00000
134014.00000,133824.00000,140493.00000
134014.00000,133824.00000,140493.00000
133835.00000,133771.00000,140218.00000
133835.00000,133771.00000,140218.00000
133699.00000,133686.00000,139885.00000
133699.00000,133686.00000,139885.00000
133598.00000,133569.00000,139511.00000
133598.00000,133569.00000,139511.00000
133566.00000,133394.00000,139238.00000
133566.00000,133394.00000,139238.00000
133571.00000,133275.00000,139101.00000
133571.00000,133275.00000,139101.00000
133569.00000,133188.00000,138989.00000
133569.00000,133188.00000,138989.00000
133573.00000,133182.00000,138899.00000
133573.00000,133182.00000,138899.00000
133558.00000,133193.00000,138830.00000
133558.00000,133193.00000,138830.00000
133568.00000,133163.00000,138803.00000
133568.00000,133163.00000,138803.00000
133560.00000,133205.00000,138789.00000
133560.00000,133205.00000,138789.00000
133593.00000,133015.00000,138782.00000
133593.00000,133015.00000,138782.00000
133647.00000,132910.00000,138930.00000
133647.00000,132910.00000,138930.00000
133644.00000,132977.00000,139079.00000
133644.00000,132977.00000,139079.00000
133588.00000,133272.00000,139163.00000
133588.00000,133272.00000,139163.00000
133575.00000,133362.00000,139253.00000
133575.00000,133362.00000,139253.00000
133599.00000,133355.00000,139334.00000
133599.00000,133355.00000,139334.00000
133601.00000,133362.00000,139347.00000
133601.00000,133362.00000,139347.00000
133597.00000,133385.00000,139358.00000
133597.00000,133385.00000,139358.00000
133585.00000,133438.00000,139357.00000
133585.00000,133438.00000,139357.00000
133584.00000,133469.00000,139375.00000
133584.00000,133469.00000,139375.00000
133578.00000,133454.00000,139333.00000
133578.00000,133454.00000,139333.00000
133579.00000,133437.00000,139295.00000
133579.00000,133437.00000,139295.00000
133565.00000,133380.00000,139255.00000
133565.00000,133380.00000,139255.00000
133588.00000,133279.00000,139174.00000
133588.00000,133279.00000,139174.00000
133597.00000,133162.00000,139136.00000
133597.00000,133162.00000,139136.00000
133625.00000,133057.00000,139099.00000
133625.00000,133057.00000,139099.00000
133632.00000,132930.00000,138950.00000
133632.00000,132930.00000,138950.00000
133669.00000,132699.00000,138602.00000
133669.00000,132699.00000,138602.00000
133729.00000,132503.00000,138283.00000
133729.00000,132503.00000,138283.00000
133830.00000,132320.00000,137986.00000
133830.00000,132320.00000,137986.00000
133951.00000,132179.00000,137653.00000
133951.00000,132179.00000,137653.00000
134060.00000,132111.00000,137447.00000
134060.00000,132111.00000,137447.00000
134133.00000,132124.00000,137318.00000
134133.00000,132124.00000,137318.00000
134144.00000,132195.00000,137333.00000
134144.00000,132195.00000,137333.00000
134092.00000,132261.00000,137295.00000
134092.00000,132261.00000,137295.00000
133999.00000,132332.00000,137378.00000
133999.00000,132332.00000,137378.00000
133900.00000,132450.00000,137535.00000
133900.00000,132450.00000,137535.00000
133797.00000,132602.00000,137744.00000
133797.00000,132602.00000,137744.00000
133736.00000,132712.00000,137901.00000
133736.00000,132712.00000,137901.00000
133765.00000,132646.00000,137867.00000
133765.00000,132646.00000,137867.00000
133791.00000,132578.00000,137749.00000
133791.00000,132578.00000,137749.00000
133818.00000,132554.00000,137753.00000
133818.00000,132554.00000,137753.00000
133813.00000,132582.00000,137686.00000
133813.00000,132582.00000,137686.00000
133833.00000,132787.00000,137563.00000
133833.00000,132787.00000,137563.00000
133839.00000,133063.00000,137522.00000
133839.00000,133063.00000,137522.00000
133831.00000,133297.00000,137561.00000
133831.00000,133297.00000,137561.00000
133786.00000,133635.00000,137752.00000
133786.00000,133635.00000,137752.00000
133755.00000,133892.00000,137957.00000
133755.00000,133892.00000,137957.00000
133727.00000,133976.00000,138085.00000
133727.00000,133976.00000,138085.00000
133717.00000,134067.00000,138193.00000
133717.00000,134067.00000,138193.00000
133694.00000,134141.00000,138312.00000
133694.00000,134141.00000,138312.00000
133707.00000,134145.00000,138302.00000
133707.00000,134145.00000,138302.00000
133691.00000,134197.00000,138380.00000
133691.00000,134197.00000,138380.00000
133694.00000,134184.00000,138378.00000
133694.00000,134184.00000,138378.00000
133685.00000,134234.00000,138424.00000
133685.00000,134234.00000,138424.00000
133677.00000,134256.00000,138497.00000
133677.00000,134256.00000,138497.00000
133666.00000,134287.00000,138549.00000
133666.00000,134287.00000,138549.00000
133669.00000,134303.00000,138590.00000
133669.00000,134303.00000,138590.00000
133658.00000,134308.00000,138616.00000
133658.00000,134308.00000,138616.00000
133677.00000,134292.00000,138553.00000
133677.00000,134292.00000,138553.00000
133693.00000,134135.00000,138336.00000
133693.00000,134135.00000,138336.00000
133717.00000,133811.00000,138014.00000
133717.00000,133811.00000,138014.00000
133718.00000,133539.00000,137878.00000
133718.00000,133539.00000,137878.00000
133692.00000,133173.00000,137900.00000
133692.00000,133173.00000,137900.00000
133680.00000,132948.00000,137984.00000
133680.00000,132948.00000,137984.00000
133670.00000,132759.00000,138188.00000
133670.00000,132759.00000,138188.00000
133664.00000,132754.00000,138369.00000
133664.00000,132754.00000,138369.00000
133638.00000,132839.00000,138520.00000
133638.00000,132839.00000,138520.00000
133625.00000,132902.00000,138739.00000
133625.00000,132902.00000,138739.00000
133610.00000,132992.00000,138904.00000
133610.00000,132992.00000,138904.00000
133607.00000,133128.00000,139100.00000
133607.00000,133128.00000,139100.00000
133590.00000,133313.00000,139237.00000
133590.00000,133313.00000,139237.00000
133588.00000,133475.00000,139358.00000
133588.00000,133475.00000,139358.00000
133578.00000,133666.00000,139446.00000
133578.00000,133666.00000,139446.00000
133585.00000,133802.00000,139531.00000
133585.00000,133802.00000,139531.00000
133579.00000,133905.00000,139540.00000
133579.00000,133905.00000,139540.00000
133571.00000,133982.00000,139495.00000
133571.00000,133982.00000,139495.00000
133574.00000,134088.00000,139497.00000
133574.00000,134088.00000,139497.00000
133585.00000,134178.00000,139483.00000
133585.00000,134178.00000,139483.00000
133579.00000,134225.00000,139443.00000
133579.00000,134225.00000,139443.00000
133578.00000,134256.00000,139386.00000
133578.00000,134256.00000,139386.00000
133584.00000,134272.00000,139248.00000
133584.00000,134272.00000,139248.00000
133584.00000,134271.00000,139193.00000
133584.00000,134271.00000,139193.00000
133573.00000,134297.00000,139164.00000
133573.00000,134297.00000,139164.00000
133595.00000,134304.00000,139098.00000
133595.00000,134304.00000,139098.00000
133592.00000,134291.00000,139026.00000
133592.00000,134291.00000,139026.00000
133598.00000,134322.00000,139066.00000
133598.00000,134322.00000,139066.00000
133599.00000,134351.00000,139070.00000
133599.00000,134351.00000,139070.00000
133615.00000,134367.00000,139046.00000
133615.00000,134367.00000,139046.00000
133608.00000,134390.00000,139107.00000
133608.00000,134390.00000,139107.00000
133623.00000,134451.00000,139322.00000
133623.00000,134451.00000,139322.00000
133613.00000,134445.00000,139452.00000
133613.00000,134445.00000,139452.00000
133613.00000,134315.00000,139542.00000
133613.00000,134315.00000,139542.00000
133601.00000,133958.00000,139679.00000
133601.00000,133958.00000,139679.00000
133621.00000,133568.00000,139597.00000
133621.00000,133568.00000,139597.00000
133604.00000,133219.00000,139259.00000
133604.00000,133219.00000,139259.00000
133637.00000,132933.00000,138922.00000
133637.00000,132933.00000,138922.00000
133654.00000,132773.00000,138629.00000
133654.00000,132773.00000,138629.00000
133664.00000,132773.00000,138256.00000
133664.00000,132773.00000,138256.00000
133692.00000,132875.00000,137961.00000
133692.00000,132875.00000,137961.00000
133721.00000,133065.00000,137801.00000
133721.00000,133065.00000,137801.00000
133735.00000,133369.00000,137803.00000
133735.00000,133369.00000,137803.00000
133752.00000,133609.00000,137837.00000
133752.00000,133609.00000,137837.00000
133754.00000,133819.00000,137919.00000
133754.00000,133819.00000,137919.00000
133757.00000,134010.00000,138090.00000
133757.00000,134010.00000,138090.00000
133761.00000,134197.00000,138183.00000
133761.00000,134197.00000,138183.00000
133795.00000,134275.00000,138205.00000
133795.00000,134275.00000,138205.00000
133776.00000,134380.00000,138327.00000
133776.00000,134380.00000,138327.00000
133740.00000,134385.00000,138474.00000
133740.00000,134385.00000,138474.00000
133716.00000,134503.00000,138629.00000
133716.00000,134503.00000,138629.00000
133736.00000,134620.00000,138780.00000
133736.00000,134620.00000,138780.00000
133708.00000,134662.00000,138945.00000
133708.00000,134662.00000,138945.00000
133692.00000,134631.00000,139031.00000
133692.00000,134631.00000,139031.00000
133698.00000,134711.00000,139169.00000
133698.00000,134711.00000,139169.00000
133701.00000,134734.00000,139192.00000
133701.00000,134734.00000,139192.00000
133703.00000,134678.00000,139061.00000
133703.00000,134678.00000,139061.00000
133719.00000,134547.00000,138714.00000
133719.00000,134547.00000,138714.00000
133728.00000,134128.00000,138218.00000
133728.00000,134128.00000,138218.00000
133749.00000,133436.00000,137783.00000
133749.00000,133436.00000,137783.00000
133792.00000,132924.00000,137659.00000
133792.00000,132924.00000,137659.00000
133792.00000,132705.00000,137711.00000
133792.00000,132705.00000,137711.00000
133755.00000,132508.00000,138238.00000
133755.00000,132508.00000,138238.00000
133746.00000,132548.00000,138703.00000
133746.00000,132548.00000,138703.00000
133714.00000,132655.00000,138840.00000
133714.00000,132655.00000,138840.00000
133686.00000,132818.00000,139047.00000
133686.00000,132818.00000,139047.00000
133676.00000,132891.00000,139111.00000
133676.00000,132891.00000,139111.00000
133670.00000,132908.00000,139093.00000
133670.00000,132908.00000,139093.00000
133660.00000,132883.00000,139021.00000
133660.00000,132883.00000,139021.00000
133631.00000,132884.00000,138843.00000
133631.00000,132884.00000,138843.00000
133611.00000,132958.00000,138729.00000
133611.00000,132958.00000,138729.00000
133567.00000,133111.00000,138728.00000
133567.00000,133111.00000,138728.00000
133541.00000,133386.00000,138933.00000
133541.00000,133386.00000,138933.00000
133530.00000,133600.00000,139112.00000
133530.00000,133600.00000,139112.00000
133549.00000,133728.00000,139265.00000
133549.00000,133728.00000,139265.00000
133563.00000,133777.00000,139394.00000
133563.00000,133777.00000,139394.00000
133590.00000,133890.00000,139589.00000
133590.00000,133890.00000,139589.00000
133635.00000,133913.00000,139736.00000
133635.00000,133913.00000,139736.00000
133688.00000,133824.00000,139894.00000
133688.00000,133824.00000,139894.00000
133756.00000,133610.00000,139965.00000
133756.00000,133610.00000,139965.00000
133839.00000,133126.00000,139783.00000
133839.00000,133126.00000,139783.00000
133909.00000,132751.00000,139544.00000
133909.00000,132751.00000,139544.00000
133984.00000,132499.00000,139360.00000
133984.00000,132499.00000,139360.00000
134040.00000,132381.00000,139290.00000
134040.00000,132381.00000,139290.00000
134050.00000,132408.00000,139345.00000
134050.00000,132408.00000,139345.00000
134036.00000,132715.00000,139695.00000
134036.00000,132715.00000,139695.00000
133979.00000,133268.00000,140146.00000
133979.00000,133268.00000,140146.00000
133905.00000,133970.00000,140357.00000
133905.00000,133970.00000,140357.00000
133854.00000,134397.00000,140339.00000
133854.00000,134397.00000,140339.00000
133811.00000,134629.00000,140155.00000
133811.00000,134629.00000,140155.00000
133751.00000,134736.00000,139858.00000
133751.00000,134736.00000,139858.00000
133703.00000,134650.00000,139679.00000
133703.00000,134650.00000,139679.00000
133650.00000,134511.00000,139586.00000
133650.00000,134511.00000,139586.00000
133628.00000,134418.00000,139500.00000
133628.00000,134418.00000,139500.00000
133589.00000,134279.00000,139411.00000
133589.00000,134279.00000,139411.00000
133571.00000,134078.00000,139391.00000
133571.00000,134078.00000,139391.00000
133564.00000,133914.00000,139391.00000
133564.00000,133914.00000,139391.00000
133563.00000,133792.00000,139410.00000
133563.00000,133792.00000,139410.00000
133583.00000,133721.00000,139489.00000
133583.00000,133721.00000,139489.00000
133601.00000,133536.00000,139495.00000
133601.00000,133536.00000,139495.00000
133650.00000,133205.00000,139382.00000
133650.00000,133205.00000,139382.00000
133696.00000,132909.00000,139169.00000
133696.00000,132909.00000,139169.00000
133705.00000,132706.00000,138892.00000
133705.00000,132706.00000,138892.00000
133695.00000,132655.00000,138539.00000
133695.00000,132655.00000,138539.00000
133665.00000,132759.00000,138329.00000
133665.00000,132759.00000,138329.00000
133642.00000,132945.00000,138287.00000
133642.00000,132945.00000,138287.00000
133617.00000,133048.00000,138294.00000
133617.00000,133048.00000,138294.00000
133608.00000,133148.00000,138310.00000
133608.00000,133148.00000,138310.00000
133607.00000,133255.00000,138307.00000
133607.00000,133255.00000,138307.00000
133584.00000,133356.00000,138342.00000
133584.00000,133356.00000,138342.00000
133577.00000,133460.00000,138444.00000
133577.00000,133460.00000,138444.00000
133562.00000,133521.00000,138510.00000
133562.00000,133521.00000,138510.00000
133563.00000,133613.00000,138561.00000
133563.00000,133613.00000,138561.00000
133550.00000,133813.00000,138825.00000
133550.00000,133813.00000,138825.00000
133559.00000,134077.00000,139067.00000
133559.00000,134077.00000,139067.00000
133611.00000,134373.00000,139128.00000
133611.00000,134373.00000,139128.00000
133754.00000,134852.00000,139328.00000
133754.00000,134852.00000,139328.00000
133941.00000,135207.00000,139547.00000
133941.00000,135207.00000,139547.00000
134052.00000,135387.00000,139518.00000
134052.00000,135387.00000,139518.00000
134173.00000,135478.00000,139408.00000
134173.00000,135478.00000,139408.00000
134318.00000,135644.00000,139512.00000
134318.00000,135644.00000,139512.00000
134434.00000,135711.00000,139496.00000
134434.00000,135711.00000,139496.00000
134595.00000,135799.00000,139465.00000
134595.00000,135799.00000,139465.00000
134813.00000,135885.00000,139549.00000
134813.00000,135885.00000,139549.00000
134908.00000,135866.00000,139458.00000
134908.00000,135866.00000,139458.00000
135027.00000,135851.00000,139317.00000
135027.00000,135851.00000,139317.00000
135086.00000,135816.00000,139214.00000
135086.00000,135816.00000,139214.00000
135134.00000,135826.00000,139221.00000
135134.00000,135826.00000,139221.00000
135279.00000,135803.00000,139215.00000
135279.00000,135803.00000,139215.00000
135373.00000,135788.00000,139270.00000
135373.00000,135788.00000,139270.00000
135475.00000,135791.00000,139372.00000
135475.00000,135791.00000,139372.00000
135566.00000,135790.00000,139504.00000
135566.00000,135790.00000,139504.00000
135582.00000,135818.00000,139672.00000
135582.00000,135818.00000,139672.00000
135621.00000,135799.00000,139796.00000
135621.00000,135799.00000,139796.00000
135664.00000,135797.00000,139925.00000
135664.00000,135797.00000,139925.00000
135731.00000,135753.00000,139934.00000
135731.00000,135753.00000,139934.00000
135757.00000,135736.00000,140008.00000
135757.00000,135736.00000,140008.00000
135772.00000,135712.00000,140088.00000
135772.00000,135712.00000,140088.00000
135827.00000,135658.00000,140105.00000
135827.00000,135658.00000,140105.00000
135862.00000,135628.00000,140158.00000
135862.00000,135628.00000,140158.00000
135876.00000,135595.00000,140201.00000
135876.00000,135595.00000,140201.00000
135913.00000,135552.00000,140217.00000
135913.00000,135552.00000,140217.00000
135912.00000,135564.00000,140212.00000
135912.00000,135564.00000,140212.00000
135852.00000,135615.00000,140203.00000
135852.00000,135615.00000,140203.00000
135792.00000,135708.00000,140064.00000
135792.00000,135708.00000,140064.00000
135653.00000,135801.00000,140005.00000
135653.00000,135801.00000,140005.00000
135451.00000,135896.00000,140030.00000
135451.00000,135896.00000,140030.00000
135312.00000,135935.00000,139934.00000
135312.00000,135935.00000,139934.00000
135203.00000,135949.00000,139837.00000
135203.00000,135949.00000,139837.00000
135103.00000,135941.00000,139787.00000
135103.00000,135941.00000,139787.00000
135029.00000,135936.00000,139708.00000
135029.00000,135936.00000,139708.00000
134971.00000,135933.00000,139668.00000
134971.00000,135933.00000,139668.00000
134935.00000,135906.00000,139606.00000
134935.00000,135906.00000,139606.00000
134894.00000,135883.00000,139520.00000
134894.00000,135883.00000,139520.00000
134751.00000,135855.00000,139566.00000
134751.00000,135855.00000,139566.00000
134615.00000,135813.00000,139603.00000
134615.00000,135813.00000,139603.00000
134508.00000,135770.00000,139657.00000
134508.00000,135770.00000,139657.00000
134402.00000,135696.00000,139638.00000
134402.00000,135696.00000,139638.00000
134328.00000,135650.00000,139621.00000
134328.00000,135650.00000,139621.00000
134238.00000,135568.00000,139640.00000
134238.00000,135568.00000,139640.00000
134169.00000,135486.00000,139524.00000
134169.00000,135486.00000,139524.00000
134099.00000,135427.00000,139578.00000
134099.00000,135427.00000,139578.00000
134044.00000,135349.00000,139617.00000
134044.00000,135349.00000,139617.00000
133968.00000,135249.00000,139629.00000
133968.00000,135249.00000,139629.00000
133931.00000,135186.00000,139621.00000
133931.00000,135186.00000,139621.00000
133932.00000,135195.00000,139702.00000
133932.00000,135195.00000,139702.00000
133876.00000,135071.00000,139828.00000
133876.00000,135071.00000,139828.00000
133867.00000,135002.00000,139916.00000
133867.00000,135002.00000,139916.00000
133905.00000,135046.00000,140013.00000
133905.00000,135046.00000,140013.00000
133922.00000,135055.00000,140104.00000
133922.00000,135055.00000,140104.00000
133933.00000,135041.00000,140191.00000
133933.00000,135041.00000,140191.00000
133971.00000,135048.00000,140316.00000
133971.00000,135048.00000,140316.00000
134003.00000,135031.00000,140353.00000
134003.00000,135031.00000,140353.00000
133994.00000,135113.00000,140242.00000
133994.00000,135113.00000,140242.00000
133960.00000,135129.00000,140123.00000
133960.00000,135129.00000,140123.00000
133910.00000,135026.00000,140008.00000
133910.00000,135026.00000,140008.00000
133850.00000,134886.00000,140049.00000
133850.00000,134886.00000,140049.00000
133903.00000,134713.00000,140298.00000
133903.00000,134713.00000,140298.00000
133959.00000,134498.00000,140480.00000
133959.00000,134498.00000,140480.00000
133895.00000,134253.00000,140390.00000
133895.00000,134253.00000,140390.00000
133820.00000,134056.00000,140202.00000
133820.00000,134056.00000,140202.00000
133786.00000,133914.00000,140117.00000
133786.00000,133914.00000,140117.00000
133846.00000,133803.00000,140191.00000
133846.00000,133803.00000,140191.00000
133969.00000,133826.00000,140427.00000
133969.00000,133826.00000,140427.00000
134089.00000,133844.00000,140582.00000
134089.00000,133844.00000,140582.00000
134227.00000,133970.00000,140783.00000
134227.00000,133970.00000,140783.00000
134395.00000,134039.00000,140930.00000
134395.00000,134039.00000,140930.00000
134514.00000,134047.00000,141007.00000
134514.00000,134047.00000,141007.00000
134596.00000,134097.00000,141056.00000
134596.00000,134097.00000,141056.00000
134636.00000,134282.00000,141142.00000
134636.00000,134282.00000,141142.00000
134712.00000,134305.00000,141170.00000
134712.00000,134305.00000,141170.00000
134872.00000,134236.00000,141207.00000
134872.00000,134236.00000,141207.00000
134997.00000,134443.00000,141266.00000
134997.00000,134443.00000,141266.00000
135085.00000,134602.00000,141292.00000
135085.00000,134602.00000,141292.00000
135082.00000,134771.00000,141286.00000
135082.00000,134771.00000,141286.00000
135048.00000,134935.00000,141293.00000
135048.00000,134935.00000,141293.00000
135110.00000,135008.00000,141280.00000
135110.00000,135008.00000,141280.00000
135044.00000,135241.00000,141211.00000
135044.00000,135241.00000,141211.00000
134903.00000,135422.00000,141108.00000
134903.00000,135422.00000,141108.00000
134878.00000,135630.00000,140931.00000
134878.00000,135630.00000,140931.00000
134861.00000,135803.00000,140658.00000
134861.00000,135803.00000,140658.00000
134770.00000,135880.00000,140427.00000
134770.00000,135880.00000,140427.00000
134465.00000,135739.00000,140315.00000
134465.00000,135739.00000,140315.00000
134347.00000,135680.00000,140144.00000
134347.00000,135680.00000,140144.00000
134415.00000,135717.00000,139600.00000
134415.00000,135717.00000,139600.00000
134211.00000,135542.00000,139558.00000
134211.00000,135542.00000,139558.00000
134018.00000,135283.00000,139322.00000
134018.00000,135283.00000,139322.00000
133892.00000,134988.00000,138960.00000
133892.00000,134988.00000,138960.00000
133797.00000,134712.00000,138763.00000
133797.00000,134712.00000,138763.00000
133761.00000,134638.00000,138785.00000
133761.00000,134638.00000,138785.00000
133778.00000,134671.00000,138752.00000
133778.00000,134671.00000,138752.00000
133796.00000,134773.00000,138878.00000
133796.00000,134773.00000,138878.00000
133806.00000,134855.00000,139019.00000
133806.00000,134855.00000,139019.00000
133813.00000,134781.00000,138876.00000
133813.00000,134781.00000,138876.00000
133777.00000,134664.00000,138826.00000
133777.00000,134664.00000,138826.00000
133705.00000,134444.00000,138683.00000
133705.00000,134444.00000,138683.00000
133670.00000,134199.00000,138522.00000
133670.00000,134199.00000,138522.00000
133637.00000,133829.00000,138295.00000
133637.00000,133829.00000,138295.00000
133629.00000,133400.00000,138163.00000
133629.00000,133400.00000,138163.00000
133629.00000,133093.00000,138217.00000
133629.00000,133093.00000,138217.00000
133632.00000,132898.00000,138444.00000
133632.00000,132898.00000,138444.00000
133648.00000,132875.00000,138757.00000
133648.00000,132875.00000,138757.00000
133667.00000,132935.00000,139077.00000
133667.00000,132935.00000,139077.00000
133693.00000,133090.00000,139386.00000
133693.00000,133090.00000,139386.00000
133705.00000,133344.00000,139691.00000
133705.00000,133344.00000,139691.00000
133732.00000,133647.00000,139951.00000
133732.00000,133647.00000,139951.00000
133780.00000,133969.00000,140143.00000
133780.00000,133969.00000,140143.00000
133815.00000,134270.00000,140304.00000
133815.00000,134270.00000,140304.00000
133908.00000,134658.00000,140432.00000
133908.00000,134658.00000,140432.00000
134068.00000,135018.00000,140606.00000
134068.00000,135018.00000,140606.00000
134246.00000,135268.00000,140715.00000
134246.00000,135268.00000,140715.00000
134480.00000,135468.00000,140834.00000
134480.00000,135468.00000,140834.00000
134665.00000,135567.00000,140910.00000
134665.00000,135567.00000,140910.00000
134840.00000,135686.00000,140904.00000
134840.00000,135686.00000,140904.00000
134941.00000,135781.00000,140835.00000
134941.00000,135781.00000,140835.00000
134949.00000,135855.00000,140690.00000
134949.00000,135855.00000,140690.00000
134893.00000,135920.00000,140541.00000
134893.00000,135920.00000,140541.00000
134751.00000,135919.00000,140397.00000
134751.00000,135919.00000,140397.00000
134588.00000,135876.00000,140246.00000
134588.00000,135876.00000,140246.00000
134469.00000,135841.00000,140014.00000
134469.00000,135841.00000,140014.00000
134416.00000,135772.00000,139766.00000
134416.00000,135772.00000,139766.00000
134309.00000,135710.00000,139899.00000
134309.00000,135710.00000,139899.00000
134161.00000,135546.00000,139957.00000
134161.00000,135546.00000,139957.00000
134012.00000,135336.00000,139931.00000
134012.00000,135336.00000,139931.00000
133893.00000,135122.00000,139907.00000
133893.00000,135122.00000,139907.00000
133788.00000,134869.00000,139840.00000
133788.00000,134869.00000,139840.00000
133709.00000,134626.00000,139783.00000
133709.00000,134626.00000,139783.00000
133665.00000,134316.00000,139749.00000
133665.00000,134316.00000,139749.00000
133642.00000,133971.00000,139736.00000
133642.00000,133971.00000,139736.00000
133683.00000,133837.00000,139862.00000
133683.00000,133837.00000,139862.00000
133796.00000,133831.00000,140155.00000
133796.00000,133831.00000,140155.00000
133959.00000,134017.00000,140482.00000
133959.00000,134017.00000,140482.00000
134144.00000,134236.00000,140764.00000
134144.00000,134236.00000,140764.00000
134371.00000,134575.00000,141029.00000
134371.00000,134575.00000,141029.00000
134632.00000,134873.00000,141184.00000
134632.00000,134873.00000,141184.00000
134855.00000,135099.00000,141245.00000
134855.00000,135099.00000,141245.00000
135060.00000,135347.00000,141201.00000
135060.00000,135347.00000,141201.00000
135192.00000,135508.00000,141076.00000
135192.00000,135508.00000,141076.00000
135235.00000,135607.00000,140998.00000
135235.00000,135607.00000,140998.00000
135211.00000,135755.00000,140840.00000
135211.00000,135755.00000,140840.00000
135098.00000,135850.00000,140674.00000
135098.00000,135850.00000,140674.00000
134869.00000,135916.00000,140534.00000
134869.00000,135916.00000,140534.00000
134621.00000,135846.00000,140381.00000
134621.00000,135846.00000,140381.00000
134330.00000,135712.00000,140151.00000
134330.00000,135712.00000,140151.00000
134093.00000,135479.00000,139765.00000
134093.00000,135479.00000,139765.00000
133963.00000,135271.00000,139423.00000
133963.00000,135271.00000,139423.00000
133912.00000,135142.00000,139148.00000
133912.00000,135142.00000,139148.00000
133901.00000,135013.00000,138975.00000
133901.00000,135013.00000,138975.00000
133804.00000,134932.00000,139175.00000
133804.00000,134932.00000,139175.00000
133713.00000,134726.00000,139187.00000
133713.00000,134726.00000,139187.00000
133640.00000,134520.00000,139170.00000
133640.00000,134520.00000,139170.00000
133600.00000,134317.00000,139046.00000
133600.00000,134317.00000,139046.00000
133570.00000,134097.00000,138924.00000
133570.00000,134097.00000,138924.00000
133557.00000,133960.00000,138773.00000
133557.00000,133960.00000,138773.00000
133581.00000,133887.00000,138612.00000
133581.00000,133887.00000,138612.00000
133618.00000,133835.00000,138384.00000
133618.00000,133835.00000,138384.00000
133655.00000,133836.00000,138223.00000
133655.00000,133836.00000,138223.00000
133723.00000,133853.00000,138101.00000
133723.00000,133853.00000,138101.00000
133752.00000,133860.00000,137986.00000
133752.00000,133860.00000,137986.00000
133770.00000,133749.00000,137924.00000
133770.00000,133749.00000,137924.00000
133784.00000,134074.00000,138093.00000
133784.00000,134074.00000,138093.00000
133924.00000,134657.00000,138423.00000
133924.00000,134657.00000,138423.00000
134034.00000,135032.00000,138722.00000
134034.00000,135032.00000,138722.00000
134142.00000,135229.00000,138912.00000
134142.00000,135229.00000,138912.00000
