accelX, accelY, accelZ, gyroX, gyroY, gyroZ, magX, magY, magZ,timestamp
0.3,0.62,0.73,0.55,2.37,1.97,73128,41472,106208,79232
0.33,0.56,0.7,0.51,0.3,2.55,73320,41456,106152,79257
0.34,0.55,0.68,0.61,2.46,-0.27,73120,41360,106192,79282
0.34,0.58,0.71,1.05,3.68,-1.09,73184,41544,106080,79307
0.36,0.57,0.72,-0.19,2.62,-1.85,72992,41368,106184,79332
0.33,0.6,0.72,1.93,1.18,-2.81,73000,41464,106160,79357
0.34,0.62,0.72,-1.13,0.16,0.56,73072,41136,106096,79382
0.38,0.57,0.71,-2.1,0.66,0.93,73072,41312,106056,79407
0.33,0.62,0.72,-1.84,1.09,-7.02,72936,41432,105848,79432
0.32,0.66,0.75,-1.38,1.38,-3.79,72744,41408,105896,79457
0.31,0.64,0.77,-0.13,-1.08,-0.31,72752,41336,106024,79482
0.31,0.65,0.75,-3.56,-3.74,0.12,72840,41304,105872,79507
0.33,0.59,0.73,2.65,-2.04,1.94,72928,41424,105608,79532
0.31,0.61,0.76,1.75,-2.5,-0.48,72768,41416,106120,79557
0.28,0.63,0.72,-0.99,-4.74,0.77,72992,41344,106016,79582
0.29,0.62,0.7,-2.02,-3.36,4.42,73176,41432,105640,79607
0.33,0.55,0.69,-2.47,-1.98,4.49,73136,41352,105952,79632
0.28,0.6,0.69,-0.94,-1.48,-1.79,73048,41264,105896,79657
0.26,0.62,0.7,-1.51,0.34,3.08,73048,41136,105960,79682
0.32,0.6,0.71,-1.13,0.06,7.03,73216,41272,105888,79707
0.39,0.55,0.71,0.36,0.65,6.27,73296,41584,105896,79732
0.34,0.55,0.68,-1.99,-2.48,-2.05,73224,41344,105920,79757
0.37,0.62,0.64,1.1,0.3,-1.24,73304,41216,105728,79782
0.41,0.57,0.7,4.8,3.97,2.55,73264,41096,105816,79807
0.38,0.5,0.76,-2.57,-0.79,-2.5,73128,41272,105712,79832
0.28,0.67,0.7,-0.92,1.85,-8.01,72936,41288,105952,79857
0.27,0.66,0.76,4.16,3.94,-1.51,73056,41224,105816,79882
0.27,0.62,0.77,-0.54,-1.08,1.78,73008,41288,105776,79907
0.29,0.59,0.72,-5.9,-4.19,3.35,73088,41208,105384,79932
0.33,0.57,0.69,3.34,4.81,-2.57,73040,41280,105744,79957
0.32,0.62,0.75,1.29,3.96,-0.99,72856,41144,105792,79982
0.33,0.6,0.75,-2.25,-1.21,2.43,73048,41336,105696,80007
0.34,0.55,0.7,-1.94,-2.14,1.15,73040,41336,105816,80032
0.32,0.58,0.67,3.58,3.06,-3.98,72880,41344,105976,80057
0.32,0.62,0.77,2.27,2.43,2.27,72960,41288,105832,80082
0.35,0.55,0.71,-3.13,-2.73,3.74,73024,41392,105960,80107
0.35,0.53,0.68,-1.25,0.05,-0.35,72960,41456,105768,80132
0.34,0.58,0.71,2.37,3.67,-3.22,72888,41392,105728,80157
0.3,0.58,0.76,-4.6,-2.78,1.1,72944,41192,105640,80182
0.31,0.59,0.71,-5.92,-2.48,0.47,73056,41320,105600,80207
0.34,0.6,0.72,-0.32,3.06,0.74,72896,41208,105712,80232
0.36,0.62,0.78,-0.02,3.27,-0.23,72904,41160,105640,80257
0.37,0.58,0.69,-5.41,-7.35,4.51,72936,41216,105608,80282
0.38,0.54,0.67,-4.65,-3.27,1.61,73088,41248,105200,80307
0.39,0.54,0.71,0.48,1.36,-2.83,73008,41272,105504,80332
0.34,0.56,0.77,0.74,-1.07,-6.04,72960,41264,105632,80357
0.29,0.62,0.74,-6,-6.52,-5.06,72984,41136,105224,80382
0.28,0.57,0.73,-3.42,-2.08,1.01,72904,41184,105224,80407
0.28,0.55,0.76,-4.49,-3.06,-0.66,72952,41120,105224,80432
0.27,0.59,0.73,-6.02,-2.46,-2.92,72904,41048,104944,80457
0.25,0.61,0.72,-1.54,-0.37,-1.69,72928,41208,105248,80482
0.27,0.59,0.73,2,1.15,2.31,73000,41080,105208,80507
0.3,0.57,0.72,-0.18,2.06,2.36,72952,41312,104968,80532
0.3,0.58,0.73,-2.52,1.68,2.52,73024,41048,105136,80557
0.3,0.57,0.72,-2.12,1.01,2.7,72992,41080,105248,80582
0.33,0.59,0.74,6.2,6.47,1.18,73056,41152,105296,80607
0.34,0.58,0.76,3.51,4.92,1.32,73048,41136,104872,80632
0.34,0.58,0.74,1.52,1.69,0.51,72976,41240,105176,80657
0.35,0.61,0.72,0.06,1.82,1.08,73064,41080,105384,80682
0.38,0.57,0.76,4.85,3.42,-0.18,73072,41144,105232,80707
0.35,0.57,0.75,2.21,-0.36,-1.92,72896,41320,105408,80732
0.34,0.6,0.72,0.26,0.08,-3.09,72824,41040,105336,80757
0.33,0.61,0.72,6.6,3.85,-1.81,72880,41200,105472,80782
0.33,0.61,0.78,4.26,1.72,0.41,72992,41192,105248,80807
0.35,0.54,0.69,0.45,-4,3.09,72952,41424,105320,80832
0.33,0.52,0.69,3.12,1.25,-1.25,72880,41232,105648,80857
0.33,0.57,0.73,1.85,2.11,-2.59,73008,41192,105560,80882
0.33,0.57,0.74,-2.09,-1.5,-0.16,73064,41080,105312,80907
0.3,0.52,0.69,-1.85,-1.61,-1.22,72896,41216,105432,80932
0.29,0.57,0.68,-3,0.5,-3.02,72816,41144,105520,80957
0.33,0.6,0.71,-2.02,3.29,-0.66,72800,41296,105456,80982
0.35,0.57,0.75,-3.17,1.21,-0.63,72856,41112,105248,81007
0.27,0.61,0.73,-2.08,-0.44,-4.41,72856,41216,105064,81032
0.28,0.64,0.73,0.36,1.69,-2.14,72664,41232,105184,81057
0.3,0.64,0.76,2.84,3.09,0.82,72760,41048,105112,81082
0.32,0.61,0.79,1.39,0.24,2.62,72792,41248,105064,81107
0.32,0.6,0.71,-3.22,-4.36,1.83,72744,41152,105224,81132
0.33,0.59,0.7,1.85,-0.62,0.63,72888,41064,105328,81157
0.32,0.58,0.73,2.96,0.59,-0.08,72872,41128,105232,81182
0.3,0.58,0.75,0.52,-0.43,-1.01,72832,41080,105112,81207
0.29,0.6,0.74,-2.85,-2.59,-0.96,72848,41240,105016,81232
0.28,0.56,0.73,0.62,-0.98,2.3,72824,40992,104872,81257
0.28,0.55,0.7,0.79,-0.89,0.96,72864,41112,105152,81282
0.3,0.57,0.69,1.68,1.88,0.92,72856,41104,105184,81307
0.32,0.56,0.72,2.74,2.81,1.62,72808,41104,105048,81332
0.31,0.58,0.72,1.1,-1.43,1.85,72840,41008,105400,81357
0.34,0.57,0.7,1.87,2.14,2.33,72968,40992,105336,81382
0.36,0.56,0.74,2.72,2.77,1.12,72952,41152,105128,81407
0.34,0.56,0.75,1,0.43,-0.95,72952,41280,105280,81432
0.34,0.61,0.7,0.8,1.78,-0.29,72872,41096,105504,81457
0.34,0.59,0.73,1.61,3.14,1.01,72936,41184,105184,81482
0.35,0.55,0.75,-2.43,-1.12,1.4,72968,41272,105272,81507
0.34,0.55,0.71,-6.76,-3.51,-0.92,72816,41112,105080,81532
0.32,0.55,0.75,-1.35,3.15,-5.41,72776,41096,105176,81557
0.3,0.61,0.76,-1.77,-1.3,-4.47,72760,41120,105160,81582
0.29,0.6,0.73,-4.09,-3.04,0.44,72776,40992,104872,81607
0.29,0.53,0.72,-4.57,-1.83,0.49,72648,41136,104872,81632
0.29,0.56,0.72,-1.93,0.69,-4.3,72488,41064,104920,81657
0.25,0.61,0.77,-0.9,1.72,-0.53,72600,41048,104744,81682
0.27,0.6,0.74,-1.09,-0.08,1.4,72616,41144,104960,81707
0.31,0.57,0.73,0.67,1.08,2.75,72712,40904,105056,81732
0.31,0.53,0.73,-1.2,1.42,0.47,72624,41264,104912,81757
0.3,0.61,0.73,1.59,2.46,-2.39,72568,41048,104920,81782
0.28,0.58,0.75,2.8,2.35,0.14,72512,41152,104912,81807
0.27,0.57,0.75,-2.02,0.47,-1.11,72512,41136,104720,81832
0.28,0.6,0.73,-1.6,2.29,-2.08,72480,41056,105160,81857
0.27,0.61,0.78,2.29,2.43,1.67,72456,40976,104832,81882
0.3,0.59,0.74,0.15,-0.18,4.04,72560,41000,104864,81907
0.34,0.57,0.73,0,1.46,3.82,72600,41080,104904,81932
0.36,0.57,0.75,2.06,1.32,1.01,72472,40960,104952,81957
0.32,0.63,0.75,1.84,-1.5,-0.13,72608,40928,104872,81982
0.33,0.62,0.74,-0.73,-2.28,3.46,72624,41088,104736,82007
0.34,0.56,0.74,-2.52,-3.7,4.74,72672,41168,105144,82032
0.31,0.51,0.72,-4.8,-4.93,1.37,72616,41176,104944,82057
0.28,0.53,0.7,-1.83,-1.45,-3.66,72504,40904,105016,82082
0.28,0.65,0.79,0.79,0.72,1.84,72648,41112,105040,82107
0.3,0.6,0.78,-4.1,-5.11,6.32,72712,41240,104944,82132
0.3,0.53,0.71,-6.12,-8.22,5.77,72776,41024,104792,82157
0.3,0.53,0.65,-2,-2.63,1.91,72904,40688,104656,82182
0.3,0.56,0.78,4.35,4.26,-1.24,72704,41112,104880,82207
0.27,0.58,0.76,-1.9,-3.59,-0.55,72760,41112,104840,82232
0.27,0.58,0.68,-3.83,-3.97,2.95,72848,40944,104856,82257
0.31,0.53,0.67,3.11,2.76,4.09,72944,41104,104856,82282
0.29,0.57,0.75,-1.65,1.77,-2.93,72848,41048,104904,82307
0.29,0.61,0.73,-4.29,-0.47,1.53,72776,41160,104920,82332
0.31,0.56,0.71,-0.59,0.85,4.45,72792,40840,105000,82357
0.34,0.54,0.73,2.29,2.75,1.43,72920,41208,104944,82382
0.33,0.55,0.73,0.38,1.95,-1.67,72840,41032,104944,82407
0.32,0.59,0.75,-0.56,2.55,-2.18,72776,41000,105016,82432
0.34,0.61,0.76,-0.38,2.53,-0.57,72664,41064,105056,82457
0.33,0.59,0.79,0.41,0.53,0.36,72744,41072,104640,82482
0.32,0.59,0.76,0.83,-1.55,-0.52,72792,41040,104760,82507
0.33,0.61,0.75,2.28,0.01,1.22,72656,41184,104832,82532
0.31,0.57,0.76,1.25,-1.95,0.98,72768,41056,105024,82557
0.31,0.57,0.74,-3.6,-4.14,-0.15,72896,41080,104904,82582
0.3,0.56,0.71,-1.09,-1.9,-0.53,72808,41176,104712,82607
0.26,0.61,0.77,-1.29,-1.05,-1.24,72648,40992,104720,82632
0.26,0.59,0.73,-2.93,-4.2,2.91,72848,40864,104760,82657
0.29,0.55,0.69,-0.76,-3.13,4.42,72840,41096,104880,82682
0.32,0.53,0.7,0.36,1.41,2.04,72808,41080,104864,82707
0.28,0.58,0.75,0.55,0.58,-2.53,72808,41144,104864,82732
0.28,0.6,0.73,0.04,-1.05,0.95,72736,40960,105104,82757
0.31,0.56,0.71,1.64,1.51,2.82,72808,40872,104824,82782
0.31,0.54,0.74,1.79,2.72,0.23,72736,41216,104504,82807
0.32,0.59,0.74,0.62,2.09,-0.05,72704,40952,105040,82832
0.32,0.58,0.76,3.35,1.75,0.47,72872,40968,104976,82857
0.32,0.59,0.76,-0.01,-0.74,0.93,72840,41120,105008,82882
0.32,0.59,0.74,-3.38,-2.39,1.23,72896,41096,104880,82907
0.33,0.57,0.71,0.55,-0.69,1.11,72856,41072,105024,82932
0.3,0.6,0.76,-0.18,-0.42,-2.42,72768,41064,104808,82957
0.31,0.6,0.74,-0.8,-1.82,1.94,72864,40984,104864,82982
0.31,0.53,0.74,1.52,-1.98,3.2,72832,41096,104864,83007
0.31,0.55,0.73,-0.38,-1.07,-1,72792,40808,104824,83032
0.3,0.53,0.76,3.24,0.89,0.36,72568,41048,105000,83057
0.28,0.59,0.75,1.7,-0.34,-3.08,72824,41072,104992,83082
0.28,0.61,0.73,2.91,0.64,0.89,72784,41080,104768,83107
0.31,0.62,0.75,2.64,1.01,3.04,72872,41008,105088,83132
0.34,0.52,0.73,0.74,-2.36,1.43,72880,41032,105192,83157
0.31,0.57,0.72,-0.19,-0.78,-2.99,72984,41080,104808,83182
0.3,0.61,0.72,1.52,1.02,-1.82,72856,41232,104736,83207
0.3,0.59,0.76,2.22,2.01,0.37,72808,41112,105056,83232
0.27,0.6,0.74,-0.26,-2.01,-2.07,72704,41008,105160,83257
0.26,0.62,0.72,2.46,0.37,1.99,72888,41096,105080,83282
0.3,0.59,0.74,3.32,1.18,4.94,72968,41144,104824,83307
0.31,0.56,0.74,3.64,-0.91,3.58,72952,41056,105048,83332
0.3,0.55,0.71,2.14,-1.11,1.56,72864,41144,105424,83357
0.26,0.58,0.71,3.3,2.75,0.15,73072,41160,105056,83382
0.28,0.6,0.73,3.92,4.02,2.39,72960,41192,105288,83407
0.32,0.57,0.75,0.74,2.67,3.96,72944,41160,105544,83432
0.32,0.55,0.74,2.33,0.99,1.24,72928,41032,105448,83457
0.31,0.63,0.72,6.62,3.14,2.26,73088,41208,105368,83482
0.33,0.56,0.75,5.44,3.75,3.91,73088,41280,105568,83507
0.3,0.56,0.76,2.37,2.26,-0.56,72928,41272,105544,83532
0.27,0.62,0.75,0.86,1.91,-1.86,72856,41064,105656,83557
0.28,0.67,0.77,7.53,7.98,3.44,73016,41200,105592,83582
0.3,0.65,0.81,7.51,6.52,5.69,72936,41496,105848,83607
0.28,0.67,0.81,7.02,1.04,6.94,73200,41280,105936,83632
0.29,0.69,0.77,2.83,-3.15,12.52,73280,41056,106096,83657
0.29,0.57,0.79,12.47,6.56,5.62,73408,41528,106104,83682
0.18,0.64,0.82,16,8.22,-4.59,73304,41408,106464,83707
0.06,0.77,0.81,16.43,13.56,-5.45,73112,41408,106672,83732
0.02,0.92,0.86,22.9,21.5,3.23,73296,41504,106968,83757
-0.03,1.03,0.98,20.2,23.48,22.27,73920,41536,107448,83782
0.03,1,1,32.68,3.52,72.16,74784,41832,107888,83807
0.09,0.96,0.92,28.74,-0.39,87.39,76192,41616,108824,83832
0.23,0.96,0.91,32.57,1.7,101.75,77960,41464,109224,83857
0.36,0.81,0.94,43.48,-2.75,114.12,79600,41144,110328,83882
0.48,0.51,0.84,46.96,-28.38,97.25,81192,40880,111152,83907
0.5,0.49,0.74,18.03,-33.12,85.99,82320,40400,112040,83932
0.53,0.44,0.58,27.62,-33.07,76.22,83488,40176,112584,83957
0.57,0.36,0.55,32.93,-23.16,63.35,84304,39768,113352,83982
0.51,0.5,0.58,53.3,-12.74,29.92,84696,39640,114472,84007
0.47,0.56,0.54,55.29,-7.05,27.37,85096,39496,115616,84032
0.44,0.62,0.55,61.06,1.59,27.76,85440,39136,116384,84057
0.37,0.66,0.61,67.43,8.1,28.58,85800,38808,117536,84082
0.24,0.74,0.63,72.83,11.46,45.59,86480,38520,118600,84107
0.36,0.74,0.59,67,11.99,54.85,87136,37672,119592,84132
0.44,0.69,0.62,78.6,13.95,63.62,88152,36800,120776,84157
0.61,0.65,0.53,72.21,13.11,70.08,89208,36104,121584,84182
0.71,0.55,0.4,57.53,25.62,73.4,90088,35144,122264,84207
0.93,0.51,0.57,75.09,46.68,71.98,91080,34088,122960,84232
0.96,0.47,0.6,56.7,34.79,72.46,91944,33200,123552,84257
1.01,0.43,0.55,37.49,21.74,68.5,92800,32104,123600,84282
1,0.48,0.48,18.51,11.84,66.95,93680,31136,124016,84307
1.1,0.52,0.42,-17.92,-4.21,82.26,94424,30176,123936,84332
1.14,0.38,0.39,-36.23,-11.78,83.62,95080,29320,123680,84357
1.08,0.33,0.39,-32.69,-23.59,72.27,95680,28408,123848,84382
1,0.38,0.37,-40.61,-38.82,59.9,95856,27960,124104,84407
0.93,0.56,0.31,-61.89,-50.55,51.57,96000,27216,124016,84432
0.97,0.53,0.28,-59.16,-47.68,59.32,96352,26424,123968,84457
0.97,0.38,0.23,-51.9,-42.29,62.24,96704,25656,124216,84482
0.87,0.28,0.18,-23.01,-27.94,48.9,96880,25088,124536,84507
0.92,0.55,0.4,44.65,8.29,40.2,97144,24048,124888,84532
0.94,0.42,0.43,46.92,3.42,56.27,97408,23136,125432,84557
0.95,0.26,0.35,41.26,6.84,51.91,97728,22200,125440,84582
0.91,0.38,0.42,42.36,12.52,42.62,98040,21384,125792,84607
0.95,0.51,0.5,46.71,7.88,54.1,98048,20008,126328,84632
1.07,0.2,0.45,49.79,-4.75,71.14,98264,18712,126696,84657
1.09,0.18,0.42,34.82,-13.12,64.34,98336,17592,126856,84682
1.11,0.19,0.38,23.06,-22.45,64.09,98464,16616,127224,84707
1.13,0.16,0.33,9.25,-33.78,67.01,98360,15536,127872,84732
1.32,-0.02,0.25,-5.95,-38.99,78.61,98136,14360,128192,84757
1.4,-0.12,0.21,-19.79,-44.59,70.05,98176,13632,128584,84782
1.45,-0.16,0.14,-44.18,-49.9,59.2,97888,13088,128936,84807
1.54,-0.19,0.14,-59.34,-51.02,45.7,97536,13240,129296,84832
1.6,-0.18,0.03,-89.64,-50.51,24.25,97256,13128,129816,84857
1.49,-0.14,-0.01,-89.11,-43.67,13.4,97048,13632,129824,84882
1.45,-0.06,0,-76.7,-34.65,6.87,96784,13744,130080,84907
