accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ
-1.32,0.44,0.33,124.78,-124.95,-64.65,136766.00,132731.00,134454.00
-1.28,0.29,0.21,124.78,-124.95,-76.47,136783.00,132765.00,134475.00
-1.26,0.16,0.09,124.78,-124.95,-121.51,136804.00,132768.00,134435.00
-1.34,0.36,0.26,124.78,-124.95,-125.22,136809.00,132761.00,134439.00
-1.38,0.75,0.13,121.52,-124.95,-125.22,136840.00,132775.00,134451.00
-1.31,0.37,-0.05,113.78,-124.95,-111.04,136843.00,132761.00,134461.00
-1.31,0.33,0.15,94.75,-124.95,-125.22,136869.00,132763.00,134461.00
-1.41,0.52,0.16,124.78,-124.95,-125.22,136875.00,132770.00,134467.00
-1.31,0.02,0.21,124.78,-124.95,-119.99,136880.00,132758.00,134440.00
-1.39,0.39,0.20,124.78,-124.95,-125.22,136886.00,132755.00,134446.00
-1.37,0.86,0.09,124.78,-124.95,-108.58,136885.00,132782.00,134472.00
-1.15,0.50,-0.26,85.68,-120.23,-35.44,136895.00,132769.00,134427.00
-1.24,-0.19,0.03,124.78,22.72,-68.92,136881.00,132755.00,134466.00
-1.38,0.04,0.55,124.78,33.87,-112.22,136856.00,132755.00,134471.00
-1.59,0.33,0.45,124.78,-16.72,-125.22,136836.00,132748.00,134467.00
-1.60,0.47,0.20,124.78,-65.61,-98.81,136832.00,132758.00,134469.00
-1.49,0.15,0.37,124.78,-91.24,-103.22,136786.00,132758.00,134450.00
-1.58,0.79,-0.14,124.78,-107.36,-120.28,136787.00,132752.00,134457.00
-1.41,0.56,-0.19,124.78,-74.61,-51.70,136756.00,132763.00,134471.00
-1.26,0.00,-0.10,124.78,-35.42,-47.26,136753.00,132754.00,134428.00
-1.24,0.11,0.09,124.78,-25.25,-68.37,136732.00,132774.00,134452.00
-1.32,-0.15,0.34,124.78,-68.59,-99.55,136698.00,132745.00,134444.00
-1.35,-0.04,0.01,119.85,-108.05,-108.24,136682.00,132745.00,134473.00
-1.22,-0.40,-0.34,124.78,-95.86,-112.88,136661.00,132747.00,134458.00
-1.48,-0.44,-0.26,124.78,-37.50,-125.22,136633.00,132732.00,134465.00
-1.48,-0.09,0.30,124.78,-39.19,-125.22,136613.00,132749.00,134456.00
-1.60,-0.09,0.18,124.78,-69.09,-125.22,136570.00,132753.00,134488.00
-1.41,-0.00,0.01,124.78,-56.89,-125.22,136560.00,132733.00,134488.00
-1.39,-0.09,0.18,124.78,-54.59,-125.22,136559.00,132738.00,134484.00
-1.41,-0.45,0.08,124.78,-76.33,-125.22,136539.00,132722.00,134469.00
-1.43,-0.49,0.16,124.78,-56.41,-125.22,136534.00,132742.00,134462.00
-1.30,-0.58,0.08,124.78,-48.17,-125.22,136531.00,132723.00,134478.00
-1.29,-0.10,0.49,124.78,-27.94,-125.22,136532.00,132718.00,134479.00
-1.51,0.17,0.39,124.78,-46.39,-125.22,136544.00,132739.00,134483.00
-1.05,-0.35,0.44,124.78,4.73,-125.22,136561.00,132716.00,134482.00
-1.35,-0.64,0.80,124.78,-9.73,-125.22,136580.00,132714.00,134460.00
-1.17,-0.10,0.90,124.78,-18.64,-125.22,136595.00,132736.00,134489.00
-1.14,0.49,0.89,124.78,-118.00,-108.84,136588.00,132724.00,134484.00
-1.23,-0.91,1.06,124.78,-106.20,-93.88,136620.00,132723.00,134468.00
-1.15,-0.33,0.70,124.78,-124.95,-125.22,136635.00,132726.00,134467.00
-0.61,-0.40,0.12,124.78,-124.95,-116.39,136671.00,132723.00,134471.00
-0.65,-0.76,0.38,124.78,-22.81,-125.22,136690.00,132731.00,134468.00
-0.99,0.03,1.16,124.78,-69.11,-125.22,136725.00,132734.00,134477.00
-0.89,-0.21,0.92,124.78,-38.39,-125.22,136767.00,132726.00,134457.00
-1.28,0.33,0.09,124.78,-106.74,-125.22,136779.00,132746.00,134448.00
-0.85,0.17,-0.15,124.78,-91.24,-115.62,136806.00,132739.00,134461.00
-1.47,-0.06,1.35,124.78,104.59,-125.22,136799.00,132731.00,134446.00
-1.56,0.34,1.39,124.78,1.72,-125.22,136825.00,132722.00,134467.00
-1.36,0.89,0.74,124.78,-35.68,-125.22,136849.00,132737.00,134446.00
-0.97,0.64,0.79,124.78,-8.09,-94.17,136857.00,132717.00,134454.00
-1.19,0.45,1.18,124.78,27.49,-71.44,136852.00,132738.00,134465.00
-1.24,0.38,1.05,124.78,-76.97,-123.20,136878.00,132755.00,134475.00
-1.36,0.72,0.63,124.78,-124.95,-114.07,136918.00,132760.00,134457.00
-0.99,0.36,0.61,124.78,-115.88,-102.76,136945.00,132730.00,134426.00
-0.57,0.13,0.47,124.78,-83.79,-120.58,136963.00,132745.00,134468.00
-0.70,0.15,0.52,124.78,-37.87,-125.22,136961.00,132742.00,134450.00
-0.76,0.06,0.70,124.78,-53.06,-125.22,136947.00,132744.00,134467.00
-1.12,0.08,0.71,124.78,-77.74,-125.22,136964.00,132752.00,134445.00
-1.31,0.30,0.57,124.78,-80.64,-125.22,136955.00,132753.00,134456.00
-0.72,0.99,0.45,124.78,-2.61,-125.22,136931.00,132757.00,134463.00
-0.83,0.14,0.77,39.89,-2.76,-115.57,136910.00,132745.00,134451.00
-1.26,-0.04,1.07,46.78,-35.37,-125.22,136916.00,132775.00,134456.00
-1.05,0.18,0.93,78.63,-88.25,-125.22,136905.00,132770.00,134450.00
-1.32,0.02,0.91,85.03,-103.46,-125.22,136902.00,132732.00,134457.00
-1.62,0.46,0.79,70.37,-124.95,-125.22,136900.00,132764.00,134455.00
-1.15,0.15,0.79,45.27,-115.57,-125.22,136888.00,132755.00,134449.00
-1.33,0.10,0.96,34.77,-105.40,-125.22,136870.00,132739.00,134461.00
-1.51,0.18,0.80,25.69,-111.27,-125.22,136875.00,132727.00,134463.00
-1.13,0.16,0.71,5.45,-30.11,-125.22,136871.00,132749.00,134468.00
-1.17,-0.24,1.09,-31.43,-30.64,-125.22,136850.00,132763.00,134458.00
-1.59,-0.23,0.97,-125.21,-37.16,-125.22,136829.00,132769.00,134449.00
-1.15,-0.15,0.74,-58.31,-5.70,-125.22,136818.00,132749.00,134442.00
-1.55,-0.22,0.69,-125.21,-40.35,-122.12,136816.00,132751.00,134461.00
-1.18,-0.09,0.50,-125.21,3.02,-89.01,136799.00,132740.00,134457.00
-0.92,-0.24,0.65,-72.91,50.57,-41.78,136782.00,132728.00,134450.00
-1.25,-0.65,1.16,-22.14,51.70,-28.26,136772.00,132745.00,134458.00
-0.86,-0.77,1.26,32.82,40.83,-45.30,136766.00,132744.00,134440.00
-1.08,-0.73,0.43,25.90,36.97,-71.45,136752.00,132744.00,134462.00
-0.98,-0.60,0.54,-12.39,46.22,-90.80,136723.00,132728.00,134450.00
-1.18,-0.57,0.52,-56.07,71.62,-100.12,136700.00,132748.00,134467.00
-1.44,-0.31,0.54,-116.46,79.34,-58.68,136695.00,132718.00,134450.00
-1.05,-0.59,0.50,-125.21,92.99,-23.46,136652.00,132751.00,134456.00
-1.11,-0.89,0.97,-125.21,65.90,-29.41,136684.00,132724.00,134445.00
-1.11,-1.02,0.84,-64.94,16.88,-57.45,136661.00,132740.00,134452.00
-1.11,-0.90,0.22,-125.21,37.90,-102.51,136643.00,132738.00,134467.00
-1.00,-1.10,0.34,-125.21,59.94,-125.22,136646.00,132716.00,134462.00
-0.94,-1.20,0.53,-125.21,26.48,-125.22,136644.00,132723.00,134461.00
-0.80,-0.61,-0.09,-125.21,22.26,-125.22,136659.00,132717.00,134463.00
-0.78,-0.29,-0.11,-125.21,22.21,-97.50,136684.00,132723.00,134473.00
-0.54,-0.77,-1.04,-125.21,7.25,6.01,136677.00,132702.00,134469.00
-0.82,0.25,-0.86,-125.21,66.80,70.56,136698.00,132709.00,134490.00
-0.60,-0.34,-1.43,-125.21,102.85,98.43,136703.00,132704.00,134474.00
-0.55,-0.61,-0.95,-125.21,125.04,50.23,136715.00,132723.00,134497.00
-0.58,0.14,-0.60,-125.21,125.04,42.70,136753.00,132716.00,134482.00
-0.05,0.19,-0.72,-125.21,125.04,51.57,136778.00,132710.00,134494.00
0.06,0.34,-0.81,-125.21,125.04,59.78,136850.00,132746.00,134506.00
-0.04,0.52,-0.55,-125.21,125.04,70.17,136856.00,132727.00,134475.00
-0.05,0.81,-1.26,-77.22,125.04,70.53,136894.00,132732.00,134489.00
-0.16,0.49,-0.52,-112.50,125.04,67.99,136941.00,132729.00,134471.00
0.23,0.34,-0.24,-71.66,125.04,35.04,136971.00,132746.00,134496.00
0.57,0.13,-0.15,-88.26,112.02,-38.21,136981.00,132738.00,134484.00
0.37,0.37,-0.43,8.38,55.11,-120.75,136981.00,132742.00,134465.00
-0.05,1.02,-0.73,-125.21,110.38,-125.22,136990.00,132730.00,134484.00
-0.22,1.17,-0.43,-66.92,88.93,-125.22,137025.00,132730.00,134462.00
-0.12,1.32,-0.58,-125.21,125.04,-82.20,137043.00,132750.00,134494.00
0.15,1.48,-0.44,-125.21,125.04,-48.21,137082.00,132746.00,134457.00
0.11,1.14,-0.55,-95.08,125.04,55.06,137108.00,132747.00,134478.00
0.11,0.94,-0.54,-125.21,125.04,52.22,137152.00,132755.00,134480.00
-0.09,0.93,-0.42,-102.46,125.04,69.55,137210.00,132748.00,134462.00
-0.02,0.94,-0.46,-82.41,125.04,74.99,137234.00,132747.00,134461.00
-0.22,1.17,-0.15,-125.21,125.04,124.77,137300.00,132747.00,134480.00
-0.25,1.19,-0.10,-110.65,125.04,124.77,137353.00,132759.00,134449.00
0.07,1.15,-0.45,-125.21,125.04,124.77,137398.00,132746.00,134452.00
-0.37,1.38,-0.18,-66.10,125.04,124.77,137438.00,132756.00,134467.00
0.02,0.67,1.11,-125.21,125.04,124.77,137432.00,132754.00,134472.00
0.38,0.35,0.76,-125.21,103.46,124.77,137417.00,132754.00,134484.00
0.56,0.21,0.33,-125.21,67.09,124.77,137400.00,132753.00,134456.00
0.56,-0.04,0.40,-125.21,62.22,124.77,137362.00,132728.00,134440.00
0.60,0.09,0.15,-125.21,51.36,124.77,137347.00,132737.00,134456.00
0.58,-0.44,0.64,-125.21,26.25,124.77,137296.00,132736.00,134479.00
0.39,-1.97,1.09,-125.21,-94.54,124.77,137254.00,132734.00,134489.00
0.34,-2.22,0.07,-125.21,-124.95,124.77,137238.00,132735.00,134509.00
0.84,-1.39,-1.14,-125.21,-57.60,-12.04,137256.00,132734.00,134474.00
1.14,-1.00,0.07,-125.21,-41.47,-39.29,137251.00,132750.00,134496.00
1.02,-0.29,-0.69,-125.21,-113.96,-62.95,137223.00,132751.00,134473.00
0.94,0.06,-1.05,-125.21,-66.12,-30.23,137222.00,132758.00,134465.00
1.12,-0.15,-0.91,-125.21,-6.73,15.05,137225.00,132754.00,134452.00
0.96,-0.55,-0.90,-125.21,-36.24,-8.67,137200.00,132751.00,134480.00
0.78,-0.51,-1.01,-125.21,-59.17,-46.40,137193.00,132758.00,134452.00
0.67,-0.07,-1.20,-125.21,-59.69,-78.13,137190.00,132750.00,134435.00
0.84,0.17,-1.59,-125.21,-29.19,-60.12,137174.00,132753.00,134463.00
0.93,0.43,-1.43,-122.56,125.04,67.48,137181.00,132737.00,134463.00
0.86,0.34,-1.32,-99.57,125.04,102.84,137197.00,132756.00,134445.00
0.95,0.17,-1.25,-113.82,125.04,117.78,137212.00,132765.00,134454.00
0.78,0.18,-1.04,-77.01,125.04,124.77,137225.00,132758.00,134467.00
0.82,0.05,-0.70,-30.44,125.04,124.77,137246.00,132751.00,134456.00
0.98,-0.08,-0.67,-66.82,125.04,124.77,137257.00,132763.00,134466.00
0.97,0.09,-0.62,-45.59,125.04,124.77,137253.00,132738.00,134482.00
0.82,0.02,-0.31,-39.19,125.04,124.77,137251.00,132751.00,134454.00
1.14,-0.34,0.13,-125.21,125.04,124.77,137249.00,132769.00,134468.00
1.48,-0.37,0.04,-125.21,71.13,80.63,137263.00,132750.00,134465.00
1.18,-0.12,-0.03,-125.21,47.20,74.67,137255.00,132741.00,134463.00
1.28,-0.14,-0.10,-125.21,32.73,86.70,137262.00,132735.00,134434.00
1.46,-0.23,-0.20,-125.21,20.95,90.11,137253.00,132753.00,134456.00
1.37,-0.16,-0.01,-125.21,9.25,80.83,137258.00,132740.00,134479.00
1.28,-0.23,0.07,-125.21,-20.83,91.36,137250.00,132734.00,134467.00
1.30,-0.32,-0.06,-125.21,-54.13,93.36,137266.00,132726.00,134472.00
1.47,-0.24,-0.23,-125.21,-71.05,83.80,137254.00,132752.00,134482.00
1.24,-0.28,-0.02,-125.21,-107.77,85.78,137257.00,132738.00,134474.00
1.22,-0.46,-0.16,-125.21,-124.95,69.80,137265.00,132719.00,134488.00
1.22,-0.44,-0.24,-125.21,-124.95,19.05,137276.00,132736.00,134489.00
1.15,-0.20,-0.44,-125.21,-124.95,-45.32,137270.00,132742.00,134477.00
1.11,0.07,-0.50,-125.21,-124.95,-97.26,137268.00,132751.00,134488.00
0.76,0.83,-0.64,-125.21,-124.95,-122.76,137285.00,132716.00,134443.00
1.06,0.95,-0.88,-125.21,-124.95,-92.03,137261.00,132744.00,134484.00
1.12,1.15,-1.13,-125.21,-54.20,-9.69,137263.00,132739.00,134473.00
1.09,1.05,-0.81,-125.21,6.03,77.93,137254.00,132721.00,134492.00
1.06,0.37,-0.44,-125.21,27.65,124.77,137275.00,132750.00,134503.00
1.17,0.18,-0.43,-125.21,27.70,110.35,137282.00,132757.00,134488.00
1.13,0.33,-0.40,-95.09,14.09,69.45,137280.00,132749.00,134500.00
1.22,0.45,-0.42,-125.21,33.22,75.70,137275.00,132758.00,134472.00
1.24,0.43,-0.23,-125.21,28.78,75.64,137276.00,132741.00,134478.00
1.26,0.35,-0.16,-64.78,20.48,59.34,137287.00,132739.00,134463.00
1.29,0.29,-0.00,-117.90,1.75,50.20,137269.00,132753.00,134471.00
1.30,0.35,-0.11,-125.21,-16.11,46.77,137270.00,132725.00,134439.00
1.37,0.40,-0.20,-125.21,1.97,53.89,137280.00,132749.00,134509.00
1.41,0.30,-0.05,-125.21,2.39,56.44,137284.00,132728.00,134467.00
1.38,0.05,0.02,-125.21,8.22,50.86,137286.00,132739.00,134485.00
1.36,0.03,0.12,-125.21,-4.26,18.63,137284.00,132735.00,134451.00
1.51,0.31,0.42,-125.21,-24.99,-6.41,137290.00,132723.00,134458.00
1.39,0.37,-0.13,-105.95,-33.75,58.56,137289.00,132756.00,134477.00
1.50,0.06,-0.13,-8.14,-13.67,48.03,137287.00,132730.00,134457.00
1.52,-0.04,0.05,14.47,5.11,19.10,137287.00,132746.00,134467.00
1.50,0.10,0.15,39.15,-2.05,-4.34,137289.00,132742.00,134477.00
1.46,0.36,0.01,124.78,-9.73,3.84,137272.00,132771.00,134456.00
1.53,0.21,-0.11,124.78,-0.14,9.29,137282.00,132744.00,134462.00
1.61,0.07,-0.20,124.78,18.23,-6.89,137277.00,132729.00,134473.00
1.56,0.08,-0.29,124.78,32.56,-34.49,137286.00,132712.00,134477.00
1.37,0.36,-0.27,124.78,40.87,-70.24,137291.00,132730.00,134479.00
1.36,0.42,-0.41,124.78,43.02,-58.75,137306.00,132759.00,134473.00
1.47,0.36,-0.42,124.78,62.54,-40.85,137290.00,132755.00,134461.00
1.51,0.20,-0.32,124.78,56.72,-37.15,137284.00,132733.00,134454.00
1.38,0.10,-0.42,124.78,48.26,-43.48,137298.00,132744.00,134462.00
1.41,0.11,-0.45,124.78,31.73,-55.73,137313.00,132721.00,134480.00
1.46,0.02,-0.56,124.78,31.41,-57.82,137292.00,132731.00,134439.00
1.48,-0.07,-0.42,124.78,37.79,-64.57,137308.00,132749.00,134485.00
1.42,-0.08,-0.37,124.78,26.88,-69.71,137331.00,132747.00,134451.00
1.31,0.07,-0.59,124.78,-12.21,-70.17,137330.00,132752.00,134457.00
1.50,-0.01,-0.73,124.78,4.45,-65.23,137320.00,132744.00,134462.00
1.49,-0.06,-0.51,124.78,15.23,-65.05,137345.00,132747.00,134454.00
1.39,-0.34,-0.32,124.78,-15.28,-72.87,137333.00,132742.00,134460.00
1.38,-0.40,-0.68,124.78,-63.10,-125.22,137347.00,132734.00,134450.00
1.47,-0.21,-0.89,124.78,-71.71,-125.22,137356.00,132730.00,134448.00
1.41,0.01,-0.94,124.78,-53.73,-110.72,137350.00,132756.00,134477.00
1.51,-0.08,-1.10,124.78,-19.86,-69.30,137353.00,132760.00,134452.00
1.61,-0.41,-0.64,124.78,72.58,-53.07,137338.00,132757.00,134478.00
1.72,-0.26,-0.45,124.78,63.04,-65.71,137332.00,132748.00,134482.00
1.61,-0.14,-0.42,124.78,51.70,-50.39,137334.00,132743.00,134475.00
1.54,-0.34,-0.37,124.78,47.91,-24.22,137326.00,132755.00,134444.00
1.72,-0.59,-0.44,124.78,45.87,-37.63,137328.00,132745.00,134471.00
1.72,-0.24,-0.31,124.78,41.90,-76.08,137316.00,132758.00,134467.00
1.45,-0.44,-0.17,124.78,44.35,-77.46,137320.00,132727.00,134444.00
1.47,-0.32,-0.17,124.78,54.90,-87.86,137308.00,132751.00,134478.00
1.60,-0.36,-0.10,124.78,30.05,-82.20,137307.00,132762.00,134482.00
1.49,-0.01,-0.15,124.78,11.40,-69.30,137304.00,132734.00,134450.00
1.55,0.02,-0.14,124.78,12.90,-42.49,137299.00,132750.00,134440.00
1.70,-0.00,-0.17,124.78,6.48,-9.53,137301.00,132754.00,134457.00
1.61,-0.12,-0.28,124.78,29.45,20.44,137299.00,132739.00,134456.00
1.47,-0.27,0.11,124.78,44.83,26.22,137324.00,132740.00,134484.00
1.75,-0.49,0.13,93.82,30.55,27.51,137310.00,132735.00,134444.00
1.73,-0.56,-0.05,44.24,17.28,10.29,137329.00,132744.00,134472.00
1.58,-0.50,-0.12,41.53,46.22,-4.40,137328.00,132757.00,134468.00
1.46,-0.32,0.32,30.47,55.32,-29.17,137327.00,132745.00,134485.00
1.41,-0.22,0.35,-26.97,51.98,-31.15,137345.00,132751.00,134471.00
1.51,-0.21,0.29,-38.01,38.60,-16.66,137356.00,132747.00,134458.00
1.42,-0.25,0.38,-25.20,43.79,-12.92,137359.00,132757.00,134454.00
1.28,-0.21,0.56,-44.08,43.88,-15.93,137342.00,132746.00,134460.00
1.29,-0.25,0.18,-50.69,-5.23,-0.26,137349.00,132749.00,134471.00
1.28,-0.21,0.32,-37.94,0.93,-2.13,137355.00,132739.00,134466.00
1.26,-0.22,0.12,12.89,-3.91,5.01,137360.00,132749.00,134483.00
1.39,-0.38,0.08,-0.85,12.55,10.53,137360.00,132746.00,134467.00
1.29,-0.38,0.27,-29.96,52.44,-5.08,137355.00,132761.00,134446.00
1.15,-0.26,0.42,-30.03,59.30,-12.06,137374.00,132759.00,134468.00
1.06,-0.20,0.56,-37.98,62.73,-16.67,137364.00,132746.00,134465.00
1.02,-0.10,0.69,36.99,33.73,-20.93,137357.00,132732.00,134465.00
1.24,-0.06,0.68,-8.27,21.61,2.89,137375.00,132741.00,134463.00
1.31,-0.15,0.74,-81.91,8.23,1.79,137374.00,132756.00,134448.00
1.30,-0.15,0.63,-125.21,3.84,-12.48,137367.00,132767.00,134468.00
1.26,-0.08,0.75,-125.21,9.43,-18.98,137351.00,132752.00,134460.00
1.31,-0.50,0.66,-125.21,-46.88,-13.52,137361.00,132774.00,134440.00
1.32,-0.52,0.44,-125.21,-60.44,-41.76,137362.00,132741.00,134446.00
1.33,-0.38,0.30,-125.21,-57.08,-58.45,137356.00,132740.00,134448.00
1.36,-0.27,0.17,-125.21,-62.39,-61.48,137362.00,132749.00,134444.00
1.46,-0.35,0.09,-125.21,-72.27,-66.47,137349.00,132751.00,134485.00
1.40,0.13,-0.11,-125.21,-88.45,-60.00,137365.00,132727.00,134466.00
1.42,0.18,-0.32,-125.21,-117.14,-20.78,137374.00,132761.00,134473.00
1.57,0.05,-0.66,-125.21,-98.60,-13.75,137367.00,132746.00,134467.00
1.57,0.27,-0.76,-125.21,-37.59,-21.95,137358.00,132732.00,134477.00
1.42,0.50,-0.26,-125.21,-20.09,36.78,137360.00,132705.00,134475.00
1.45,0.42,-0.27,-125.21,-35.48,48.76,137359.00,132728.00,134479.00
1.52,0.54,-0.17,-125.21,-36.39,51.68,137352.00,132749.00,134473.00
1.55,0.58,0.06,-125.21,-44.76,69.48,137351.00,132749.00,134463.00
1.28,0.11,0.23,-125.21,-90.20,23.02,137344.00,132731.00,134500.00
1.22,0.08,0.47,-125.21,-124.95,-45.62,137326.00,132751.00,134488.00
1.28,0.19,0.71,-125.21,-124.95,-114.86,137313.00,132754.00,134474.00
1.19,0.51,0.49,-125.21,-124.95,-125.22,137275.00,132763.00,134466.00
1.25,0.94,-0.49,-125.21,-124.95,-84.04,137254.00,132755.00,134475.00
1.33,0.89,-0.32,-125.21,-92.20,0.96,137236.00,132728.00,134474.00
1.43,0.53,-0.26,-125.21,-65.58,63.90,137245.00,132769.00,134471.00
1.55,0.10,-0.24,-125.21,-43.69,84.49,137253.00,132764.00,134450.00
1.56,-0.07,-0.23,-125.21,-23.31,79.69,137255.00,132763.00,134478.00
1.54,-0.14,0.01,-125.21,-22.58,50.18,137261.00,132763.00,134458.00
1.55,-0.12,-0.06,-125.21,-29.69,34.32,137261.00,132741.00,134432.00
1.54,-0.06,-0.10,-113.13,-26.64,25.08,137277.00,132733.00,134485.00
1.54,-0.04,-0.12,-60.14,-24.44,22.04,137263.00,132758.00,134474.00
1.54,-0.11,-0.04,8.49,-15.85,16.12,137289.00,132757.00,134446.00
1.62,-0.14,-0.08,16.81,-20.73,11.22,137282.00,132764.00,134467.00
1.64,-0.16,-0.18,19.32,-18.20,4.60,137283.00,132756.00,134443.00
1.67,-0.20,-0.11,33.41,-10.06,-3.13,137287.00,132740.00,134455.00
1.56,-0.01,-0.10,21.44,6.92,-5.60,137274.00,132745.00,134456.00
1.51,-0.02,-0.04,10.85,7.09,3.04,137286.00,132747.00,134475.00
1.48,-0.11,0.04,12.91,1.20,2.87,137275.00,132761.00,134449.00
1.54,-0.14,-0.02,14.37,-7.87,-6.00,137284.00,132745.00,134451.00
1.57,-0.02,-0.13,21.88,0.91,-12.24,137280.00,132746.00,134452.00
1.48,-0.02,-0.04,12.20,5.61,-7.26,137277.00,132754.00,134462.00
1.50,-0.00,-0.01,11.14,0.48,-4.35,137291.00,132751.00,134458.00
1.50,-0.03,-0.05,0.05,-3.57,-1.37,137265.00,132752.00,134455.00
1.50,-0.03,-0.07,3.74,-4.68,-2.66,137273.00,132762.00,134469.00
1.57,-0.05,-0.11,3.74,3.17,1.92,137280.00,132727.00,134454.00
1.55,-0.05,-0.11,13.03,8.16,0.30,137283.00,132752.00,134457.00
1.53,-0.06,-0.08,17.46,17.10,0.26,137277.00,132745.00,134485.00
1.54,-0.04,-0.00,25.98,17.49,-0.83,137300.00,132743.00,134463.00
1.55,-0.07,-0.01,13.36,7.88,4.90,137279.00,132762.00,134484.00
1.57,-0.09,-0.04,18.71,4.03,3.63,137274.00,132745.00,134466.00
1.56,-0.10,-0.06,26.98,5.32,1.11,137287.00,132748.00,134494.00
1.55,-0.12,-0.03,27.90,6.74,-2.03,137266.00,132751.00,134444.00
1.50,0.01,-0.04,23.79,-5.30,-3.89,137285.00,132737.00,134442.00
1.59,-0.04,-0.08,17.32,-7.14,4.91,137277.00,132759.00,134480.00
1.60,-0.11,-0.14,11.93,-5.08,6.62,137279.00,132752.00,134477.00
1.57,-0.10,-0.15,15.33,2.74,2.22,137268.00,132756.00,134496.00
1.58,-0.09,-0.02,20.32,6.02,-1.88,137283.00,132756.00,134457.00
1.56,-0.07,-0.05,8.31,0.77,-2.36,137286.00,132751.00,134471.00
1.58,-0.06,-0.11,2.93,0.37,-1.26,137272.00,132752.00,134469.00
1.53,-0.07,-0.11,5.18,5.50,-2.17,137274.00,132741.00,134483.00
1.50,-0.03,-0.07,17.01,12.71,-2.66,137277.00,132724.00,134452.00
1.55,-0.06,0.01,14.60,7.54,4.59,137275.00,132760.00,134467.00
1.58,-0.11,-0.04,-1.32,1.35,3.43,137284.00,132761.00,134475.00
1.54,-0.10,-0.05,-3.21,0.67,-2.74,137292.00,132742.00,134445.00
1.53,-0.03,-0.07,-0.18,1.43,-5.60,137276.00,132736.00,134438.00
1.51,-0.02,-0.02,14.96,8.00,4.37,137293.00,132764.00,134455.00
1.51,-0.06,0.04,20.73,7.45,7.65,137274.00,132751.00,134468.00
1.52,-0.08,0.06,22.92,3.50,7.18,137280.00,132754.00,134457.00
1.56,-0.09,0.01,15.55,-3.30,6.33,137285.00,132740.00,134455.00
1.67,-0.15,-0.12,2.09,-0.08,8.07,137273.00,132741.00,134466.00
1.71,-0.15,-0.13,3.92,5.38,5.99,137290.00,132758.00,134448.00
1.70,-0.13,-0.09,7.59,6.50,4.73,137282.00,132756.00,134448.00
1.70,-0.14,-0.05,0.39,5.30,5.16,137294.00,132753.00,134485.00
1.65,-0.17,-0.02,-2.38,2.68,-0.91,137284.00,132746.00,134457.00
1.68,-0.14,-0.04,2.31,1.61,-4.42,137287.00,132744.00,134460.00
1.63,-0.12,-0.07,-0.60,2.74,-5.10,137276.00,132777.00,134463.00
1.57,-0.11,-0.04,2.92,5.03,-6.81,137304.00,132743.00,134446.00
1.60,-0.09,-0.01,1.68,3.97,-6.54,137291.00,132756.00,134469.00
1.57,-0.09,-0.05,-2.95,4.68,-7.21,137288.00,132749.00,134463.00
1.51,-0.05,-0.01,-3.11,4.30,-7.99,137287.00,132754.00,134498.00
1.53,-0.04,-0.01,-5.14,3.01,-5.41,137293.00,132752.00,134445.00
1.55,-0.05,-0.01,-0.89,2.18,-3.34,137306.00,132742.00,134469.00
1.52,-0.04,0.00,5.77,6.59,-3.58,137289.00,132755.00,134492.00
1.51,-0.03,0.06,5.93,5.60,-2.30,137292.00,132771.00,134490.00
1.53,-0.04,0.10,7.22,-0.32,-1.10,137289.00,132743.00,134473.00
1.58,-0.10,0.00,7.09,-8.29,-4.45,137292.00,132741.00,134468.00
1.53,0.03,-0.06,10.63,-0.15,-7.56,137288.00,132762.00,134465.00
1.54,0.01,-0.00,13.97,0.65,-0.65,137278.00,132734.00,134469.00
1.61,0.00,0.04,-3.60,1.34,4.93,137297.00,132743.00,134490.00
1.57,-0.07,-0.03,-17.39,2.33,4.98,137293.00,132742.00,134460.00
1.53,-0.02,0.06,11.61,16.24,-1.90,137281.00,132747.00,134461.00
1.54,-0.03,0.09,13.69,14.60,-1.17,137290.00,132751.00,134485.00
1.50,-0.04,0.12,10.73,7.51,-3.93,137290.00,132752.00,134460.00
1.49,-0.01,0.12,3.98,-1.86,-5.77,137297.00,132742.00,134484.00
1.50,0.00,0.08,1.31,-7.55,-3.52,137291.00,132768.00,134474.00
1.48,-0.03,-0.06,4.11,-3.52,-3.10,137282.00,132763.00,134480.00
1.50,-0.00,-0.02,9.13,0.66,-5.51,137287.00,132764.00,134452.00
1.50,0.02,0.00,11.11,-0.57,-3.58,137295.00,132753.00,134463.00
1.47,0.01,-0.00,6.07,-3.44,-0.26,137280.00,132742.00,134445.00
1.55,-0.03,-0.06,-3.15,-5.37,3.57,137291.00,132741.00,134458.00
1.57,-0.05,-0.08,2.76,-1.28,3.53,137293.00,132737.00,134449.00
1.55,-0.05,-0.06,6.50,2.92,1.58,137286.00,132751.00,134478.00
1.58,-0.03,-0.05,12.82,3.19,1.65,137285.00,132739.00,134468.00
1.60,-0.07,-0.09,-0.52,1.11,3.59,137296.00,132758.00,134479.00
1.53,-0.07,-0.08,8.66,3.41,0.64,137295.00,132743.00,134468.00
1.55,-0.02,-0.04,15.05,8.12,-0.23,137293.00,132730.00,134460.00
1.57,-0.01,-0.04,11.79,7.59,3.73,137293.00,132757.00,134449.00
1.56,-0.08,-0.03,4.33,4.92,1.36,137298.00,132746.00,134477.00
