accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ
1.48,0.27,0.04,124.78,59.68,30.48,137237.00,132798.00,134484.00
1.53,0.07,0.19,124.78,61.47,48.01,137251.00,132804.00,134477.00
1.53,-0.13,-0.03,124.78,27.85,22.71,137245.00,132806.00,134486.00
1.47,0.02,-0.05,124.78,34.59,5.55,137245.00,132792.00,134486.00
1.49,0.11,-0.03,124.78,41.10,6.46,137262.00,132772.00,134498.00
1.53,-0.03,0.13,124.78,33.47,8.42,137240.00,132800.00,134525.00
1.53,-0.05,0.10,124.78,-15.24,-15.79,137245.00,132787.00,134495.00
1.50,0.25,-0.30,124.78,-26.19,-11.89,137235.00,132800.00,134515.00
1.52,0.26,-0.18,124.78,17.24,17.50,137228.00,132802.00,134498.00
1.53,0.28,0.40,20.23,28.78,47.37,137225.00,132771.00,134500.00
1.50,0.02,0.11,-46.40,-4.62,70.53,137248.00,132787.00,134490.00
1.49,-0.31,-0.22,89.90,-67.93,32.36,137231.00,132774.00,134501.00
1.61,-0.01,-0.38,73.81,12.12,16.59,137231.00,132773.00,134502.00
1.59,-0.07,-0.16,67.62,25.84,22.24,137228.00,132769.00,134505.00
1.58,-0.16,0.13,45.10,16.36,15.78,137221.00,132789.00,134502.00
1.59,0.01,-0.31,-125.21,15.67,9.81,137229.00,132803.00,134509.00
1.57,0.04,-0.02,-125.21,39.94,18.82,137228.00,132777.00,134473.00
1.56,-0.02,0.03,-125.21,40.68,37.33,137251.00,132780.00,134486.00
1.54,-0.39,0.42,-125.21,-49.87,22.55,137240.00,132778.00,134503.00
1.50,0.01,-0.07,-125.21,-31.35,-62.24,137238.00,132808.00,134506.00
1.52,0.11,0.10,-125.21,-33.23,-68.69,137215.00,132794.00,134489.00
1.49,0.30,0.14,-125.21,-41.18,-63.44,137214.00,132793.00,134483.00
1.43,0.47,0.15,-125.21,-64.93,-47.43,137197.00,132824.00,134474.00
1.55,0.21,0.05,-125.21,-78.95,-7.41,137217.00,132795.00,134466.00
1.52,0.13,0.02,-125.21,-90.97,-9.92,137216.00,132798.00,134472.00
1.50,0.11,-0.03,-125.21,-101.66,-16.95,137204.00,132812.00,134484.00
1.49,0.05,-0.11,-125.21,-109.21,-28.13,137233.00,132786.00,134477.00
1.53,0.15,-0.26,-125.21,-106.07,-36.02,137243.00,132788.00,134465.00
1.51,0.21,-0.18,-125.21,-82.63,-26.58,137255.00,132789.00,134495.00
1.51,0.17,-0.23,-125.21,-75.59,-27.21,137245.00,132783.00,134480.00
1.53,0.14,-0.27,-125.21,-65.22,-34.18,137254.00,132788.00,134494.00
1.48,0.31,-0.05,-125.21,-56.96,-37.83,137250.00,132791.00,134483.00
1.46,0.37,-0.06,-125.21,-80.12,-13.14,137262.00,132782.00,134469.00
1.42,0.35,-0.10,-125.21,-80.77,-6.32,137249.00,132771.00,134514.00
1.44,0.18,-0.02,-125.21,-76.65,-11.38,137263.00,132759.00,134492.00
1.40,0.14,0.02,-125.21,-78.51,-32.85,137283.00,132792.00,134474.00
1.38,0.34,0.22,-125.21,-76.12,-69.06,137292.00,132766.00,134506.00
1.35,0.38,0.20,-125.21,-89.07,-71.09,137295.00,132785.00,134509.00
1.35,0.34,0.19,-125.21,-97.77,-72.39,137307.00,132783.00,134497.00
1.39,0.32,0.16,-125.21,-92.88,-78.75,137296.00,132771.00,134500.00
1.47,0.41,0.04,-125.21,-68.05,-33.73,137297.00,132779.00,134502.00
1.45,0.32,0.02,-125.21,-62.13,-21.29,137301.00,132757.00,134505.00
1.50,0.28,-0.07,-67.82,-40.89,-4.27,137302.00,132776.00,134484.00
1.54,0.13,0.04,-5.82,-35.51,3.80,137291.00,132771.00,134500.00
1.58,0.19,0.04,90.87,-40.38,3.87,137300.00,132781.00,134531.00
1.52,0.14,-0.18,124.78,-8.92,26.64,137271.00,132783.00,134531.00
1.55,0.07,-0.08,124.78,1.27,19.27,137279.00,132791.00,134502.00
1.57,0.10,0.06,124.78,-5.54,8.14,137272.00,132780.00,134482.00
1.50,0.04,-0.17,124.78,-23.48,3.14,137276.00,132759.00,134475.00
1.49,0.18,-0.25,124.78,11.32,-4.23,137270.00,132768.00,134474.00
1.60,0.07,-0.25,124.78,7.64,-0.21,137280.00,132785.00,134502.00
1.61,-0.04,-0.39,124.78,6.66,-6.47,137277.00,132771.00,134492.00
1.50,-0.06,-0.42,124.78,28.49,-24.48,137268.00,132783.00,134449.00
1.54,-0.07,-0.44,124.78,23.91,-46.80,137272.00,132761.00,134478.00
1.56,-0.06,-0.29,124.78,20.96,-48.35,137267.00,132801.00,134475.00
1.56,-0.01,-0.31,124.78,9.30,-40.78,137274.00,132797.00,134500.00
1.54,-0.14,-0.27,124.78,-1.96,-31.05,137287.00,132788.00,134482.00
1.57,-0.14,-0.38,124.78,-9.74,-18.41,137282.00,132782.00,134479.00
1.56,-0.11,-0.19,124.78,-4.87,-1.49,137280.00,132782.00,134460.00
1.53,-0.08,-0.09,124.78,-13.25,21.23,137287.00,132801.00,134483.00
1.53,-0.14,-0.01,124.78,-28.72,43.10,137311.00,132787.00,134456.00
1.46,-0.15,0.11,124.78,-56.28,66.10,137305.00,132788.00,134465.00
1.23,0.04,0.31,-23.19,-116.94,124.77,137328.00,132769.00,134461.00
1.13,0.18,0.10,-125.21,-124.95,124.77,137353.00,132792.00,134477.00
0.76,0.03,-0.08,-125.21,-124.95,124.77,137349.00,132791.00,134468.00
0.52,-0.31,-0.44,-125.21,-124.95,124.77,137360.00,132761.00,134473.00
0.14,-0.24,-0.58,-125.21,-124.95,124.77,137340.00,132768.00,134482.00
-0.22,-0.06,-0.44,-125.21,-124.95,124.77,137310.00,132784.00,134479.00
-0.86,0.17,-0.52,-125.21,-124.95,78.87,137260.00,132783.00,134497.00
-1.27,0.33,-0.55,-125.21,-124.95,25.94,137198.00,132790.00,134515.00
-1.78,0.53,-0.75,-125.21,-124.95,-14.43,137098.00,132777.00,134475.00
-2.07,0.55,-0.82,-73.17,-124.95,-19.14,136994.00,132787.00,134507.00
-2.00,0.56,-0.95,-55.26,-124.95,-15.17,136904.00,132765.00,134509.00
-2.10,0.53,-0.96,-49.29,-124.95,-1.74,136831.00,132788.00,134482.00
-1.66,0.45,-1.09,-22.75,-124.95,25.86,136764.00,132780.00,134503.00
-1.82,0.39,-0.93,-18.50,-124.95,24.23,136746.00,132785.00,134514.00
-1.65,0.36,-0.84,-1.68,-121.91,7.84,136737.00,132766.00,134503.00
-1.25,0.31,-0.78,-7.16,-59.59,-7.70,136727.00,132766.00,134508.00
-1.05,0.30,-0.66,-17.72,6.18,-7.31,136732.00,132758.00,134496.00
-1.54,0.35,-0.26,51.62,49.54,-53.50,136750.00,132770.00,134484.00
-1.55,0.44,-0.19,52.89,42.53,-55.07,136743.00,132756.00,134496.00
-1.42,0.49,-0.18,-0.06,36.73,-16.77,136751.00,132765.00,134492.00
-1.16,0.38,-0.11,-19.08,34.48,25.90,136759.00,132758.00,134515.00
-1.28,-0.15,0.11,3.84,-29.73,-16.74,136759.00,132765.00,134512.00
-1.50,0.05,0.13,13.49,-90.89,-72.18,136731.00,132754.00,134477.00
-1.53,0.26,-0.06,-24.52,-121.42,-86.66,136718.00,132781.00,134524.00
-1.40,0.27,-0.10,-66.75,-110.06,-83.48,136689.00,132766.00,134523.00
-1.46,0.55,-0.22,-43.65,-89.16,-40.17,136681.00,132778.00,134506.00
-1.33,0.44,-0.25,-48.82,-74.91,7.56,136672.00,132759.00,134461.00
-1.26,0.23,-0.22,-13.48,-52.98,19.59,136664.00,132785.00,134517.00
-1.37,0.12,-0.18,48.55,-28.92,2.18,136661.00,132754.00,134494.00
-1.37,0.06,-0.11,124.78,-12.19,-32.71,136645.00,132762.00,134511.00
-1.41,-0.74,-0.26,124.78,-8.95,-8.62,136648.00,132764.00,134513.00
-1.38,-0.93,-0.22,124.78,34.69,-125.22,136667.00,132766.00,134477.00
-1.47,0.14,-0.05,124.78,62.19,-125.22,136680.00,132756.00,134503.00
-1.43,0.68,0.02,124.78,24.99,-125.22,136699.00,132763.00,134475.00
-1.43,0.58,0.06,124.78,1.14,-0.78,136697.00,132766.00,134501.00
-1.36,0.33,-0.02,124.78,4.45,72.21,136675.00,132754.00,134489.00
-1.28,-0.27,-0.13,124.78,34.19,82.00,136659.00,132772.00,134515.00
-1.48,-0.55,0.36,124.78,25.63,36.43,136673.00,132744.00,134491.00
-1.28,-0.12,0.05,124.78,-56.90,-20.03,136673.00,132762.00,134506.00
-1.41,-0.14,-0.13,124.78,-35.65,0.12,136661.00,132768.00,134494.00
-1.46,-0.12,-0.07,124.78,-8.87,9.14,136684.00,132738.00,134477.00
-1.46,-0.04,0.10,124.78,-0.82,13.35,136684.00,132736.00,134484.00
-1.40,-0.18,0.09,124.78,10.94,27.21,136681.00,132746.00,134491.00
-1.44,-0.21,0.24,124.78,11.60,15.05,136674.00,132746.00,134477.00
-1.45,-0.06,0.18,124.78,-6.17,7.77,136666.00,132752.00,134477.00
-1.46,0.03,0.04,124.78,-3.98,18.73,136664.00,132757.00,134495.00
-1.34,-0.09,0.12,124.78,2.89,28.39,136661.00,132757.00,134507.00
-1.45,-0.17,0.07,124.78,11.45,8.55,136665.00,132756.00,134479.00
-1.40,-0.01,0.19,124.78,13.15,2.54,136651.00,132741.00,134471.00
-1.39,0.13,0.24,124.78,5.29,16.75,136648.00,132768.00,134472.00
-1.49,-0.15,0.27,100.45,-0.40,24.36,136666.00,132769.00,134473.00
-1.42,-0.08,0.01,100.19,-18.40,-2.41,136665.00,132758.00,134472.00
-1.40,-0.04,-0.08,51.89,5.10,-2.29,136653.00,132755.00,134473.00
-1.48,0.07,0.06,-94.55,27.95,5.70,136652.00,132770.00,134477.00
-1.60,0.08,0.10,-125.21,41.69,26.48,136652.00,132770.00,134498.00
-1.46,-0.40,0.58,-125.21,14.34,21.42,136641.00,132767.00,134497.00
-1.33,-0.34,0.00,-125.21,-6.49,-24.91,136641.00,132748.00,134486.00
-1.55,0.01,0.07,-125.21,44.23,-37.92,136655.00,132754.00,134503.00
-1.50,0.17,0.42,-125.21,31.90,-14.04,136642.00,132750.00,134501.00
-1.35,0.35,0.03,-125.21,-12.19,-8.23,136642.00,132753.00,134492.00
-1.49,0.48,0.01,-125.21,-4.48,45.81,136665.00,132754.00,134489.00
-1.57,0.14,0.26,-125.21,-25.42,78.66,136674.00,132747.00,134495.00
-1.47,-0.17,0.19,-125.21,-57.90,56.29,136666.00,132757.00,134490.00
-1.43,-0.02,-0.29,-125.21,-50.97,19.31,136655.00,132781.00,134505.00
-1.40,0.17,0.16,-125.21,-0.28,12.28,136650.00,132787.00,134509.00
-1.47,0.00,0.29,-125.21,-11.41,19.75,136650.00,132782.00,134491.00
-1.40,-0.04,0.27,-125.21,-24.54,2.76,136652.00,132787.00,134492.00
-1.52,0.18,0.22,-125.21,-38.81,-3.09,136643.00,132763.00,134466.00
-1.44,0.06,0.16,-125.21,-30.47,10.48,136652.00,132794.00,134474.00
-1.41,0.03,0.06,-125.21,-16.47,13.70,136647.00,132793.00,134507.00
-1.38,-0.08,0.16,-125.21,-10.96,11.92,136653.00,132778.00,134472.00
-1.49,-0.04,0.17,-125.21,3.99,10.77,136656.00,132791.00,134478.00
-1.51,-0.13,0.25,-125.21,-1.53,-4.06,136655.00,132777.00,134458.00
-1.48,0.01,0.26,-125.21,-11.92,-6.62,136650.00,132789.00,134471.00
-1.40,0.09,0.12,-125.21,-13.90,15.98,136634.00,132769.00,134495.00
-1.37,-0.17,0.07,-125.21,-4.40,27.86,136657.00,132777.00,134463.00
-1.40,-0.05,0.21,-125.21,-12.34,3.70,136647.00,132783.00,134461.00
-1.39,-0.05,0.06,-125.21,-13.28,18.76,136652.00,132778.00,134489.00
-1.44,-0.18,0.01,-125.21,-2.08,21.00,136644.00,132783.00,134468.00
-1.37,-0.34,0.05,-125.21,-0.59,7.82,136643.00,132773.00,134449.00
-1.43,-0.11,0.03,-91.53,4.88,-15.74,136650.00,132779.00,134466.00
-1.60,0.13,0.17,124.78,8.82,54.83,136646.00,132763.00,134473.00
-1.54,-0.39,0.08,124.78,3.04,44.98,136654.00,132782.00,134448.00
-1.35,-0.27,0.08,124.78,13.05,14.65,136647.00,132781.00,134461.00
-1.38,-0.23,0.32,124.78,-4.24,-5.46,136675.00,132765.00,134449.00
-1.51,-0.15,0.18,124.78,-72.63,-48.34,136663.00,132790.00,134438.00
-1.33,0.32,-0.21,124.78,-33.41,-29.82,136671.00,132778.00,134455.00
-1.34,0.45,0.26,124.78,15.50,31.97,136668.00,132777.00,134458.00
-1.43,0.15,0.30,124.78,10.89,52.13,136673.00,132762.00,134479.00
-1.36,0.08,0.20,124.78,2.24,10.50,136678.00,132765.00,134497.00
-1.32,0.13,0.10,124.78,10.70,7.68,136656.00,132773.00,134514.00
-1.44,0.05,0.20,124.78,12.87,-1.18,136647.00,132759.00,134507.00
-1.57,0.06,0.22,124.78,-12.73,-14.84,136638.00,132757.00,134500.00
-1.35,-0.02,-0.05,124.78,-38.32,-22.44,136655.00,132763.00,134497.00
-1.37,-0.01,-0.03,124.78,-33.72,-30.17,136633.00,132793.00,134502.00
-1.54,-0.04,0.04,124.78,-36.39,-28.05,136638.00,132737.00,134524.00
-1.48,-0.04,0.04,124.78,-47.51,-22.95,136637.00,132749.00,134497.00
-1.41,0.09,-0.02,124.78,-54.76,-8.43,136638.00,132748.00,134484.00
-1.38,-0.24,0.11,124.78,-12.45,-7.71,136629.00,132774.00,134491.00
-1.55,-0.11,0.25,124.78,-38.41,-18.06,136640.00,132761.00,134500.00
-1.43,-0.20,0.07,124.78,-43.26,-16.85,136671.00,132763.00,134468.00
-1.38,-0.00,0.08,124.78,-40.44,-18.51,136668.00,132772.00,134484.00
-1.46,-0.04,-0.02,124.78,2.59,21.66,136658.00,132741.00,134475.00
-1.43,-0.14,0.28,52.97,13.69,19.85,136657.00,132747.00,134500.00
-1.44,-0.21,0.44,-8.97,-9.20,12.03,136644.00,132754.00,134503.00
-1.42,-0.15,0.14,-125.21,-26.70,-4.49,136653.00,132756.00,134472.00
-1.51,-0.29,0.25,-125.21,15.27,-21.34,136653.00,132726.00,134484.00
-1.43,-0.38,0.25,-125.21,22.44,-48.02,136671.00,132720.00,134482.00
-1.47,-0.30,0.24,-125.21,23.83,-64.10,136690.00,132745.00,134488.00
-1.47,-0.34,0.18,-125.21,30.49,-83.81,136698.00,132752.00,134506.00
-1.41,0.08,-0.32,-125.21,80.47,-70.02,136706.00,132749.00,134495.00
-1.48,0.07,-0.32,-125.21,125.04,-11.18,136742.00,132775.00,134492.00
-1.53,-0.17,-0.35,-125.21,125.04,28.15,136768.00,132745.00,134497.00
-1.45,-0.20,-0.40,-125.21,125.04,26.17,136812.00,132759.00,134475.00
-1.46,-0.05,-0.35,-125.21,125.04,34.28,136844.00,132791.00,134480.00
-1.43,0.48,-0.55,-125.21,125.04,92.58,136875.00,132783.00,134488.00
-1.46,0.64,-0.51,-125.21,125.04,124.77,136927.00,132776.00,134501.00
-1.51,0.88,-0.38,-125.21,125.04,124.77,136988.00,132789.00,134475.00
-1.26,0.69,0.13,-125.21,99.36,124.77,137023.00,132802.00,134491.00
-1.26,0.86,-0.13,-125.21,7.35,124.77,137073.00,132774.00,134489.00
-1.10,0.97,0.12,-125.21,-26.03,124.77,137126.00,132792.00,134474.00
-0.95,0.84,0.14,-125.21,-71.69,124.77,137176.00,132776.00,134474.00
-0.72,0.74,0.08,-125.21,-66.25,124.77,137196.00,132790.00,134474.00
-0.41,0.29,0.36,-125.21,-75.85,124.77,137236.00,132784.00,134474.00
-0.21,0.53,0.21,-125.21,-55.21,107.40,137255.00,132784.00,134498.00
-0.15,0.69,0.53,-125.21,-21.85,95.72,137248.00,132798.00,134469.00
-0.05,0.51,0.71,-125.21,-44.00,83.17,137256.00,132787.00,134473.00
-0.04,0.53,0.87,-125.21,-55.86,67.59,137264.00,132778.00,134484.00
0.05,0.41,0.92,-125.21,-83.20,57.60,137276.00,132787.00,134485.00
0.02,0.59,0.79,-125.21,-77.95,54.51,137280.00,132795.00,134490.00
0.12,0.38,0.93,-125.21,-86.28,72.86,137294.00,132779.00,134458.00
0.22,0.26,0.86,-125.21,-87.10,64.49,137315.00,132789.00,134475.00
0.22,0.35,0.81,-96.86,-83.18,60.98,137318.00,132791.00,134485.00
0.27,0.34,0.77,-81.26,-62.05,84.74,137323.00,132791.00,134475.00
0.32,0.09,1.57,29.78,-22.42,93.48,137330.00,132796.00,134491.00
0.27,0.08,0.97,-56.25,-77.98,119.33,137327.00,132777.00,134480.00
0.46,-0.04,0.95,-108.54,-115.52,53.77,137330.00,132795.00,134471.00
0.53,0.14,0.89,-45.33,-124.95,71.60,137343.00,132785.00,134488.00
0.35,0.28,0.63,124.78,-124.95,105.71,137339.00,132788.00,134496.00
0.47,0.06,1.05,118.51,-124.95,124.77,137333.00,132774.00,134494.00
0.70,0.07,0.61,124.78,-124.95,124.77,137322.00,132769.00,134497.00
0.82,0.02,0.19,124.78,-92.14,124.77,137302.00,132769.00,134488.00
0.81,-0.06,0.53,124.78,-16.42,124.77,137308.00,132759.00,134502.00
0.88,0.09,0.73,124.78,14.90,124.77,137291.00,132780.00,134508.00
0.85,0.42,0.87,124.78,23.21,124.77,137284.00,132770.00,134498.00
0.90,0.77,0.54,124.78,37.89,124.77,137266.00,132771.00,134475.00
1.02,1.04,0.26,124.78,71.89,124.77,137253.00,132756.00,134452.00
1.11,0.83,-0.07,124.78,100.84,124.77,137243.00,132762.00,134472.00
1.04,0.51,-0.48,124.78,123.14,124.77,137201.00,132781.00,134473.00
0.96,0.19,-0.29,124.78,125.04,6.48,137189.00,132781.00,134461.00
0.76,0.53,-0.10,124.78,125.04,-97.81,137134.00,132792.00,134477.00
0.71,0.81,-0.11,124.78,125.04,-125.22,137095.00,132797.00,134458.00
0.85,1.06,-0.33,124.78,125.04,-125.22,137064.00,132767.00,134468.00
0.79,1.50,-0.29,124.78,125.04,-125.22,137031.00,132800.00,134457.00
0.93,1.13,-0.36,124.78,125.04,-77.41,137022.00,132770.00,134467.00
1.02,0.72,-0.22,124.78,125.04,-68.73,137019.00,132773.00,134468.00
1.18,0.76,-0.22,124.78,125.04,-83.64,137017.00,132783.00,134475.00
1.17,0.81,-0.28,124.78,103.63,-56.09,137026.00,132765.00,134480.00
1.14,0.79,0.08,93.82,69.30,-22.46,137034.00,132785.00,134485.00
1.32,1.12,-0.15,107.79,16.83,31.76,137031.00,132768.00,134508.00
0.93,0.25,0.10,124.78,-12.02,80.12,137043.00,132794.00,134486.00
1.14,-0.68,-0.16,114.71,-124.95,-52.05,137033.00,132769.00,134505.00
1.11,-0.15,-0.36,94.56,-124.95,-109.27,136984.00,132761.00,134478.00
1.00,0.24,-0.78,56.61,-124.95,-116.83,136966.00,132767.00,134500.00
0.80,0.30,-0.78,38.95,-124.95,-112.04,136915.00,132759.00,134497.00
0.87,0.37,-0.97,22.57,-124.95,-86.86,136891.00,132778.00,134501.00
0.52,0.14,-1.06,50.25,-124.95,-74.18,136880.00,132761.00,134492.00
0.61,0.14,-1.15,41.11,-78.81,-109.44,136855.00,132775.00,134497.00
0.63,0.23,-1.35,123.66,-26.35,-125.22,136862.00,132779.00,134521.00
0.95,0.29,-1.38,103.51,36.39,-125.22,136844.00,132756.00,134503.00
0.65,0.33,-1.21,18.03,109.07,-89.51,136853.00,132760.00,134489.00
0.79,0.22,-1.06,31.17,125.04,-84.32,136880.00,132766.00,134501.00
0.81,0.26,-0.96,78.30,125.04,-99.56,136904.00,132764.00,134486.00
0.96,0.59,-0.92,90.15,125.04,-100.39,136930.00,132789.00,134509.00
0.69,0.45,-0.73,56.87,123.59,-60.29,136964.00,132762.00,134511.00
0.97,0.67,-0.62,35.18,125.04,-52.58,136996.00,132757.00,134495.00
1.21,0.90,-0.66,21.51,123.23,2.25,136985.00,132752.00,134513.00
1.14,0.58,-0.54,52.01,104.03,48.67,137009.00,132757.00,134480.00
1.22,0.10,-0.37,40.72,25.77,61.24,137007.00,132743.00,134478.00
1.13,0.08,-0.38,14.49,-17.30,55.23,137018.00,132762.00,134484.00
1.17,0.16,-0.33,-25.86,-45.95,52.23,137002.00,132771.00,134490.00
1.04,0.20,-0.38,-95.61,-90.63,52.44,136986.00,132760.00,134513.00
0.93,0.38,-0.53,-80.86,-124.91,54.23,136955.00,132763.00,134475.00
0.76,0.78,-0.55,-125.21,-124.95,120.63,136941.00,132756.00,134506.00
0.58,0.91,-0.39,-125.21,-124.95,124.77,136909.00,132752.00,134469.00
0.30,0.80,-0.41,-125.21,-124.95,124.77,136886.00,132785.00,134512.00
0.10,0.83,-0.32,-125.21,-124.95,124.77,136851.00,132767.00,134458.00
-0.56,0.15,-0.29,-125.21,-124.95,103.46,136815.00,132774.00,134484.00
-0.87,0.53,-0.32,-125.21,-124.95,-15.77,136793.00,132782.00,134496.00
-1.10,0.85,-0.52,-125.21,-124.95,-75.08,136751.00,132772.00,134474.00
-1.05,1.11,-0.76,-125.21,-124.95,-101.26,136735.00,132774.00,134482.00
-0.62,1.54,-1.10,-125.21,-124.95,-65.22,136741.00,132763.00,134483.00
-0.68,1.39,-1.15,-125.21,-124.95,-14.78,136746.00,132771.00,134478.00
-0.51,1.24,-0.91,-101.28,-124.95,9.04,136773.00,132775.00,134456.00
-0.74,1.47,-0.58,-125.21,-82.73,45.74,136776.00,132771.00,134451.00
-0.73,1.34,-0.64,-125.21,-68.72,86.44,136787.00,132786.00,134455.00
-0.26,1.26,-0.45,-59.02,42.57,124.77,136810.00,132780.00,134472.00
-0.36,0.96,-0.37,-125.21,59.07,124.77,136827.00,132789.00,134468.00
-0.19,0.87,-0.37,-125.21,89.84,124.77,136821.00,132786.00,134457.00
-0.22,0.85,-0.16,-125.21,117.61,124.77,136817.00,132772.00,134467.00
-0.12,0.91,-0.14,-125.21,125.04,124.77,136813.00,132764.00,134452.00
-0.24,0.93,0.34,-125.21,125.04,124.77,136799.00,132764.00,134452.00
0.05,0.46,0.74,-125.21,125.04,124.77,136783.00,132762.00,134435.00
0.10,0.28,0.31,-125.21,106.73,96.93,136784.00,132767.00,134468.00
0.10,0.77,0.77,-125.21,89.34,79.19,136759.00,132797.00,134488.00
0.25,0.64,0.73,-125.21,75.68,91.10,136751.00,132760.00,134474.00
0.16,0.55,0.74,-125.21,68.20,102.62,136753.00,132785.00,134483.00
0.07,0.21,0.81,-125.21,62.13,91.56,136734.00,132768.00,134465.00
0.11,-0.13,0.86,-125.21,67.02,59.15,136713.00,132750.00,134465.00
0.05,-0.32,1.09,-125.21,66.75,40.13,136701.00,132744.00,134469.00
0.00,-0.41,1.06,-125.21,49.90,26.19,136691.00,132738.00,134494.00
0.01,-0.60,1.04,-125.21,41.22,25.22,136686.00,132743.00,134480.00
0.01,-0.94,0.84,-125.21,26.69,5.11,136668.00,132737.00,134483.00
0.06,-0.93,0.63,-125.21,67.02,2.99,136668.00,132750.00,134486.00
0.12,-1.29,0.45,-125.21,43.40,4.72,136687.00,132739.00,134497.00
0.06,-1.44,0.24,-125.21,28.49,-22.73,136682.00,132748.00,134469.00
0.10,-1.13,0.13,-125.21,41.24,-40.15,136712.00,132744.00,134477.00
0.24,-0.63,-0.53,-125.21,-41.60,12.30,136707.00,132739.00,134478.00
0.33,-0.56,-0.81,-125.21,-66.23,19.85,136700.00,132763.00,134497.00
0.24,-0.64,-1.27,-125.21,-40.86,6.97,136712.00,132757.00,134495.00
0.17,-0.55,-1.35,-68.67,4.32,-15.33,136716.00,132747.00,134485.00
0.17,-0.24,-0.70,23.68,47.42,-20.56,136717.00,132759.00,134497.00
0.28,-0.49,-0.58,24.47,2.79,0.78,136709.00,132757.00,134463.00
0.26,-0.61,-0.83,90.85,-30.16,-11.67,136716.00,132767.00,134490.00
0.23,-0.63,-0.99,124.78,-40.20,-20.31,136703.00,132740.00,134491.00
0.19,-0.72,-0.92,124.78,-5.95,-38.40,136707.00,132757.00,134505.00
0.24,-0.61,-0.72,124.78,-7.70,-30.01,136682.00,132757.00,134512.00
0.25,-0.74,-0.62,124.78,-29.55,-15.31,136684.00,132775.00,134490.00
0.19,-0.86,-0.67,124.78,-41.76,-10.83,136677.00,132751.00,134480.00
0.17,-0.88,-0.79,124.78,-28.88,0.75,136677.00,132756.00,134508.00
0.14,-1.18,-0.55,124.78,3.76,14.12,136679.00,132742.00,134496.00
0.16,-0.98,-0.39,124.78,5.03,3.54,136670.00,132749.00,134495.00
0.13,-0.92,-0.26,124.78,-3.85,14.57,136670.00,132739.00,134490.00
0.16,-1.06,-0.28,124.78,-11.54,29.89,136658.00,132764.00,134515.00
0.08,-1.29,-0.11,124.78,2.82,13.39,136674.00,132740.00,134474.00
0.04,-1.17,-0.07,124.78,6.45,6.31,136669.00,132736.00,134494.00
0.02,-1.29,0.08,124.78,-4.47,-7.97,136677.00,132747.00,134480.00
0.06,-1.14,0.09,124.78,-4.24,-17.67,136657.00,132744.00,134479.00
0.02,-1.23,0.37,124.78,-37.56,-0.64,136659.00,132785.00,134483.00
-0.02,-1.35,0.46,124.78,-34.15,-25.55,136665.00,132761.00,134505.00
-0.01,-0.99,0.48,124.78,-35.89,-39.10,136678.00,132753.00,134478.00
0.03,-0.79,0.45,124.78,-45.74,-28.86,136682.00,132756.00,134482.00
0.01,-0.75,0.80,124.78,2.46,-13.28,136665.00,132779.00,134480.00
-0.03,-0.45,1.01,124.78,-4.62,-18.59,136681.00,132761.00,134483.00
-0.01,-0.18,1.08,124.78,-28.67,-6.64,136689.00,132762.00,134479.00
0.00,-0.03,1.05,124.78,-37.42,5.38,136702.00,132779.00,134466.00
-0.00,0.22,1.05,124.78,-41.25,13.21,136695.00,132765.00,134478.00
0.08,0.65,0.76,124.78,-35.41,35.92,136733.00,132775.00,134461.00
0.15,0.97,0.59,124.78,-37.08,39.42,136757.00,132777.00,134463.00
0.22,1.00,0.16,124.78,-22.62,51.84,136771.00,132786.00,134465.00
0.24,0.93,-0.01,124.78,-7.56,45.44,136774.00,132772.00,134467.00
0.36,0.55,-0.64,124.78,4.08,9.71,136754.00,132793.00,134475.00
0.38,0.37,-0.56,124.78,3.29,-10.97,136747.00,132744.00,134462.00
0.38,0.26,-0.63,124.78,-51.12,-6.92,136745.00,132750.00,134472.00
0.27,-0.03,-0.69,124.78,-85.79,0.35,136720.00,132765.00,134512.00
0.43,-0.45,-1.28,124.78,-75.71,-13.82,136711.00,132777.00,134483.00
0.39,-0.59,-1.32,124.78,-43.56,-37.33,136697.00,132765.00,134495.00
0.30,-0.38,-1.21,124.78,-6.26,-40.35,136687.00,132740.00,134465.00
0.27,-0.50,-1.03,124.78,13.97,-25.88,136695.00,132766.00,134482.00
0.28,-0.87,-0.79,124.78,41.91,-17.51,136715.00,132768.00,134477.00
0.38,-0.92,-0.86,124.78,39.25,-34.81,136731.00,132730.00,134496.00
0.38,-0.76,-0.72,124.78,47.49,-34.58,136727.00,132758.00,134486.00
0.36,-0.72,-0.55,62.99,41.61,-16.66,136726.00,132749.00,134495.00
0.47,-0.76,-0.53,-27.70,20.42,4.62,136734.00,132742.00,134503.00
0.41,-0.65,-0.76,-125.21,38.95,67.38,136728.00,132758.00,134484.00
0.42,-0.65,-0.54,-125.21,13.12,87.11,136729.00,132750.00,134494.00
0.35,-0.50,-0.66,-125.21,-22.24,94.19,136733.00,132766.00,134479.00
0.25,-0.19,-0.96,-125.21,-55.92,87.05,136743.00,132769.00,134488.00
0.12,0.65,-0.96,-125.21,-82.96,61.95,136736.00,132785.00,134475.00
0.13,0.88,-1.04,-125.21,-62.39,51.73,136740.00,132779.00,134466.00
0.13,1.10,-0.85,-125.21,-23.90,53.34,136750.00,132788.00,134479.00
